source,source_url,job_title,company_name,location,posting_date,deadline_date,employment_type,specialist_level,description,jsonld_raw
staff.am,https://staff.am/en/jobs/software-development/senior-net-developer-909,Senior .Net Developer,Fast Bank CJSC,Yerevan,2026-03-17,2026-03-31T00:00:00.000Z,Full time,Senior,Fast Bank CJSC is looking for a candidate to fulfill the position of Senior .Net Developer. The candidate should perform the following functions.,"{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Senior .Net Developer"", ""description"": ""<p>Fast Bank CJSC is looking for a candidate to fulfill the position of Senior .Net Developer. The candidate should perform the following functions.</p>\n"", ""validThrough"": ""2026-03-31T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Fast Bank CJSC"", ""sameAs"": ""https://staff.am/company/fast-bank-cjsc"", ""logo"": ""https://cdn.staff.am/staff.am/upload/9/c/5/2/9c5265bd.jpg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""Nork-Marash, G. Hovsepyan 32/6"", ""postalCode"": ""Nork-Marash, G. Hovsepyan 32/6"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/deployment-engineer,Deployment Engineer,Protelion Research and Development Center LLC,Yerevan,2026-03-17,2026-04-16T00:00:00.000Z,Full time,Senior,"At Protelion Research and Development Center, a leading cybersecurity company specializing in data protection products and solutions, we are looking for Deployment Engineer to join our team.
In this role, you will work closely with engineers, product teams, and customers to support the deployment and integration of our cybersecurity solutions in real-world infrastructures. You will analyze customer environments, participate in technical discussions and demonstrations, and contribute to the successful implementation of our products. This role requires a strong interest in networking, infrastructure, and cybersecurity technologies, as well as the ability to communicate technical concepts clearly.
This is a full-time, on-site role based in Yerevan, Armenia, for a employees who are legally authorized to work in Armenia.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Deployment Engineer"", ""description"": ""<p>At Protelion Research and Development Center, a leading cybersecurity company specializing in data protection products and solutions, we are looking for Deployment Engineer to join our team.</p>\n\n<p>In this role, you will work closely with engineers, product teams, and customers to support the deployment and integration of our cybersecurity solutions in real-world infrastructures. You will analyze customer environments, participate in technical discussions and demonstrations, and contribute to the successful implementation of our products. This role requires a strong interest in networking, infrastructure, and cybersecurity technologies, as well as the ability to communicate technical concepts clearly.</p>\n\n<p>This is a full-time, on-site role based in Yerevan, Armenia, for a employees who are legally authorized to work in Armenia.</p>\n"", ""validThrough"": ""2026-04-16T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Protelion Research and Development Center LLC"", ""sameAs"": ""https://staff.am/company/protelion-rhiserch-end-divelopment-sentr-spe"", ""logo"": ""https://cdn.staff.am/staff.am/upload/d/f/8/4/df84bab0.jpg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""123 Hovsep Emin Street"", ""postalCode"": ""123 Hovsep Emin Street"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/payroll-specialist-product-qa-team,Payroll Specialist – Product & QA Team,Chartrics Software Solutions LLC,Yerevan,2026-03-17,2026-04-16T00:00:00.000Z,Full time,Senior,"This is an exciting opportunity for accountants who want to move beyond traditional accounting and contribute to building technology products.
We are looking for a smart, motivated, and tech-savvy accounting professional who wants to participate in the development of a multinational payroll processing platform.
This role sits at the intersection of accounting, payroll operations, and technology. You will work in a cross-functional product team together with software developers, helping design, test, and improve payroll software used across multiple countries.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Payroll Specialist – Product & QA Team"", ""description"": ""<p><strong><em>This is an exciting opportunity for accountants who want to move beyond traditional accounting and contribute to building technology products.</em></strong></p>\n\n<p>We are looking for a smart, motivated, and tech-savvy accounting professional who wants to participate in the development of a multinational payroll processing platform.</p>\n\n<p>This role sits at the intersection of accounting, payroll operations, and technology. You will work in a cross-functional product team together with software developers, helping design, test, and improve payroll software used across multiple countries.</p>\n"", ""validThrough"": ""2026-04-16T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Chartrics Software Solutions LLC"", ""sameAs"": ""https://staff.am/company/chartrics-software-solutions-llc"", ""logo"": ""https://cdn.staff.am/staff.am/upload/c/2/2/f/c22fa1cb.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/mid-level-nodejs-developer-4,Mid-Level Node.js Developer,Feedb2b,Yerevan,2026-03-17,2026-04-16T00:00:00.000Z,Full time,Senior,"We are a startup with a clear goal and a plan to achieve it. We are just starting out and looking for our first developers to help us build something amazing. If you're excited to be part of a big project from the beginning, we'd love for you to apply!","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Mid-Level Node.js Developer"", ""description"": ""<p>We are a startup with a clear goal and a plan to achieve it. We are just starting out and looking for our first developers to help us build something amazing. If you're excited to be part of a big project from the beginning, we'd love for you to apply!</p>\n\n\n"", ""validThrough"": ""2026-04-16T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Feedb2b"", ""sameAs"": ""https://staff.am/company/feedb2b"", ""logo"": ""https://cdn.staff.am/staff.am/upload/c/6/3/b/c63b1c49.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""1 Yekmalyan St"", ""postalCode"": ""1 Yekmalyan St"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/middle-qa-engineer-manual,Middle QA Engineer | Manual,Digitain ,Yerevan,2026-03-16,2026-04-15T00:00:00.000Z,Full time,Senior,"We welcome a Middle Manual QA Engineer to join our fast-growing team with a strong corporate and self-development culture. The ideal candidate will join our mission to improve a world-class iGaming platform and be responsible for testing applications of various types and user segments, monitoring the procedures, and implementing the quality standards.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Middle QA Engineer | Manual"", ""description"": ""<p>We welcome a Middle Manual QA Engineer to join our fast-growing team with a strong corporate and self-development culture. The ideal candidate will join our mission to improve a world-class iGaming platform and be responsible for testing applications of various types and user segments, monitoring the procedures, and implementing the quality standards.</p>\n"", ""validThrough"": ""2026-04-15T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Digitain "", ""sameAs"": ""https://staff.am/company/digitain"", ""logo"": ""https://cdn.staff.am/staff.am/upload/a/3/f/2/a3f2c966.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/backend-engineer-senior-energy-iot-digital-twin,Backend Engineer (Senior) (Energy / IoT / Digital Twin),Areg.AI,Yerevan,2026-03-15,2026-04-14T00:00:00.000Z,Full time,Senior,"If you’re a 𝗦𝗲𝗻𝗶𝗼𝗿 𝗕𝗮𝗰𝗸𝗲𝗻𝗱 𝗘𝗻𝗴𝗶𝗻𝗲𝗲𝗿 who enjoys building scalable systems with modern technologies—and you’re excited to take ownership and drive technical decisions—this opportunity is for you.
At 𝗔𝗿𝗲𝗴.𝗮𝗶, we build ML/AI-powered software for solar power plants and energy assets. Our platform connects to IoT/SCADA data sources, turns raw telemetry into actionable insights, and powers dashboards, automation, and “digital twin” experiences for operations and maintenance.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Backend Engineer (Senior) (Energy / IoT / Digital Twin)"", ""description"": ""<p> If you’re a 𝗦𝗲𝗻𝗶𝗼𝗿 𝗕𝗮𝗰𝗸𝗲𝗻𝗱 𝗘𝗻𝗴𝗶𝗻𝗲𝗲𝗿 who enjoys building scalable systems with modern technologies—and you’re excited to take ownership and drive technical decisions—this opportunity is for you.</p>\n\n<p>At 𝗔𝗿𝗲𝗴.𝗮𝗶, we build ML/AI-powered software for solar power plants and energy assets. Our platform connects to IoT/SCADA data sources, turns raw telemetry into actionable insights, and powers dashboards, automation, and “digital twin” experiences for operations and maintenance.</p>\n"", ""validThrough"": ""2026-04-14T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Areg.AI"", ""sameAs"": ""https://staff.am/company/areg-tek-pbe"", ""logo"": ""https://cdn.staff.am/staff.am/upload/0/e/e/a/0eeabbda.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/front-end-developer-962,Front-End Developer,Tedly,Yerevan,2026-03-15,2026-04-14T00:00:00.000Z,Full time,Senior,"Tedly builds AI-powered tools that automate property management and home improvement. We’re looking for a
Front-End Developer
to build clean, responsive interfaces and help shape the user experience of our growing platform.
You’ll work on real production systems used by landlords, property managers, and homeowners across North America, turning complex workflows into intuitive and reliable user interfaces.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Front-End Developer"", ""description"": ""<p>Tedly builds AI-powered tools that automate property management and home improvement. We’re looking for a <strong>Front-End Developer</strong> to build clean, responsive interfaces and help shape the user experience of our growing platform.</p>\n\n<p>You’ll work on real production systems used by landlords, property managers, and homeowners across North America, turning complex workflows into intuitive and reliable user interfaces.</p>\n"", ""validThrough"": ""2026-04-14T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Tedly"", ""sameAs"": ""https://staff.am/company/tedly"", ""logo"": ""https://cdn.staff.am/staff.am/upload/1/d/7/0/1d70c7bc.jpeg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/php-developer-919,PHP Developer,ZET Digital,Yerevan,2026-03-13,2026-04-12T00:00:00.000Z,Full time,Senior,"We're looking for PHP developers with some experience to join our growing team. You'll be part of a friendly group, working on the back-end part of our projects. This job is a great chance to get better at what you do and grow your career.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""PHP Developer"", ""description"": ""<p>We're looking for PHP developers with some experience to join our growing team. You'll be part of a friendly group, working on the back-end part of our projects. This job is a great chance to get better at what you do and grow your career.</p>\n"", ""validThrough"": ""2026-04-12T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""ZET Digital"", ""sameAs"": ""https://staff.am/company/qualldev"", ""logo"": ""https://cdn.staff.am/staff.am/upload/b/e/4/8/be483cc9.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""2 Avetis Aharonyan Street"", ""postalCode"": ""2 Avetis Aharonyan Street"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/react-nextjs-developer,React / Next.js Developer,Logix Software LLC,Yerevan,2026-03-12,2026-04-11T00:00:00.000Z,Full time,Senior,"We are seeking a
talented and motivated React / Next.js Developer
with at least
3 years of professional experience
to join our development team.
As part of our team, you will be responsible for building
high-performance, scalable, and SEO-friendly web applications
using
React and Next.js
. The ideal candidate has strong expertise in modern React development,
Server-Side Rendering (SSR)
, and
frontend performance optimization
.
A solid understanding of
semantic HTML and SEO best practices
is essential.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""React / Next.js Developer"", ""description"": ""<p>We are seeking a <strong>talented and motivated React / Next.js Developer</strong> with at least <strong>3 years of professional experience</strong> to join our development team.</p>\n\n<p> </p>\n\n<p>As part of our team, you will be responsible for building <strong>high-performance, scalable, and SEO-friendly web applications</strong> using <strong>React and Next.js</strong>. The ideal candidate has strong expertise in modern React development, <strong>Server-Side Rendering (SSR)</strong>, and <strong>frontend performance optimization</strong>.</p>\n\n<p> </p>\n\n<p>A solid understanding of <strong>semantic HTML and SEO best practices</strong> is essential.</p>\n"", ""validThrough"": ""2026-04-11T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Logix Software LLC"", ""sameAs"": ""https://staff.am/company/-96"", ""logo"": ""https://cdn.staff.am/staff.am/upload/0/4/7/9/04792e28.jpg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""65 Orbeli Brothers Street"", ""postalCode"": ""65 Orbeli Brothers Street"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/senior-backend-engineer-php-laravel,Senior Backend Engineer (PHP / Laravel),Logix Software LLC,Yerevan,2026-03-12,2026-04-11T00:00:00.000Z,Full time,Senior,"We are a fast-growing
US-based software company with an engineering office in Armenia
building scalable digital platforms used by thousands of customers across the United States.
We are looking for a
Senior Backend Engineer
who enjoys solving complex problems, building scalable systems, and taking ownership of critical backend infrastructure. You will work closely with a small, highly capable engineering team to design and build reliable APIs, services, and data systems that power our products.
If you enjoy
clean architecture, performance optimization, modern backend technologies, and building systems that scale
, we would love to meet you.
This is a
full-time, on-site role in Armenia","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Senior Backend Engineer (PHP / Laravel)"", ""description"": ""<p>We are a fast-growing <strong>US-based software company with an engineering office in Armenia</strong> building scalable digital platforms used by thousands of customers across the United States.</p>\n\n<p> </p>\n\n<p>We are looking for a <strong>Senior Backend Engineer</strong> who enjoys solving complex problems, building scalable systems, and taking ownership of critical backend infrastructure. You will work closely with a small, highly capable engineering team to design and build reliable APIs, services, and data systems that power our products.</p>\n\n<p> </p>\n\n<p>If you enjoy <strong>clean architecture, performance optimization, modern backend technologies, and building systems that scale</strong>, we would love to meet you.</p>\n\n<p>This is a <strong>full-time, on-site role in Armenia</strong></p>\n"", ""validThrough"": ""2026-04-11T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Logix Software LLC"", ""sameAs"": ""https://staff.am/company/-96"", ""logo"": ""https://cdn.staff.am/staff.am/upload/0/4/7/9/04792e28.jpg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""65 Orbeli Brothers Street"", ""postalCode"": ""65 Orbeli Brothers Street"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/php-developer-913,PHP Developer,Studio One,Yerevan,2026-03-12,2026-04-11T00:00:00.000Z,Full time,Senior,"About Company
We are a middle-sized IT consulting company with a full and diverse profile in Armenia. We provide full IT services, including Web Design and Development, Online Marketing, IT Consulting, Graphic Design, Mobile apps and Security audit. Our technical and creative team always provide the solution perfectly matching company’s’ philosophy. We are thrilled to share that our company boasts a portfolio of over 690 successfully done projects and collaborations. This speaks about our commitment to excellence, innovation and client satisfaction.
You can read more about us here
https://www.studio-one.am/about.html
We are seeking a skilled and creative PHP Developer to join our backend team. If you have a mastery of PHP and a passion for innovative thinking, we encourage you to apply.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""PHP Developer"", ""description"": ""<p><strong>About Company</strong></p>\n\n<p>We are a middle-sized IT consulting company with a full and diverse profile in Armenia. We provide full IT services, including Web Design and Development, Online Marketing, IT Consulting, Graphic Design, Mobile apps and Security audit. Our technical and creative team always provide the solution perfectly matching company’s’ philosophy. We are thrilled to share that our company boasts a portfolio of over 690 successfully done projects and collaborations. This speaks about our commitment to excellence, innovation and client satisfaction.</p>\n\n<p>You can read more about us here <em>https://www.studio-one.am/about.html</em></p>\n\n<p> We are seeking a skilled and creative PHP Developer to join our backend team. If you have a mastery of PHP and a passion for innovative thinking, we encourage you to apply.</p>\n\n<p> </p>\n"", ""validThrough"": ""2026-04-11T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Studio One"", ""sameAs"": ""https://staff.am/company/studio-one"", ""logo"": ""https://cdn.staff.am/staff.am/upload/1/8/9/9/1899c037.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""45a Mesrop Mashtoc pokhota"", ""postalCode"": ""45a Mesrop Mashtoc pokhota"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/netc-software-engineer,.NET/C# Software Engineer,SoftConstruct,Yerevan,2026-03-12,2026-04-11T00:00:00.000Z,Full time,Senior,"Are you GAME to
JOIN US and be our new .NET/C# Software Engineer?
SoftConstruct is on a search for a new player to join our team.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": "".NET/C# Software Engineer"", ""description"": ""<p><span style=\""color:#a61f67;\""><strong>Are you GAME to </strong><strong>JOIN US and be our new .NET/C# Software Engineer?</strong></span><br />\n<strong>SoftConstruct is on a search for a new player to join our team.</strong></p>\n"", ""validThrough"": ""2026-04-11T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""SoftConstruct"", ""sameAs"": ""https://staff.am/company/softconstruct"", ""logo"": ""https://cdn.staff.am/staff.am/upload/1/0/6/5/1065d734.jpg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""Գարեգին Հովսեփյան 20"", ""postalCode"": ""Գարեգին Հովսեփյան 20"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/java-backend-engineer-3-years-experience,Java Backend Engineer (3+ years experience),Impex LLC,Yerevan,2026-03-12,2026-04-11T00:00:00.000Z,Full time,Senior,"OnTime
- On-Premise Attendance Management Platform (Impex)
We are looking for a Java Backend Engineer to join the team building OnTime, an on-premise attendance management platform developed by Impex.
This is a primarily backend role with occasional frontend contributions. The platform follows a modular and reusable architecture, enabling efficient feature development by extending proven patterns instead of building from scratch.
If you enjoy building reliable systems, improving existing architecture, and working on real-world business software - this role is for you.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Java Backend Engineer (3+ years experience)"", ""description"": ""<p><strong>OnTime</strong> - On-Premise Attendance Management Platform (Impex)</p>\n\n<p>We are looking for a Java Backend Engineer to join the team building OnTime, an on-premise attendance management platform developed by Impex.</p>\n\n<p>This is a primarily backend role with occasional frontend contributions. The platform follows a modular and reusable architecture, enabling efficient feature development by extending proven patterns instead of building from scratch.</p>\n\n<p>If you enjoy building reliable systems, improving existing architecture, and working on real-world business software - this role is for you.</p>\n"", ""validThrough"": ""2026-04-11T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Impex LLC"", ""sameAs"": ""https://staff.am/company/llc-impex"", ""logo"": ""https://cdn.staff.am/staff.am/upload/2/d/e/5/2de540a6.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/full-stack-developer-microsoft-stack-azure-secure-coding-focus,Full Stack Developer (Microsoft Stack / Azure) — Secure Coding Focus,Safe City gruop,Abu Dhabi,2026-03-12,2026-03-31T00:00:00.000Z,Remote,Senior,"The Full Stack Developer is responsible for designing, developing, and maintaining both frontend user interfaces and backend services in alignment with approved enterprise architecture, security standards, and governance frameworks.
This role ensures that delivered features meet functional and non-functional requirements while providing seamless integration between UI, APIs, databases, and Azure cloud infrastructure.
The position operates within defined architectural boundaries and collaborates closely with Solution Architects, Product Owners, QA, DevSecOps, and UI/UX teams to deliver secure, scalable, high-performance digital solutions.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Full Stack Developer (Microsoft Stack / Azure) — Secure Coding Focus"", ""description"": ""<p>The Full Stack Developer is responsible for designing, developing, and maintaining both frontend user interfaces and backend services in alignment with approved enterprise architecture, security standards, and governance frameworks.</p>\n\n<p>This role ensures that delivered features meet functional and non-functional requirements while providing seamless integration between UI, APIs, databases, and Azure cloud infrastructure.</p>\n\n<p>The position operates within defined architectural boundaries and collaborates closely with Solution Architects, Product Owners, QA, DevSecOps, and UI/UX teams to deliver secure, scalable, high-performance digital solutions.</p>\n"", ""validThrough"": ""2026-03-31T00:00:00.000Z"", ""employmentType"": ""Remote"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Safe City gruop"", ""sameAs"": ""https://staff.am/company/safe-city-gruop""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Abu Dhabi"", ""addressCountry"": ""AM""}}, ""baseSalary"": {""@type"": ""MonetaryAmount"", ""currency"": ""USD"", ""value"": {""@type"": ""QuantitativeValue"", ""minValue"": 1000, ""maxValue"": 3500}}}"
staff.am,https://staff.am/en/jobs/software-development/senior-java-engineer-124,Senior Java Engineer,NextChallenge,Yerevan,2026-03-11,2026-04-10T00:00:00.000Z,Remote,Senior,"Role Overview:
We are looking for an experienced Java Engineer to join client's backend team, which is working on the back-office platform of a high-load B2B gaming system. Their platform processes millions of transactions daily and supports real-time operations for multiple partners. As the system continues to grow, the engineering team is expanding to improve scalability, performance, and reliability, while gradually evolving parts of the platform from a monolithic architecture toward distributed services. You will work on both new functionality and architectural improvements, helping modernise critical parts of the platform.
Technology Stack:
Java 8 / Java 17, Spring Framework, MSSQL 2019, Kafka, Redis, distributed services with parts of the system still evolving from a monolithic architecture.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Senior Java Engineer"", ""description"": ""<p><strong>Role Overview:</strong><br />\nWe are looking for an experienced Java Engineer to join client's backend team, which is working on the back-office platform of a high-load B2B gaming system. Their platform processes millions of transactions daily and supports real-time operations for multiple partners. As the system continues to grow, the engineering team is expanding to improve scalability, performance, and reliability, while gradually evolving parts of the platform from a monolithic architecture toward distributed services. You will work on both new functionality and architectural improvements, helping modernise critical parts of the platform.<br />\n<br />\n<strong>Technology Stack: </strong><br />\nJava 8 / Java 17, Spring Framework, MSSQL 2019, Kafka, Redis, distributed services with parts of the system still evolving from a monolithic architecture.</p>\n"", ""validThrough"": ""2026-04-10T00:00:00.000Z"", ""employmentType"": ""Remote"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""NextChallenge"", ""sameAs"": ""https://staff.am/company/nextchallenge"", ""logo"": ""https://cdn.staff.am/staff.am/upload/8/f/8/2/8f82e433.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/front-end-developer-959,Front-end developer ,Converse Bank ,Yerevan,2026-03-11,2026-04-10T00:00:00.000Z,Full time,Senior,"We are looking for a passionate and detail-oriented Web Developer with 2+ years of experience in front-end development. If you have strong technical skills, a drive to create responsive and dynamic web applications, and a knack for problem-solving, we want to hear from you!","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Front-end developer "", ""description"": ""<p>We are looking for a passionate and detail-oriented Web Developer with 2+ years of experience in front-end development. If you have strong technical skills, a drive to create responsive and dynamic web applications, and a knack for problem-solving, we want to hear from you!</p>\n"", ""validThrough"": ""2026-04-10T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Converse Bank "", ""sameAs"": ""https://staff.am/company/converse-bank"", ""logo"": ""https://cdn.staff.am/staff.am/upload/9/6/e/0/96e0d2ad.jpg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""26/1, Vazgen Sargsyan"", ""postalCode"": ""26/1, Vazgen Sargsyan"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/senior-backend-engineer-99,Senior Backend Engineer,Pogos Software Consulting,Yerevan,2026-03-09,2026-04-08T00:00:00.000Z,Full time,Senior,"Pogos is looking for a Senior Backend Engineer with strong Node.js expertise to join our growing team. AI-first development is part of our daily workflow, helping engineers design, build, and ship software faster and with higher quality.  You will work on a modern integration and automation platform that connects eCommerce, ERP, warehouse, and fulfillment systems, enabling merchants and operators to run complex commerce operations at scale.
In this role, you will design and build secure, scalable backend services and APIs that power our platform and support a growing global customer base.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Senior Backend Engineer"", ""description"": ""<p>Pogos is looking for a Senior Backend Engineer with strong Node.js expertise to join our growing team. AI-first development is part of our daily workflow, helping engineers design, build, and ship software faster and with higher quality.  You will work on a modern integration and automation platform that connects eCommerce, ERP, warehouse, and fulfillment systems, enabling merchants and operators to run complex commerce operations at scale.</p>\n\n<p>In this role, you will design and build secure, scalable backend services and APIs that power our platform and support a growing global customer base.</p>\n"", ""validThrough"": ""2026-04-08T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Pogos Software Consulting"", ""sameAs"": ""https://staff.am/company/pogos-llc"", ""logo"": ""https://cdn.staff.am/staff.am/upload/d/7/8/9/d7893fa2.jpeg""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""1 Sarmen St"", ""postalCode"": ""1 Sarmen St"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
staff.am,https://staff.am/en/jobs/software-development/junior-flutter-ios-developer,Junior Flutter / iOS  Developer,Addevice,Yerevan,2026-03-09,2026-04-08T00:00:00.000Z,Full time,Senior,"We are looking for a
Junior Flutter Developer
to join our team.
We also welcome
Junior iOS Developers
with at least
1 year of experience
who would like to switch to
Flutter
. We provide
free training and retraining
to support this transition.
This is a great opportunity for candidates who are eager to grow, learn new technologies, and work on real mobile projects in a supportive team environment.","{""@context"": ""https://schema.org"", ""@type"": ""JobPosting"", ""title"": ""Junior Flutter / iOS  Developer"", ""description"": ""<p>We are looking for a <strong>Junior Flutter Developer</strong> to join our team.</p>\n\n<p>We also welcome <strong>Junior iOS Developers</strong> with at least <strong>1 year of experience</strong> who would like to switch to <strong>Flutter</strong>. We provide <strong>free training and retraining</strong> to support this transition.</p>\n\n<p>This is a great opportunity for candidates who are eager to grow, learn new technologies, and work on real mobile projects in a supportive team environment.</p>\n\n<p> </p>\n"", ""validThrough"": ""2026-04-08T00:00:00.000Z"", ""employmentType"": ""Full time"", ""hiringOrganization"": {""@type"": ""Organization"", ""name"": ""Addevice"", ""sameAs"": ""https://staff.am/company/addevice"", ""logo"": ""https://cdn.staff.am/staff.am/upload/2/2/3/0/2230dcc8.png""}, ""jobLocation"": {""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""streetAddress"": ""1 Charents St"", ""postalCode"": ""1 Charents St"", ""addressLocality"": ""Yerevan"", ""addressCountry"": ""AM""}}}"
