source,source_url,job_title,company_name,location,department,posting_date,full_text
softconstruct,https://peopleforce.softconstruct.com/careers/v/2270-2d-motion-designer-vbet,2D & Motion Designer / VBET,SoftConstruct,Yerevan,VBET Design / Վբեթ Դիզայն,,"2D & Motion Designer / VBET
Description
VBET is an award-winning sports betting and gaming operator with 21 years of experience in the industry powered in-house by SoftConstruct. We have shifted from a start-up to an extensive international company holding over 10 licences and operating in over 120 countries. VBET’s mission is to give our customers the best betting and gaming experience in a safe and secure environment. We have highly ambitious plans, and we are looking for a 3D & Motion Designer.
About the Role
We are seeking a highly skilled and creative 2D Motion Designer to join our growing team. In this role, you will transform brand messages and concepts into engaging visual content, ensuring the brand remains recognizable and impactful across all channels. You will work on a wide range of deliverables, including social media animations, promotional videos, branded content, sports-related visuals, and explainer videos.
Requirements
Minimum 2 years of professional experience in 2D motion graphics/animation.
Strong command of Adobe Creative Suite, especially:
Illustrator (storyboard & asset creation)
Solid understanding of fundamental animation principles
Ability to visualize abstract concepts and translate them into compelling visuals.
High attention to detail and organizational precision.
Creative problem-solving mindset with the ability to propose visual solutions.
Adaptable, open to feedback, and collaborative.
Proactive communicator with a positive, “can-do” attitude.
Self-motivated and able to meet tight deadlines.
Innovative, curious, and eager to learn new techniques and tools.
Responsibilities
Create high-quality 2D animations, motion graphics, and video assets for digital platforms.
Integrate characters, illustrations, and images into visually cohesive scenes.
Synchronize animations with sound effects, music, and voiceovers.
Prepare animation elements for compositing and deliver assets in required formats.
Enhance animations with creative transitions, effects, and post-production improvements.
Manage the full production cycle from concept and storyboarding to final animation
Conceptualize, visualize, and storyboard scripts and ideas for explainer videos or campaign materials.
Produce both original motion graphics and refine/modify existing assets when needed
Utilize modern design and AI-powered tooling to accelerate workflows, improve visual quality, and optimize production processes where appropriate.
Collaborate closely with designers, copywriters, and marketers to maintain visual and brand consistency.
Stay up to date with animation trends, design tools, and emerging technologies.
Technical & Creative Skills
Adobe Photoshop
Adobe Illustrator
Adobe Flash / Animate
Adobe Freehand
Adobe After Effects
Adobe Premiere Pro
AI-enhanced animation and design tools (e.g., Adobe Firefly, RunwayML, Midjourney, etc.)
Familiarity with AI-assisted creative tools to enhance efficiency, improve animation quality, or support asset development.
Ability to integrate AI-generated outputs into traditional production workflows.
Role Benefits
Competitive salary based on experience
Health insurance coverage for employee and family
Upskilling and reskilling training opportunities
Corporate events and social activities
4 additional paid days off per year
Company-provided transportation
Department
VBET Design / Վբեթ Դիզայն
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2264-hr-business-partner-vbet,HR Business Partner / VBET,SoftConstruct,Yerevan,VBET Human Resources Department / Վբեթ Մարդկային Ռեսուրսների Բաժին,,"HR Business Partner / VBET
About the Company:
VBET is an award-winning sports betting and gaming operator with 21 years of experience in the industry powered in-house by SoftConstruct. We have shifted from a start-up to an extensive international company holding over 10 licenses and operating in over 120 countries. VBET’s mission is to give our customers the best betting and gaming experience in a safe and secure environment.
About the Role
We are seeking a proactive and experienced
HR Business Partner
to serve as a strategic partner for our distributed teams across multiple geographies. This is a critical role focused on driving performance, managing employee relations, and ensuring the consistent implementation of HR policies and programs across our physical and virtual environments.
You will be responsible for advising leadership on complex people matters, championing organizational effectiveness, and translating business goals into actionable HR strategies.
Key Responsibilities:
Serve as the primary strategic HR partner and coach for assigned business units and leaders, advising on organizational design, talent planning, and change management
Drive a high-performance culture by coaching managers on effective feedback delivery, development planning, and managing the entire performance review cycle
Own the review, documentation, and formal rollout of new and revised HR policies and procedures across the organization, ensuring clarity, legal compliance, and consistent application throughout all jurisdictions
Lead the continuous improvement and standardization of core HR processes (e.g., performance cycles, L&D implementation, data management) to ensure efficiency and scalability. You will identify bottlenecks and drive necessary process changes to optimize the employee experience
Design and spearhead the launch of new strategic HR initiatives (e.g., global engagement surveys, wellness programs) that address evolving organizational needs
Proactively manage and resolve complex employee relations issues, conducting objective investigations and ensuring fair application of policies
Oversee the full employee lifecycle, ensuring high-impact onboarding, offboarding, and cultural integration processes are standardized and effective for all teams
Ideal Candidate Profile:
Minimum 5+ years of progressive HR experience, with at least 2 years as an HR Business Partner/Lead HR BP/ Head of HR supporting local and international teams
Proven expertise in complex employee relations management, performance management, and coaching at the leadership level
Demonstrated ability to navigate multi-jurisdictional labor law complexities and apply best practices
Highly effective communicator and collaborator, capable of building trust and credibility with senior leaders and a diverse workforce
Strong analytical skills with experience using HRIS data and people analytics to drive strategic recommendations
Fluency in Armenia, Russian and English is required
Nice to Have:
Direct experience in the iGaming or highly regulated industry, providing familiarity with compliance challenges beyond standard commercial roles
Perks and Benefits:
Competitive experience-based salary
Family health insurance
Social events, corporate parties
4 paid days off during a year
Learning and Development
Transportation
Department
VBET Human Resources Department / Վբեթ Մարդկային Ռեսուրսների Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2249-due-diligence-specialist,Due Diligence Specialist,SoftConstruct,Yerevan,Due Diligence Team / Փասաթղթերի պատշաճության ուսումնասիրության թիմ,,"Due Diligence Specialist
Are you GAME to JOIN US and be our new Due Diligence Specialist?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Conduct due diligence checks, including reviewing corporate documents and screening individual customers
Ensure all necessary documents are collected and verified for legal and regulatory compliance
Maintain and update due diligence records to ensure good legal standing
Assist in drafting, proofreading, and reviewing legal documents under attorney supervision
Maintain and organize legal documentation within internal systems
Monitor compliance requirements, ensuring adherence to company policies and international regulations
Manage and organize legal databases, ensuring all documents are properly categorized and accessible
Assist with compliance monitoring, including maintaining compliance calendars
Support process improvements to enhance the efficiency of due diligence operations
Liaise with internal teams and external stakeholders to gather and verify due diligence documentation
Monitor and manage legal department communication channels, forwarding relevant information as needed
Provide support in responding to compliance-related inquiries and requests
Carry out other duties assigned by the immediate supervisor that align with the job description and comply with the labor code
Requirements
Experience in a legal or investment operations environment is an advantage
Bachelor’s degree in Law, Business, Finance, or a related field
Minimum 1–3 years of relevant work experience in legal, compliance, or due diligence roles
Strong knowledge of due diligence procedures, corporate legal documentation, and compliance requirements
Proficiency in Armenian, English, and Russian; additional languages are an advantage
Ability to manage multiple projects independently while meeting deadlines
Proficiency in Microsoft Office and legal database management tools
High attention to detail, with strong organizational and time-management skills
Experience working with platforms such as Jira, Dow Jones, and international company registries
Understanding of data protection regulations (e.g., GDPR) and ability to work with sensitive information
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Due Diligence Team / Փասաթղթերի պատշաճության ուսումնասիրության թիմ
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2227-marketing-project-manager,Marketing Project Manager,SoftConstruct,Yerevan,Marketing & PR Department / Մարքեթինգի և Հասարակայնության Հետ Կապերի Բաժին,,"Marketing Project Manager
Are you GAME to JOIN US
and be our new Marketing Project Manager?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Marketing Project Management
Plan, coordinate, and execute marketing projects from inception to completion, ensuring alignment with business objectives
Develop project timelines, set milestones, and allocate resources effectively
Collaborate with cross-functional teams including product marketing, event marketing and creative teams
Track, analyze, and report on marketing performance and project outcomes
Leverage data-driven insights to refine strategies and improve campaign effectiveness
B2B Marketing Strategy & Execution
Collaborate with the marketing team to develop B2B marketing strategies aligned with business goals
Execute multi-channel marketing campaigns
Monitor competitor activities and market trends to refine strategies
Track and analyze marketing performance metrics (KPIs) such as lead generation, conversion rates, and ROI
Content & Branding
Oversee the development of marketing materials, including, but not limited to brochures, case studies, and website content
Ensure brand consistency across all marketing assets
Work closely with content creators to produce engaging industry-specific content
Requirements
Bachelors or Master’s degree in Marketing, Business, or a related field
At least 3 years of experience in marketing project management or as a marketing manager
Strong knowledge and proven expertise in B2B marketing strategies, digital marketing, and lead generation
Proficiency in marketing tools such as Google Analytics, CRM software, and project management tools such as Jira
Knowledge of English and Armenian languages is required
Strong analytical skills with the ability to interpret and leverage marketing data for strategic decision-making
Ability to thrive in a fast-paced, dynamic environment while effectively adapting to evolving business needs
Exceptional organizational skills with a keen eye for detail and precision
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Marketing & PR Department / Մարքեթինգի և Հասարակայնության Հետ Կապերի Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2226-partnerships-manager,Partnerships Manager,SoftConstruct,Yerevan,Partnerships Management Department / Համագործակցությունների կառավարման բաժին,,"Partnerships Manager
Are you GAME to JOIN US and be our new Partnerships Manager?
SoftConstruct is on a search for a new player to join our team!
We are seeking an ambitious and dynamic
Partnerships Manager
to join our Partnerships Management Department. In this high-impact role, you will lead strategic commercial communications and manage relationships with both potential and existing casino game providers. Your main mission is to negotiate commercially advantageous terms that serve our company’s objectives while fostering long-term partnerships. You will also maintain and expand a comprehensive provider portfolio, ensuring our platform delivers the most engaging, diverse, and profitable suite of games in the industry.
Responsibilities
Collect, store and maintain interactions and partnerships data of casino game providers, ensuring our platform features a diverse, engaging, and profitable game portfolio
Strengthen and nurture business relationships with existing providers to drive long-term collaboration
Manage the entire casino game provider portfolio strategically to maximize profitability, leveraging performance analytics to identify high-impact opportunities
Prepare proposals, reports, and documentation; maintain up-to-date internal and external databases of providers
Lead complex commercial negotiations and contract discussions, securing terms that align with company strategy
Collaborate closely with internal Legal teams to review, align, and ensure compliance of partnership agreements and commercial terms with relevant legislation and regulatory requirements
Ensure smooth and effective communication across internal teams and external stakeholders
Proactively identify potential risks or issues in provider relationships and propose timely solutions
Collaborate cross-functionally to find creative and pragmatic resolutions to partnership challenges
Stay current with industry trends, new technologies, and competitive movements to identify and capitalize on new opportunities
Qualifications
Bachelor’s degree in Economics, Business Administration, or a related field.
3–5 years of experience in a similar role
Commercial role within the iGaming industry, with direct P&L or margin responsibility is a plus
Proven success in leading complex commercial negotiations and closing high-value deals
Strong analytical and problem-solving abilities with structured, strategic thinking
A “complete finisher” mindset — able to take ownership and drive projects from concept to execution
Advanced MS Excel skills; proficiency with SQL and Power BI is a strong advantage
Excellent command of English (written and verbal)
Proactive, results-oriented, and self-motivated, with a strong sense of ownership and a can-do attitude
Working Model and Travel
This is an on-site role based in Yerevan
Occasional travel is required on regular basis attending events in iGaming industry
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Partnerships Management Department / Համագործակցությունների կառավարման բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2221-financial-monitoring-specialist,Financial Monitoring Specialist,SoftConstruct,Yerevan,Finance Directorate / Ֆինանսական տնօրինություն,,"Financial Monitoring Specialist
Are you GAME to JOIN US and be our new Financial Monitoring Specialist?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Oversee the financial management of company expenses.
Ensure proper documentation is in place for payment processing.
Verify that the agreement and invoice details match the payment information.
Ensure timely confirmation of payment tasks.
Review the accruals and invoices that are received.
Ensure that agreements are signed with the appropriate cost centers.
Review Card Statements and ensure expenses are assigned to the correct cost centers.
Compare the budget and agreement limits with the actual expenses.
Requirements
A University degree in Banking, Finance, Economics, or a similar field.
Required experience working with international partners and agreements.
Experience in the Payment Services industry and the Crypto sector is a plus.
Advanced proficiency in Google Sheets and MS Office is essential.
Fluency in both English and Armenian is required. Spanish language skills are a plus.
Strong organizational skills with the ability to multitask effectively.
Analytical thinking and problem-solving capabilities.
Ability to prioritize tasks, work efficiently under pressure, and meet deadlines.
Do you like to learn hard, work hard and play hard
?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions, then we might be a great fit for you.
Department
Finance Directorate / Ֆինանսական տնօրինություն
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2217-key-account-manager,Key Account Manager,SoftConstruct,Yerevan,Account Management Department / Հաճախորդների կառավարման բաժին,,"Key Account Manager
Description
CreedRoomz
is hiring a
Key Account Manager
to drive strategic growth and relationship retention across our most vital B2B client portfolio.
Requirements
Bachelor’s degree in Business, Marketing, Communications, or a related field (MBA or relevant postgraduate degree is a plus)
4+ years of experience in partner success, account management, or business development, preferably in the iGaming sector or a related B2B digital environment.
Strong understanding of account management principles, client relationship lifecycle, and customer success strategy.
Demonstrated experience with reporting tools, CRM platforms, and performance dashboards (e.g., Salesforce, Power BI).
Proven track record in managing high-value partners or enterprise clients in a performance-driven environment.
in-depth knowledge of online gaming, live casino products, and related user behavior analytics.
Strong verbal and written communication skills in English; knowledge of additional languages is an advantage.
Proficiency in data analysis, market research, and performance reporting to support strategic decisions.
Responsibilities
Develop and manage strategic relationships with key partners, focusing on long-term success and revenue growth.
Ensure partner growth and business development․
Act as a senior point of contact for partner communications, managing escalations with a solution-oriented approach.
Collaborate closely with product, marketing, and technical teams to advocate for partner needs and influence roadmap priorities.
Recommend promotional strategies and custom solutions tailored to individual partner goals and market conditions.
Prepare and present in-depth performance reviews and business intelligence reports for stakeholders.
Provide strategic advice to partners on how to enhance player conversion, retention, and overall platform engagement.
Identify risks and opportunities across your portfolio, proactively implementing strategies to address them.
Contribute to the development of internal best practices, partner success processes, and knowledge sharing.
Represent CreedRoomz at key industry events, conferences, and strategic meetings.
Carry out other duties assigned by the immediate supervisor that align with the job description and comply with the labor code.
What we offer
Competitive salary based on experience
Supportive team and professional development opportunities
Opportunity to make an impact and grow within the company
Health insurance
Social events, corporate parties
4 paid days of during the year
Working conditions
Schedule: Monday to Friday 09:00/10:00-18:00/19:00
Address: Garegin Hovsepyan 20
Department
Account Management Department / Հաճախորդների կառավարման բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2215-customer-payment-issues-specialist-mixed-shifts-vbet,Customer Payment Issues Specialist - Mixed Shifts / VBET,SoftConstruct,Yerevan,Payments Department / Վճարումների բաժին,,"Customer Payment Issues Specialist - Mixed Shifts / VBET
About the Company:
VBET is an award-winning sports betting and gaming operator with 20 years of experience in the industry powered in-house by Bet Construct. We hold over 10 licenses and operate in over 120 countries. VBET’s mission is to give our customers the best betting and gaming experience in a safe and secure environment.
NOTE: We're looking for someone available to work various shifts, including mornings and afternoons.
Job Responsibilities:
Responsible for the timely analysis of user requests from the VBET support,
Responsible for timely review of problematic cases with providers,
Notification to HO Payments\Operations and CS\Customer Support about   failures\restoration of payment methods,
Enables/disables payment methods on the company's products outside of business hours (night shifts).
Job Requirements:
Detail-oriented with excellent analytical and problem-solving skills,
Ability to manage confidential information with discretion and integrity,
Strong communication skills in Armenian and English,
At least 3 years of experience in verification or customer support,
Proficiency in verification software and digital CS tool,
High sense of responsibility and ethical conduct,
Critical thinking and decision-making ability,
Strong organizational and people management skills,
Ability to work under pressure and meet deadlines.
Perks and Benefits:
Competitive experience-based salary.
Family health insurance.
Social events, corporate parties.
4 paid days off during a year.
Learning and Development.
Transportation.
Department
Payments Department / Վճարումների բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2213-risk-management-associate,Risk Management Associate,SoftConstruct,Yerevan,Risk Management Department / Ռիսկերի կառավարման բաժին,,"Risk Management Associate
Are you GAME to JOIN US and be our new Risk Management Associate?
SoftConstruct is on a search for a new player to join our team!
Responsibilities
Perform risk analysis to ensure maximum protection of the organization's products
Be aware of respective license/regulation requirements and act in line with the said guidelines
Conduct assessments to identify and evaluate potential risks associated with online gaming products, as well as clients gaming behavior
Evaluate and forecast potential losses and propose solutions to reduce or eliminate risks
Identify potentially high-risk clients and implement containment procedures in accordance with internal policies
Demonstrate good relationship skills while dealing with partners and internal units cooperating with
Act responsibly and be a team player
Prepare reports for the Senior Risk Analyst, Team Leader, and Head of Department
Requirements
University degree
Sound analytical skills
Good knowledge of computer literacy
Proficient in Armenian, Russian and English (knowledge of other foreign language will be a plus)
Strong interpersonal and communication skills
Ability to navigate and make decisions in challenging situations quickly
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Risk Management Department / Ռիսկերի կառավարման բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2174-casino-operations-specialist,Casino Operations Specialist,SoftConstruct,Yerevan,Remote Gaming Service / Հեռահար Խաղերի Կառավարման Բաժին,,"Casino Operations Specialist
Are you GAME to JOIN US and be our new Casino Operations Specialist?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
• Ensure all promotions are implemented accurately and operate seamlessly
• Guarantee that game releases are delivered on schedule and that games   function correctly post-launch
• Maintain and update casino content, including thumbnails, game   descriptions, promotional materials, and organize game categories in the   lobby
• Oversee the onboarding and activation of providers on partner platforms,   ensuring integrations are flawless.
• Manage the activation of individual games on partner platforms without   any disruptions
• Handle and manage any incidents that arise, ensuring timely resolution   and escalation when necessary
• Collaborate with technical teams to identify, troubleshoot, and resolve   casino-related issues efficiently
Requirements
• Strong written and verbal communication skills in English and Russian   languages (additional languages are a plus)
• 1+ years of experience in online casino operations
• Strong analytical and problem-solving skills
• Excellent organizational and multitasking abilities
• Familiarity with online casino platforms, CMS tools, and game providers
• Knowledge of casino games (slots, live casino, etc.), game integration   processes, and casino content management systems (CMS)
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Remote Gaming Service / Հեռահար Խաղերի Կառավարման Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2173-business-data-analyst,Business Data Analyst,SoftConstruct,Yerevan,Business Analytics Department / Բիզնես Վերլուծության Բաժին,,"Business Data Analyst
Are you GAME to JOIN US and be our new Business Data Analyst?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Collect and analyze data from various sources to identify trends, patterns, and insights relevant to business objectives
Develop and maintain interactive dashboards and reports using Power BI to visualize key performance metrics and provide actionable insights
Utilize SQL queries and other data mining techniques to extract, manipulate, and analyze data from various sources
Assist in data cleansing, validation, and transformation to ensure data accuracy and consistency
Assist in the development and implementation of data-driven strategies to optimize business performance
Monitor project progress, identify risks and issues, and proactively address them to ensure successful project delivery
Document analysis methodologies, findings, and recommendations for future reference
Stay updated on industry trends and best practices in data analysis techniques and tools
Carry out other duties assigned by the immediate supervisor, which are in line with the job description and do not contradict the labor code
Requirements
Bachelor’s degree in Business, Computer Science, or a related field
At least 3 years of proven working experience in a similar role
Proficiency in PowerBI for creating reports, dashboards, and visualizations
Strong understanding of SQL for data querying, manipulation, and extraction
Knowledge of data warehousing concepts and methodologies
Analytical mindset with the ability to translate complex data into actionable insights
Strong communication and interpersonal skills, with the ability to collaborate effectively in a team environment
Excellent problem-solving skills and attention to detail
Ability to prioritize tasks and manage time effectively to meet deadlines
Proactive attitude towards learning and self-development in the field of data analysis
Familiarity with statistical analysis and programming languages such as Python or R is an advantage
Prior experience with data analysis tools and techniques is a plus
Knowledge of the
and
Armenian
languages is required
Do you like to learn hard, work hard and play hard
?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions, then we might be a great fit for you.
Department
Business Analytics Department / Բիզնես Վերլուծության Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2171-hr-administration-specialist,HR Administration Specialist,SoftConstruct,Yerevan,HR Administration Department / ՄՌ Ադմինիստրացիայի Բաժին,,"HR Administration Specialist
Are you GAME to JOIN US and be our new HR Administration Specialist ?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Process all types of HR-related tasks and changes in a timely manner (hiring, transfers,   contract extensions, terminations, etc.), as well as vacations and sick leave, in accordance   with the Labor Legislation of the Republic of Armenia
Standardize company employees with orders, contracts, additional agreements, and other   necessary HR documents
Manage and maintain HR documents
Handle HR documents within the framework of the company's centralized HR document   management procedures
Maintain employee personal files in accordance with the standard formats for initial   documents
Request timely submission of necessary documents from company employees to ensure   accurate HR record keeping. In addition, request information to update employee personal   data
Enter relevant information into the employee database and keep all HR databases and the   HՏ Cadre Module up to date
Prepare references regarding the current and former employment of employees based on   requests
Prepare accurate information for external and internal inquiries in timely manner
Manage the company's work time tracking (verify the accuracy of HR-related time tracking   sheets) and provide the sheets to the Payroll Department in a timely manner
Ensure compliance with the norms and requirements of the Labor Legislation of the   Republic of Armenia and other legal acts during HR processing, policy implementation, and   procedures
Knowledge of the new procedure for conducting employment contracts using an electronic   digital system
Carry out other duties assigned by the immediate supervisor that align with the job   description and comply with the labor code
Requirements
Presentation skills to prepare reports based on requests. Proficiency in working with MS office and other relevant tools
Knowledge of Armenian is mandatory; knowledge of any other language is an advantage
Bachelor's degree in Human Resource Management, Business Administration, Management, or a related field
At least 2 years of work experience in Human Resources, preferably in the IT field
Knowledge of personnel management, Armenian Labor Legislation, and other legal documents related to the labor sector
Skills in working with the HՏ Wage Cadre Module
Proficiency in working with specialized databases
Proficiency in Microsoft Office, as well as knowledge of internet network resources and tools
Communication skills and flexibility
Ability to work meticulously and with attention to detail
Time management and interpersonal skills
Constructive thinking and the ability to work in a team
Ability to manage confidential information
Problem-solving skills
Ability to work effectively in a fast-paced, dynamic IT environment
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
HR Administration Department / ՄՌ Ադմինիստրացիայի Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2164-attendance-coordination-specialist,Attendance Coordination Specialist,SoftConstruct,Yerevan,Attendance Coordination team/Հաճախումների համակարգման թիմ,,"Attendance Coordination Specialist
Are you GAME to JOIN US and be our new Attendance Coordinator Specialist?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
• Perform software entries based on assigned tasks such as hires, terminations, vacations,   sick leaves, etc...
• Collaborate with employees regarding attendance-related matters in line with company   policies
• Support the payroll process by providing verified attendance data and resolving   discrepancies
• Work closely with IT teams to maintain and improve attendance tracking systems
• Ensure compliance with labor laws, company policies, and industry regulations related to   work hours and attendance
• On the first working day, register biometric data in the attendance system and issue access   cards to new hires
• Carry out other duties assigned by the immediate supervisor that align with the job   description and comply with the labor code
Requirements
• Proficiency in attendance tracking software and Excel (especially pivot tables, data analysis,   and reporting)
• Strong analytical and problem-solving skills related to attendance issues
• High level of attention to detail and data entry accuracy
• Ability to handle confidential information with professionalism
• Bachelor’s degree in Marketing, Human Resources, Business   Administration, or a related field.
• Excellent verbal and written communication skills for interacting with employees and   management
• Proactive and solution-oriented mindset
• Ability to work independently and manage time effectively
• Strong interpersonal skills and a service-oriented approach to support employees
• Adaptability to work in a fast-paced IT environment
• Fluency in Armenian, Russian, and English
• At least 1 year of experience in attendance management,   workforce coordination, or HR administration preferably in IT   industry
Do you like to learn hard, work hard and play hard
?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Attendance Coordination team/Հաճախումների համակարգման թիմ
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2151-live-casino-product-designer,Live Casino Product Designer,SoftConstruct,Yerevan,Creedroomz,,"Live Casino Product Designer
Description
Requirements
Responsibilities
Nice to have
Working conditions
Department
Creedroomz
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2139-portuguese-speaking-game-presenter-relocation-to-armenia,Portuguese Speaking Game Presenter (Relocation to Armenia),SoftConstruct,Yerevan,CreedRoomz,,"Portuguese Speaking Game Presenter (Relocation to Armenia)
Job responsibilities
Organize and conduct various casino games
Ensure all gaming rules and regulations are followed to maintain fairness and compliance.
Represent the company in a positive manner with an enthusiastic and customer-focused attitude.
Follow company policies and gaming authority regulations to ensure responsible gaming.
Maintain a professional appearance according to company dress code and grooming standards.
Required qualifications
Bachelor's degree will be considered an advantage
Fluent in
Portuguese
(spoken and written)
Good
skills required
High sense of responsibility
Ability to work a flexible schedule within 24 hours (including night shifts, weekends and holidays)
Shifts
08:00-16:00
16:00-00:00
00:00-08:00
After 3 working days, 2 days are off
Benefits
Full relocation assistance (Tickets from Brazil to Yerevan)
Free accommodation
TRC (Work Permit) assistance
Health insurance
Taxi coverage
In house gym
Team building events
Referral bonus
Department
CreedRoomz
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2131-senior-marketing-specialist,Senior Marketing Specialist,SoftConstruct,Yerevan,Marketing & PR Department / Մարքեթինգի և Հասարակայնության Հետ Կապերի Բաժին,,"Senior Marketing Specialist
Are you GAME to JOIN US and be our new Senior Marketing Specialist?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Product Positioning & Messaging
Develop and refine product positioning and messaging to clearly communicate the value of our B2B iGaming solutions
Create differentiated value propositions for various customer segments
Work closely with sales, content, and product teams to ensure consistent messaging across all channels
Go-To-Market (GTM) Strategy & Execution
Lead go-to-market (GTM) strategies for product launches and updates
Work with cross-functional teams to create marketing collateral, sales presentations, and landing pages
Support lead generation through multi-channel campaigns, including digital marketing, email, webinars, and events
Market Research & Competitive Analysis
Conduct in-depth market research to understand customer pain points, industry trends, and competitor strategies
Analyze market data and customer feedback to optimize marketing campaigns and messaging
Stay up to date with iGaming industry regulations, trends, and emerging technologies
Sales Enablement & Content Development
Develop sales enablement materials, including product guides, case studies, and objection-handling documents
Train the sales team on product messaging, competitive positioning, and customer pain points
Create engaging B2B content such as whitepapers, blog posts, and thought leadership articles
Campaign Performance & Optimization
Track and analyze marketing performance metrics (KPIs) such as lead conversion, engagement rates, and ROI
Optimize marketing campaigns using A/B testing and data-driven insights
Work with Google Analytics, HubSpot, CRM tools, and data visualization platforms to measure
Requirements
At least 3 years of experience in product marketing, B2B marketing, or SaaS marketing, preferably in tech industry
Bachelors or Master’s degree in Marketing, Business Administration or related field
Proven track of record in B2B product positioning, messaging, and GTM execution
Experience with marketing automation tools, CRM platforms, and performance tracking software
Knowledge of English and Armenian languages is required
Excellent communication skills, with the ability to translate technical details into compelling marketing content
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Marketing & PR Department / Մարքեթինգի և Հասարակայնության Հետ Կապերի Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2130-accounting-and-reporting-specialist,Accounting and Reporting Specialist,SoftConstruct,Yerevan,Group Finance Directorate / Խմբի Ֆինանսական Տնօրինություն,,"Accounting and Reporting Specialist
Are you GAME to JOIN US and be our new Accounting and Reporting Specialist?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Coordinate accounting functions and programs
Prepare financial analyses and reports
Prepare revenue projections and forecasting expenditure
Assist with preparing and monitoring budgets
Maintain and reconcile balance sheet and general ledger accounts
Assist with annual audit preparations
Investigate and resolve audit findings, account discrepancies and issues of non-compliance
Prepare federal, state, local and special tax returns
Contribute to the development of new or amended accounting systems, programs and procedures
Perform other accounting duties and supporting junior staff as required or assigned
Requirements
Master’s degree in accounting or finance is required
2 + years of accounting experience
Working knowledge of tax laws and accounting standards
Proficiency in English, Russian and Armenian languages is a must
Strong financial analysis skills
Strong communication skills, both written and verbal
Strong organizational and stress management skills
Proficiency in Microsoft Office, particularly with Excel
Do you like to learn hard, work hard and play hard
?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions, then we might be a great fit for you
Department
Group Finance Directorate / Խմբի Ֆինանսական Տնօրինություն
Location
Yerevan"
