source,source_url,job_title,company_name,location,department,posting_date,full_text
softconstruct,https://peopleforce.softconstruct.com/careers/v/2390-talent-acquisition-specialist,Talent Acquisition Specialist,SoftConstruct,Yerevan,HR Department / ՄՌ բաժին,,"Talent Acquisition Specialist
Are you GAME to JOIN US and be our new
Talent Acquisition
Specialist ?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Develop and execute strategic hiring plans to attract top talent in iGaming, Web3, and related industries
Utilize innovative sourcing techniques, including LinkedIn, job boards, referrals, and networking events
Build and maintain a pipeline of qualified candidates for current and future hiring needs
Manage the entire recruitment cycle, from sourcing and screening to interviewing and onboarding
Collaborate with hiring managers to define job requirements and ideal candidate profiles
Conduct initial candidate assessments, interviews, and technical screenings where applicable
Ensure a smooth and positive candidate experience throughout the hiring process
Develop employer branding strategies to position the company as a top employer in the IT, iGaming, and Web3 sectors
Engage with potential candidates through social media, career events, and networking initiatives
Represent the company at industry conferences, career fairs, and online recruitment events
Track recruitment metrics, analyze hiring trends, and optimize recruitment strategies based on data insights
Ensure compliance with employment laws, industry regulations, and company policie
Maintain and update recruitment databases, ATS systems, and candidate records
Requirements
Bachelor's degree in Human Resources, Business Administration, or a related field
At least 3 years of experience in IT recruitment
Proven experience as a Talent Acquisition Specialist or Recruiter in the IT industry
Strong understanding of the iGaming, Web3, blockchain, or fintech sectors
Experience with applicant tracking systems (ATS) and recruitment software
Familiarity with remote and global hiring trends
Ability to manage multiple job openings and prioritize effectively
Experience hiring for technical and non-technical roles
Proficiency in sourcing tools such as LinkedIn Recruiter, Boolean search, and AI-powered recruitment tools
Strong understanding of employment laws and HR best practices
Excellent negotiation and offer management skills
Data-driven mindset with experience in recruitment analytics
Strong interpersonal and communication skills
Proactive and results-oriented approach to recruitment
Ability to work independently and in a fast-paced environment
High adaptability to evolving industry trends and hiring challenges
Knowledge of English and Armenian languages
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
HR Department / ՄՌ բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2389-hr-business-partner,HR Business Partner,SoftConstruct,Yerevan,HR Department / ՄՌ բաժին,,"HR Business Partner
Are you GAME to JOIN US and be our new
HR Business Partner
?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Talent Acquisition & Onboarding
Collaborate with leadership to develop and implement HR strategies that support business growth
Support recruitment efforts by collaborating with hiring managers to identify staffing needs and assist in informing the corresponding parties by opening the related tasks
Ensure a smooth onboarding experience by coordinating with relevant teams to set up workspace essentials for new hires, including desks, chairs, and computers
HR Administration & Compliance
Implement an
onboarding process
to ensure new hires have a seamless transition into the organization regarding the following
Facilitate the signing process for employment-related documents, including job contracts and Non-Disclosure Agreements (NDAs), ensuring compliance with company policies and legal requirement
Ensure new hires complete biometric ID registration for secure access and integrate their credentials into the HR database
Liaise with the L&D Specialist to ensure new employees undergo a structured onboarding session on their first working day, facilitating a smooth integration into the organization
Employee Relations & Performance Management
Check in with new employees during their
first 30-60-90 days
to address concerns and gather feedback
Conduct regular one to one meetings with teams and managers to understand challenges, career aspirations, and areas of improvement
Conduct
exit interviews
, analyze trends, and provide insights to reduce attrition and improve retention
Facilitate constructive feedback sessions to help employees grow and contribute effectively to the business
Drive performance management processes, ensuring alignment with business goals
Discuss yearly annual promotions related to employees with the team leads based on their performance and productivity
Support managers in handling difficult conversations, coaching employees, and addressing performance issues proactively
Drive workforce planning, succession planning, and career development programs based on hiring manager’s needs
Discuss and implement Job descriptions and assist in the opening of related tasks on the corresponding boards related to the hiring process
Manage employee relations, conflict resolution, and grievance handling
Conduct annual employee needs assessment with functional heads
Learning & Development Support
Identify
training and development needs
for teams and collaborate with L&D team to implement relevant programs aligning it with business needs and ability
HR Policies & Strategic Initiatives
Implement and enforce HR policies and procedures to ensure alignment with organizational objectives and analyze HR data to provide insights and recommendations for business improvements
Contribute to HR projects and initiatives that enhance employee engagement and workplace culture
Foster a positive and inclusive workplace culture by implementing employee engagement initiatives, promoting open communication, and supporting diversity and inclusion efforts
HR Data & Reporting
Ensure compliance with labor laws and company policies
Maintain accurate HR records and generate reports related to headcount, turnover, and employee engagement
Leverage HR analytics to support decision-making and strategic workforce planning
Requirements
Bachelor’s or Master’s degree in Human resources, Business administration, or related field
At least 3 years of experience working in HR field particularly in HRBP
Good knowledge of HR practices, labor laws, and compliance requirement
Proficiency in English, Russian and Armenian languages
Previous experience in managing change, workforce planning and talent development
Previous experience working as talent management specialist, or in a relevant position
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
HR Department / ՄՌ բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2385-spine-animator,Spine Animator,SoftConstruct,Yerevan,Choice Gaming Department / Չոյս Գեյմինգ Բաժին,,"Spine Animator
Are you GAME to JOIN US and be our new  Spine Animator?
Choice Gaming is on a search for a new player to join our team.
Responsibilities
Produce high-quality 2D animations that align with project goals and brand guidelines
Animate characters, environments, and visual effects (VFX) in diverse styles ranging from cartoon to semi-realistic
Collaborate closely with illustrators, designers, and developers to ensure cohesive visual execution
Develop and contribute to the overall visual motion style and animation concepts
Export and optimize animations for seamless in-game implementation
Participate in creative brainstorming sessions for new game features and enhancements
Requirements
Minimum 3 years of professional experience in 2D animation, preferably in the slot or casino gaming industry
Proficiency in Spine (Esoteric Software), Adobe After Effects (including plugin usage), and Adobe Photoshop
Strong expertise in character animation, environmental motion, and VFX creation
Ability to work across various animation styles and adapt to different visual directions
Solid understanding of slot/gambling game aesthetics, dynamics, and animation flow
Department
Choice Gaming Department / Չոյս Գեյմինգ Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2382-marketing-manager,Marketing Manager,SoftConstruct,Yerevan,Choice Gaming Department / Չոյս Գեյմինգ Բաժին,,"Marketing Manager
Are you GAME to JOIN US
and be our new Marketing Manager?
Choice Gaming is on a search for a new player to join our team.
Responsibilities
Develop and implement a strategic marketing roadmap to drive business growth and market expansion
Conduct comprehensive market research to identify potential business opportunities, target markets, and customer needs
Drive innovative marketing solutions and new growth initiatives
Identify new business opportunities, partnerships, and markets
Represent the company at expos, conferences, and industry events
Plan and execute marketing campaigns and promotional activities
Collaborate with sales, product, and technical teams
Support lead generation and partner acquisition initiatives
Analyze market trends, competitors, and campaign performance
Requirements
Experience in marketing, preferably in the gaming or IT industry
3+ years of experience in Marketing-related roles
Proven team management experience
Strong communication, negotiation, and presentation skills
Experience with expos, conferences, and industry events is an advantage
Excellent written and verbal communication skills in English Armenian, and Russian
Department
Choice Gaming Department / Չոյս Գեյմինգ Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2380-business-development-executive,Business Development Executive,SoftConstruct,Yerevan,Choice Gaming Department / Չոյս Գեյմինգ Բաժին,,"Business Development Executive
Are you GAME to JOIN US
and be our new Business Development Executive?
Choice Gaming is on a search for a new player to join our team.
Responsibilities
Identify new business opportunities and prepare sales strategies and proposals
Manage and conduct analysis of market trends and competition
Analyze information and develop recommendations for new initiatives, alliances and partnerships
Negotiate deals with partners
Seek actively for new business
Collaborate with internal departments
Communicate and report to management and leadership team through weekly update meetings
Requirements
Bachelor’s degree in Business Administration, Marketing, or any related field
At least one year of experience in the business development in the gaming industry on international level
Professional knowledge of English is a must (written and verbal)
Advanced knowledge in MS office
The ability to work effectively and cross-functionally with all levels of management in a high-pressure environment, both internally and externally
Knowledge of the iGaming industry structure and legal framework
Excellent communication, organizational, and presentation skills
Hard working, detailed and result oriented
Open to travel for business meetings and expos worldwide
Department
Choice Gaming Department / Չոյս Գեյմինգ Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2379-project-manager,Project Manager,SoftConstruct,Yerevan,Choice Gaming Department / Չոյս Գեյմինգ Բաժին,,"Project Manager
Are you GAME to JOIN US
and be our new Project Manager?
Choice Gaming is  looking for a Project Manager to join our team.
Job Responsibilities
Plan, coordinate, and manage technical projects from initiation through delivery
Work closely with software development, IT, infrastructure, and product teams to define project requirements and deliverables
Create and maintain detailed project plans, schedules, and budgets
Monitor project progress, manage risks, and resolve issues to ensure successful delivery
Coordinate tasks across multiple teams and ensure smooth collaboration among technical and non-technical stakeholders
Ensure project outputs meet technical standards, business requirements, and quality expectations
Report project status regularly to project stakeholders and management
Carry out other duties assigned by the immediate supervisor, which are in line with the job description
Requirements
Good understanding of technical environments, software development processes, and IT systems
Ability to manage multiple technical projects simultaneously
Knowledge of project management methodologies (Agile, Scrum, Waterfall, PMP exam preparation course)
Base understanding of software development processes, IT systems, and infrastructure environments
Fluency in Armenian, English and Russian, both written and verbal
Department
Choice Gaming Department / Չոյս Գեյմինգ Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2378-game-developer-javascript,Game Developer (JavaScript),SoftConstruct,Yerevan,Choice Gaming Department / Չոյս Գեյմինգ Բաժին,,"Game Developer (JavaScript)
Choice Gaming is on a search for a new Game Developer to join our team.
Responsibilities
Develop and maintain high-quality JavaScript (ES6+) applications
Implement interactive features and animations for web-based projects
Write clean, efficient, and maintainable code
Optimize applications for performance across desktop and mobile devices Collaborate closely with designers to accurately implement UI and interactive behavior
Develop interactive graphics and animations using the HTML5 Canvas API
Requirements
3+ years of experience in game development
Strong knowledge of JavaScript (ES6+)
Mandatory knowledge of HTML and CSS
Experience with modern frontend development concepts
Strong problem-solving skills and attention to detail
Knowledge or hands-on experience with
PixiJS
is a plus
Department
Choice Gaming Department / Չոյս Գեյմինգ Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2377-html5-game-developer-pixijs,HTML5 Game Developer (PixiJS),SoftConstruct,Yerevan,Choice Gaming Department / Չոյս Գեյմինգ Բաժին,,"HTML5 Game Developer (PixiJS)
Choice Gaming is on a search for a new Game Developer to join our team.
Responsibilities
Develop 2D animations and interactive scenes using PixiJS
Write clean, efficient, and maintainable JavaScript (ES6+) code
Implement motion graphics and visual effects
Work with sprites, textures, and animations
Optimize performance for desktop and mobile devices
Collaborate with designers, product managers  and QA teams to deliver high-quality interactive experiences
Improve existing animations and interactions
Requirements
At least 1 year of  experience in game development
Good knowledge of JavaScript (ES6+)
Hands-on experience with PixiJS & solid understanding of Canvas rendering concepts
Understanding of 2D graphics and animations
Basic knowledge of HTML and CSS
Experience with animation tools (GSAP is a plus)
Ability to follow design files and animation guidelines
Strong attention to detail and good problem-solving skills
Department
Choice Gaming Department / Չոյս Գեյմինգ Բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2374-b2b-support-specialist,B2B Support Specialist,SoftConstruct,Yerevan,Pascal Gaming / Պասկալ Գեյմինգ,,"B2B Support Specialist
Are you GAME to JOIN US
and be our new B2B Support Specialist for Pascal Gaming?
SoftConstruct is on a search for a new player to join our team.
This is a full-time position with a mixed shift working schedule.
Working hours : 3 shifts
1. 08:30 - 16:30
2. 16:30 - 12:30
3. 12:30 - 08:30
Responsibilities
Act as the primary point of contact for B2B clients within the iGaming and gambling industry
Provide technical and operational support to partner companies via email, chat, and phone
Troubleshoot issues related to software, integrations, player management, and system functionalities
Escalate complex problems to relevant internal departments and follow up on resolutions
Monitor client accounts and proactively resolve potential issues
Collaborate with product, tech, and account management teams to ensure client satisfaction
Maintain accurate documentation and update support ticket systems
Participate in onboarding and training processes for new B2B partners
Carry out other duties assigned by the immediate supervisor that align with the job description and comply with the labor code
Requirements
Bachelor’s degree in Information Technologies, Business Administration, or a related field
At least 1 year of experience in a customer support or technical support role in the IT industry
Strong understanding of IT systems, B2B platforms, and project management tools
Knowledge of B2B support workflows and CRM/ticketing systems
Basic understanding of APIs, software integrations, and troubleshooting practices
Familiarity with online gaming or betting platforms is a big advantage
Knowledge of English and Armenian is required
Excellent communication and interpersonal skills
Ability to work in different shifts
Problem-solving attitude with attention to detail
Strong organizational and time management abilities
Team player with a customer-centric mindset
Do you like to learn hard, work hard, and play hard
?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions, then we might be a great fit for you.
Department
Pascal Gaming / Պասկալ Գեյմինգ
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2372-deputy-head-of-rights-and-content-department,Deputy Head of Rights and Content Department,SoftConstruct,Yerevan,FeedConstruct / Ֆիդկոսնտրակտ,,"Deputy Head of Rights and Content Department
FeedConstruct is on a search for
Deputy Head of Rights and Content Department.
Responsibilities
Agreements & Legal Coordination
• Serve as the key liaison between the Rights & Content and Legal teams for new partnerships, contract renewals, and terminations
• Support in reviewing, revising, and finalizing agreements to align with business and legal standards
• Maintain a structured record of agreement terms, obligations, and key dates
Content & Rights Management
• Identify and evaluate available sports content rights for acquisition through market research, competitor analysis, and industry monitoring
• Monitor and report on ongoing negotiations and provide strategic recommendations to the Head of Department
• Collaborate with content analysts to assess the attractiveness, uniqueness, and commercial value of rights opportunities
• Create targeted content analysis and forecasts, working with the Business Development team to identify opportunities, support negotiations, and inform strategic planning
Workflow & Operational Optimization
• Design, implement, and refine departmental workflows and processes to increase efficiency, ensure compliance, and support scalability
• Oversee the coordination of operational tasks, ensuring effective collaboration between Rights & Content and departments such as Streaming, Scouting, Monitoring, and Legal
• Manage incoming reports from internal teams regarding match issues, disruptions, or technical problems
• Draft and dispatch communications to partners regarding content-related issues, ensuring timely and professional resolution
• Maintain a proactive approach to identifying workflow bottlenecks and proposing solutions
Strategic & Leadership Support
• Provide the Head of Rights & Content with regular updates, performance metrics, and strategic insights to support decision-making
• Represent the department in internal meetings, negotiations, and interdepartmental discussions when needed
• Mentor junior team members, promoting a high-performance, collaborative, and accountable team culture
Carry out other duties assigned by the immediate supervisor that align with the job description and comply with the labor code
Requirements
Bachelor’s degree in Business Administration, Law, Sports Management, or a related field (Master’s degree is a plus
At least 3-5 years of experience in content management, sports rights acquisition, or a related field, preferably within the sports media industry
Fluency in English and Armenian languages
Knowledge of the sports media and betting rights industry, including legal and operational aspects of content licensing
Excellent organizational, analytical, and communication skills
Demonstrated ability to manage multiple stakeholders, coordinate across departments and lead operational processes effectively
Proficient in Microsoft Office Suite; familiarity with project management, contract, or rights tracking systems is advantageous
Familiarity with digital content distribution platforms and content management systems
Strong negotiation and contract management skills
Leadership skills, with the ability to motivate and guide a team
Highly organized and detail-oriented
Adaptability and flexibility in a dynamic and evolving industry
Passionate about sports and content innovation, with a focus on staying ahead of industry trends
Department
FeedConstruct / Ֆիդկոսնտրակտ
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2364-head-of-international-accounting-department,Head of International Accounting Department,SoftConstruct,Yerevan,Finance Directorate/ Ֆինանսական Տնօրինություն,,"Head of International Accounting Department
Are you GAME to JOIN US and be our new
Head of International Accounting Department?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Lead the preparation of consolidated financial statements in strict accordance with
IFRS
Own the group-wide month-end, quarter-end, and year-end close. You will manage the ""Flash"" reporting cycle and ensure all international subsidiaries meet the
[X]-day
closing deadline
Transition the department from manual transaction postings to
automated ""touchless"" accounting
Implement and oversee
Automated Reconciliations
(Bank, Intercompany, and GL) to shrink the closing cycle
Design logic for
automated accruals and deferrals
within the ERP to eliminate repetitive manual journals
Standardize accounting workflows across international entities to improve efficiency and reduce closing cycles
Mentor and lead a diverse, remote/local accounting team, fostering a culture of precision and professional growth
Serve as the primary point of contact for external/internal auditors; oversee the timely filing of statutory accounts across all global jurisdictions
Requirements
Bachelor’s degree in Accounting or Finance;
ACCA or CA
certification is mandatory
Minimum of 10 years in a senior role with proven expertise in
multi-entity consolidation
and intercompany eliminations
Deep technical knowledge of the IFRS framework, including recent
2025/2026 updates
regarding financial instrument measurement and annual improvements (Volume 11)
Proficiency in global ERP systems
Exceptional command of English (additional languages are a plus) and the ability to communicate complex financial data to non-financial stakeholders
A proactive problem-solver who thrives in a fast-paced, cross-border environment
Expert proficiency in
ERP systems
and advanced
BI reporting tools
(PowerBI)
Department
Finance Directorate/ Ֆինանսական Տնօրինություն
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2363-middle-php-pure-developer,Middle PHP (Pure) Developer,SoftConstruct,Yerevan,Affiliate / Աֆֆիլիեյթ,,"Middle PHP (Pure) Developer
Are you GAME to
JOIN US and be our new Middle PHP (Pure) Developer?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Architect, develop, and maintain complex PHP applications with an emphasis on scalability and maintainability
Design and implement RESTful APIs consumed by frontend or external services
Apply advanced OOP principles and design patterns (e.g., Dependency Injection, Repository, Factory)
Profile and optimize PHP code performance, memory usage, and database interactions
Write comprehensive unit, integration, and functional tests to ensure code quality
Participate in technical design reviews and propose architectural improvements
Automate deployment pipelines and contribute to DevOps best practices
Mentor junior developers and provide guidance through code reviews
Requirements
Bachelor's degree in Computer Science, Engineering, or a related field
3+ years of professional experience as a PHP backend developer or similar role
Strong command of PHP 7/8+ features, including type declarations, generators, and attributes
Proven experience with relational databases (MySQL, PostgreSQL) and NoSQL systems (Redis, MongoDB)
Proficiency in designing and consuming RESTful services with JSON or XML
Solid understanding of software architecture principles (SOLID, DRY, KISS)
Experience with modern PHP testing frameworks (PHPUnit, Behat)
Familiarity with containerization (Docker) and CI/CD tools (Jenkins, GitLab CI)
Knowledge of caching strategies, load balancing, and queue systems (RabbitMQ, Redis queues)
Department
Affiliate / Աֆֆիլիեյթ
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2362-motion-designer-2d-specialist,Motion Designer (2D Specialist),SoftConstruct,Yerevan,Popok Department / Պոպոկ բաժին,,"Motion Designer (2D Specialist)
Are you GAME to
JOIN US and be our new 2D Motion Designer?
PopOK is on a search for a new player to join our team.
Responsibilities
Design and produce high-quality motion graphics for a variety of content, including product videos, promotional campaigns, explainer animations, logo animations, social media content, and in-game visuals
Collaborate with designers, illustrators, video editors, copywriters and marketers to bring stories and brand messaging to life through animation
Translate creative briefs into visually engaging motion sequences and animated compositions using a mix of 2D assets. Working on 3D assets is a plus
If required, create storyboards, style frames and animation tests to communicate ideas and motion direction
Animate typography, UI elements, icons, logos and transitions based on project goals and audience
Ensure the final outputs are  optimized for delivery across various digital platforms and maintain brand consistency
Keep up with animation trends, motion design tools and visual techniques to push creative boundaries and improve production workflows
Requirements
Bachelor’s degree in Motion Design, Animation, Visual Communication, Multimedia Arts or a related creative field
2–4 years of experience in motion graphic design, preferably within tech & gaming industries
Strong proficiency in Adobe After Effects, Illustrator, and Photoshop; experience with Premiere Pro, Cinema 4D, or Blender is a plus
Solid understanding of animation principles, timing, easing and composition
Experience with storyboarding and creating smooth, professional-grade motion graphics for product and brand communication
Ability to manage multiple projects simultaneously while meeting tight deadlines
Strong sense of design, typography, rhythm and attention to detail in animation
Good communication skills and a collaborative mindset within a creative team environment
Department
Popok Department / Պոպոկ բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2360-senior-php-pure-developer,Senior PHP (Pure) Developer,SoftConstruct,Yerevan,Affiliate / Աֆֆիլիեյթ,,"Senior PHP (Pure) Developer
Are you GAME to
JOIN US and be our new Senior PHP (Pure) Developer?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
Lead the development and architecture of backend components and REST APIs using pure PHP
Ensure the performance, scalability, and security of the backend systems
Write modular, maintainable, and testable code following modern development practices
Collaborate with cross-functional teams to define, design, and ship new features
Design efficient database structures and optimize complex SQL queries
Perform regular code reviews, provide technical mentorship, and drive best practices across the team
Troubleshoot, debug, and upgrade existing systems and ensure long-term code health
Identify opportunities for technical improvements and contribute to system refactoring and technical strategy
Requirements
Bachelor's degree in Computer Science, Engineering, or a related field, or equivalent practical experience
5+ years of professional experience in backend development using PHP with proven contributions to production systems
Professional experience in backend development using PHP, with a strong emphasis on pure/custom solutions
Excellent understanding of OOP, design patterns, and software architecture principles (MVC, SOLID, layered architecture)
Experience designing and maintaining RESTful APIs and handling API versioning, error responses, and security concerns
Advanced knowledge of MySQL or PostgreSQL, including performance tuning, complex joins, indexing, and migrations
Familiarity with Docker, Git, and CI/CD pipelines
Comfortable working in Linux-based environments and performing basic server configurations
Familiarity with caching mechanisms (Redis or Memcached) is a plus
Knowledge of frontend interaction and integration (e.g., JSON APIs, CORS, AJAX) is beneficial
Department
Affiliate / Աֆֆիլիեյթ
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2359-game-developer-javascript,Game Developer (JavaScript),SoftConstruct,Yerevan,Popok Department / Պոպոկ բաժին,,"Game Developer (JavaScript)
PopOK is on a search for a new Game Developer to join our team.
Responsibilities
Develop and maintain high-quality JavaScript (ES6+) applications
Implement interactive features and animations for web-based projects
Write clean, efficient, and maintainable code
Optimize applications for performance across desktop and mobile devices Collaborate closely with designers to accurately implement UI and interactive behavior
Develop interactive graphics and animations using the HTML5 Canvas API
Requirements
3+ years of experience in game development
Strong knowledge of JavaScript (ES6+)
Mandatory knowledge of HTML and CSS
Experience with modern frontend development concepts
Strong problem-solving skills and attention to detail
Knowledge or hands-on experience with
PixiJS
is a plus
Department
Popok Department / Պոպոկ բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2358-html5-game-developer-pixijs,HTML5 Game Developer (PixiJS),SoftConstruct,Yerevan,Popok Department / Պոպոկ բաժին,,"HTML5 Game Developer (PixiJS)
PopOK is on a search for a new Game Developer to join our team.
Responsibilities
Develop 2D animations and interactive scenes using PixiJS
Write clean, efficient, and maintainable JavaScript (ES6+) code
Implement motion graphics and visual effects
Work with sprites, textures, and animations
Optimize performance for desktop and mobile devices
Collaborate with designers, product managers  and QA teams to deliver high-quality interactive experiences
Improve existing animations and interactions
Requirements
At least 1 year of  experience in game development
Good knowledge of JavaScript (ES6+)
Hands-on experience with PixiJS & solid understanding of Canvas rendering concepts
Understanding of 2D graphics and animations
Basic knowledge of HTML and CSS
Experience with animation tools (GSAP is a plus)
Ability to follow design files and animation guidelines
Strong attention to detail and good problem-solving skills
Department
Popok Department / Պոպոկ բաժին
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2352-senior-power-bi-developer,Senior Power BI Developer,SoftConstruct,Yerevan,Group Finance Directorate / Ընկերությունների խմբի ֆինանսական տնօրինություն,,"Senior Power BI Developer
Description
The Management Reporting & Financial Analysis team is expanding to enhance the organization's data-driven decision-making capabilities. This role centers on the architecture of robust finance semantic models and the design of high-impact executive dashboards. The position offers an opportunity to bridge technical data engineering with financial storytelling, ensuring accuracy, performance, and usability in monthly reporting cycles.
Requirements
Deep understanding of evaluation contexts, context transition, and calculation groups. Ability to write performant code for large datasets.
3+ years of experience in modeling financial statements (P&L, Balance Sheet, Cash Flow) and handling complexities like parent-child hierarchies and multi-entity consolidations.
Strong command of Power Query (M Language) for data transformation and cleaning.
Track record demonstrating the ability to translate abstract business questions into clear, actionable visualizations.
Responsibilities
Semantic model architecture: Design and maintenance of scalable Power BI datasets using best-practice dimensional modeling (Star Schema) to support self-service analytics.
Advanced DAX development: Creation of optimized DAX measures to handle complex financial logic, including variance analysis, time intelligence, cohort analysis,  currency conversion, etc.
Report user experience (UX): implementation of advanced navigation features such as drill-throughs, custom tooltips, bookmarks, and field parameters to create intuitive user journeys.
Performance optimization: Oversight of model performance, including aggregation strategies and reducing render times for high-volume reports.
Governance & security: Design and management of enterprise-grade security models, including dynamic Row-Level Security (RLS) for sensitive financial data.
Department
Group Finance Directorate / Ընկերությունների խմբի ֆինանսական տնօրինություն
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2351-finance-data-engineer-automation,Finance Data Engineer (Automation),SoftConstruct,Yerevan,Group Finance Directorate / Ընկերությունների խմբի ֆինանսական տնօրինություն,,"Finance Data Engineer (Automation)
Description
We’re expanding our Management Reporting & Financial Analysis team and need a builder to automate finance reporting pipelines. You will work on real production datasets, design ETL logic, integrate APIs and databases, and ship reliable outputs that drive leadership reporting. The mission is to automate management reporting data pipelines, reducing manual work and improving data quality and speed.
Requirements
Advanced skills in Python for data processing, ability to write clean, modular, and reusable code. Experience with Pandas is required; familiarity with Polars is a plus.
3+ years of experience building automated reporting systems or data products.
Strong SQL skills ( joins, window functions, CTEs) and understanding of performance optimization.
Experience in working with APIs, handling pagination and authentication.
Understanding of financial reporting concepts (like reconciliation, general ledgers, and dimensional modeling).
Responsibilities
Pipeline Architecture: Build and maintain scalable Python ETL pipelines for core financial datasets (Actuals, Budgets, Headcount, Allocations).
Data Integration: Design strategies to extract data from various APIs and databases, implementing incremental loads and efficient warehousing logic.
Transformation & Modeling: utilize Numpy, Pandas or Polars to transform raw logs into clean, documented, and modeling-ready datasets for Power BI.
Data Quality Assurance: Engineer automated quality checks (reconciliation logic, mapping validation, anomaly detection) to ensure trust in the numbers.
Operational Excellence: Own the deployment routines, including scheduling, logging, error handling, and retry mechanisms.
Governance: Maintain and version-control mapping tables and business logic to ensure full auditability of financial flows.
Department
Group Finance Directorate / Ընկերությունների խմբի ֆինանսական տնօրինություն
Location
Yerevan"
softconstruct,https://peopleforce.softconstruct.com/careers/v/2350-deputy-head-of-legal-department,Deputy Head of Legal Department,SoftConstruct,Yerevan,Legal Department / Իրավաբանական բաժին,,"Deputy Head of Legal Department
Are you GAME to JOIN US and be our new Deputy Head of Legal Department?
SoftConstruct is on a search for a new player to join our team.
Responsibilities
• Assist in developing and implementing legal strategies that align with the company’s   business objectives
• Provide legal support and strategic advice to various departments on Armenian laws and   regulatory matters
• Identify and mitigate legal risks related to business operations and corporate governance
• Stay updated on changes in Armenian legislation and ensure compliance across the   organization
• Oversee the drafting, negotiation, and review of contracts, agreements, and legal   documents to ensure compliance with Armenian law
• Assist in managing corporate governance matters, ensuring alignment with legal and   regulatory requirements
• Support the implementation of internal legal policies and compliance frameworks
• Conduct legal risk assessments and propose mitigation strategies
• Represent the company in regulatory matters, liaising with government authorities, legal   advisors, and external stakeholders
• Manage legal disputes, litigation, and arbitration cases in collaboration with external legal   counsel
• Ensure the protection of intellectual property rights, including trademarks and copyrights
• Assist in handling regulatory audits and investigations
• Oversee the implementation of judicial and extrajudicial processes to protect the company’s   interests
• Coordinate compliance with gaming-related legislative requirements and facilitate   regulatory amendments
• Support the Head of Legal Department in managing the legal team, providing leadership   and mentorship
• Assist in training and developing legal staff to enhance their professional skills and legal   expertise
• Ensure the efficiency of legal operations and contribute to process improvements within the   legal department
• Carry out other duties assigned by the immediate supervisor that align with the job description and comply with the labor code
Requirements
• Strong expertise in Armenian corporate, business, and contract law
• Master’s degree in Law (licensed to practice in Armenia)
• Minimum 5 years of legal experience
• At least 2 years in a managerial or senior legal role
• Experience in risk management, regulatory compliance, and dispute resolution
• Ability to support business operations with legal guidance while ensuring compliance
• Strong leadership and communication skills, with experience managing legal teams
• Fluency in Armenian and Russian; proficiency in English is an advantage
• Excellent negotiation, analytical, and problem-solving abilities
• Ability to work under pressure and manage multiple legal matters effectively
Do you like to learn hard, work hard and play hard?
Do you imagine better things, technologies, future?
If you answered “Yes” to at least two of these questions then we might be a great fit for you.
Department
Legal Department / Իրավաբանական բաժին
Location
Yerevan"
