course_id,university,program_name,program_code,degree_level,course_code,course_name,course_name_original,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,source_language,notes
494,Yerevan State University,Information Systems Management,061104.04.7,Master,1604,German-1,Գերմաներեն-1,3.0,General,1.0,"· հարստացնել ուսանողների բառապաշարը, · խորացնել և հնարավորինս կատարելագործել լեզվական բոլոր հմտությունները (կարդալ-հասկանալ-վերարտադրել, լսել-հասկանալ-վերարտադրել, խոսել, գրել), · ձևավորել գերմաներենով հաղորդակցվելու կարողություններն և ունակությունները: · խորացնել մասնագիտական լեզվի բառապաշարի, քերականական և ոճաբանական յուրահատկությունների վերաբերյալ գիտելիքները, . զարգացնել մասնագիտական հարցերի շուրջ քննարկելու և բանավիճելու կարողությունը: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. կազմել մենախոսական և երկխոսական մասնագիտական և ընդհանուր հաղորդակցական տեքստեր ճիշտ հնչերանգով, 2. տարբերել մայրենի և ուսումնասիրվող օտար լեզվի անհամապատասխանությունները, հասկանալ երկու լեզուներում դրանց փոխադրման միջոցները, 3. ճիշտ օգտագործել ուսումնասիրվող լեզվի ժողովրդի մշակույթին բնորոշ հաղորդակցման, բարեկիրթ խոսքի կաղապարներն ու վարքի նորմերը, 4. ճիշտ օգտագործել ուսումնասիրվող լեզվի բառակազմական հիմնական կաղապարների ու միջոցների գործածման ձևերը, 5. տարորոշել մասնագիտական բառապաշարի բոլոր շերտերը՝ դրանց ճշգրիտ գործածության նպատակդրմամբ, 6. ներկայացնել և մեկնաբանել մասնագիտական տեսակետներ ու փաստարկներ, ձևակերպել, շարադրել, հիմնավորել անձնական կարծիքը, քննարկել, բանավիճել մասնագիտական հարցերի արդի հիմնախնդիրների շուրջ: բ. գործնական մասնագիտական կարողություններ 7. իրականացնել մասնագիտական տեքստերի իմաստային, կառուցվածքային և ոճական վերլուծություն և թարգմանություն, 8. տեքստի ունկնդրման կամ ընթերցման ընթացքում գրառումներ կատարել հետագայում գրավոր խոսքում օգտագործելու նպատակով՝ տրամաբանորեն և հստակ կառուցելով շարադրանքը, 9. բանավոր կապակցված խոսք կառուցել նկարագրելով երևույթներ, իրադարձություններ, հիմնավորելով իր տեսակետը, 10. վերլուծել մասնագիտությանն առնչվող թեմաներ: գ. ընդհանրական/փոխանցելի կարողություններ 11. արդյունավետ օգտվել տեղեկատվական տարբեր աղբյուրներից (ներառյալ ինտերնետային) տեղեկատվություն քաղելու, քննադատաբար վերլուծելու և ներկայացնելու նպատակով: 12. գիտակցել օտար լեզվի իմացության կարևորությունը ուսման, ինքնակրթության ու ինքնակատարելագործման մեջ, կիրառության արդյունավետությունը առօրյա կյանքում և միջանձնային ու միջմշակութային հաղորդակցման մեջ և ձգտի հարստացնել իր իմացությունը: 13. Դասընթացի հաջող ավարտին ուսանողի գիտելիքները և կարողությունները պետք է համապատասխանեն Լեզուների իմացության/ իրազեկության համաեվրոպական համակարգի (CEFR-ի) A2-B1 մակարդակին: | Bibliography: DaF kompakt neu A1 - B1. Klett Verlag Stuttgart, 2016. Gabrieljan J. u. a., Praktische deutsche Grammatik, Jerewan, 2017. | Main sections: · Քերականություն. հիմնական ձևաբանական և շարահյուսական կառույցներն ու տիպերը, նրանց առանձնահատկությունները խոսքում և մասնագիտական ոլորտում: · Տվյալ ոլորտի մասնագիտական լեզվի բառապաշարային, քերականական և ոճաբանական յուրահատկությունները: . Մասնագիտական տեքստերի վերլուծությունը և դրանց իրացումը գերմաներենով /գրավոր ու բանավոր/:",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
495,Yerevan State University,Information Systems Management,061104.04.7,Master,1705,Russian-1,Ռուսերեն-1,3.0,General,1.0,"· զարգացնել ուսանողների լեզվական հմտությունները և հաղորդակցական կարողությունները լեզվական գործունեության բոլոր ոլորտներում · ապահովել արդեն ձեոք բերած լեզվական գիտելիքների և հմտությունների կիրառումը մասնագիտական նպատակներով . ընդլայնել մասնագիտական լեզվի բառապաշարը, խորացնել գիտելիքները մասնագիտական լեզվի ձևաբանական, շարահյուսական և ոճաբանական առանձնահատկությունների վերաբերյալ | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. ցուցաբերել մասնագիտական լեզվի բառապաշարի խորացված իմացություն 2. սահմանել լեզվի գիտական ոճի ձևաբանական և շարահյուսական առանձնահատկությ ունները 3. ներկայացնել մասնագիտական տեքստերի վերլուծության տարբեր ձևերը 4. դրսևորել մասնագիտական տեքստի պլաններ, ամփոփագրեր կազմելու սկզբունքների իմացություն բ. գործնական մասնագիտական կարողություններ 5. վերլուծել ունկնդրած/կարդացած մասնագիտական տեքստը՝ տարանջատելով հիմնական բովանդակությունը երկրորդականից, ինքնուրույն կազմել տեքստ մասնագիտական թեմայով 6· տիրապետել մասնագիտական տեքստի թարգմանության հմտություններին 7· կիրառել մասնագիտական տեքստի հետ աշխատելու հնարքներ՝ տեքստի համառոտ և ընդարձակ նկարագրում, տարբեր տեսակի պլանների կազմում 8· կազմել մասնագիտական թեմաներով ռեֆերատաներ, զեկույցներ, գիտական տեքստերի ամփոփագրեր գ. ընդհանրական/փոխանցելի կարողություններ 9. ընդարձակել տեղեկատվություն ստանալու հնարավորությունները ռուսալեզու աղբյուրներից 10. քննարկել և վերլուծել մասնագիտական խնդիրներր ռուսերենով | Bibliography: Амиантова Э.И. Лексика русского языка. Сборник упражнений. Москва, Наука, 2006 Аникина М.А. Синтаксис сложноподчиненного предложения, Москва, Русский язык, 2000 Балыхина Т.М. Формы работы над учебным текстом по специальности// Методические рекомендации к обучению учебно-профессиональному общению студентов-иностранцев и специалистов в вузах нефилологического профиля, Донецк, 1990 Демидова А.К. Пособие по русскому языку. Научный стиль речи. Оформление научной работы, Москва, Русский язык, 1991 Ласкарева Е.Р. Чистая грамматика, СПБ, Златоуст, 2006 Хавронина С.А, Клобукова Л.П, Михалкина И.В. Курс для деловых людей, Москва, ПАИМС, 1993 | Main sections: · Ընդհանուր գիտական և նեղ մասնագիտական տերմինաբանության առանձնահատկությունները · Գիտական ոճի ձեաբանական առանձնահատկությունները · Գիտական ոճին հատուկ շարահյուսական կառուցվածքները · Տարբեր իմաստային կապերի արտահայտման միջոցները գիտական տեքստում · Մասնագիտական տեքստի համառոտ և րնդարձակ ներկայացում · Գիտական ոճի ժանրեր՝ ռեֆերատ, զեկուցում, հոդված, ամփոփագիր . Ռեֆերատների, զեկուցումների, ամփոփագրերի շարադրման սկզբունքները",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
496,Yerevan State University,Information Systems Management,061104.04.7,Master,1608,French-1,Ֆրանսերեն-1,3.0,General,1.0,"· զարգացնել գիտական տեքստերի ընկալման և մեկնաբանման ունակությունները, · ծանոթացնել գիտական ֆրանսերենի տարբեր մակարդակներում (հնչյունական - հնչերանգային, բառային, ձևաբանական-շարահյուսական, ոճական) դրսևորվող առանձնահատկություններին, . զարգացնել գիտական հաղորդակցման կարողություններ: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. քննարկելու գիտական տարաբնույթ տեքստերի լեզվաոճական և կառուցվածքային առանձնահատկությունները, 2. մեկնաբանելու լեզվաբանական տերմինաբանությանն առնչվող տարբեր խնդիրներ: բ. գործնական մասնագիտական կարողություններ 3. կատարելու գիտական տեքստերի հաղորդակցական ներուժի վերլուծություն, 4. գործնականում կատարելու տարբեր գիտական տեքստերի ֆրանսերենից հայերեն և հայերենից ֆրանսերեն թարգմանություններ՝ այդ տեքստերի թարգմանության համարժեքության սկզբունքներին համապատասխան: գ. ընդհանրական/փոխանցելի կարողություններ 5. օգտվելու տեղեկատվության տարատեսակ աղբյուրներից (ինտերնետային ռեսուրսներ, գիտական հոդվածներ և այլն), 6. ձեռքբերված գիտելիքները կիրառելու նաև այլ՝ հարակից գիտակարգերի շրջանակներում կատարվելիք ուսումնասիրություններում: | Bibliography: Parizet, M.L., E. Grandef, M. Corsain Collection activités pour le cadre commun. Activités pour le cadre européen commun de référence. B. 1. ClE International, 2006. Boulares, M., J.L. Frerot Grammaire progressive du francais Niveau avancé. ClE International, 2004. | Main sections: 1. Գիտական ոճ (բնորոշ գծերը, ժանրային առանձնահատկությունները, ենթաոճերը: 2. Գիտական ֆրանսերենի ձևաբանական-շարահյուսական առանձնահատկությունները: 3. Գիտական լեզվի նորմայի օրինաչափությունները: 4. Բառապաշարի դասակարգման հիմնական սկզբունքները ֆրանսերենում: 5. Բառապաշարի հարստացման հիմնական ուղիները: 6. Տարաբնույթ տեքստերի գիտական շարադրանքի լեզվաոճական առանձնա­հատկությունների քննություն: 7. Դարձվածքի մեկնաբանությունները ֆրանսիական աղբյուրներում: 8. Դարձվածքը որպես ժողովրդի լեզվամտածողության առանձնահատուկ տարր:",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
497,Yerevan State University,Information Systems Management,061104.04.7,Master,1602,English-2,Անգլերեն-2,3.0,General,2.0,"· ամբողջացնել նախորդ մոդուլի օգնությամբ ձեռք բերած գիտելիքները, · ծանոթացնել օտար լեզվի իմացության ստուգման և գնահատման պահանջներին, · ներկայացնել լեզվի իմացության համաեվրոպական չափանիշները և ծանոթացնել թեստավորման հիմանական սկզբունքներին, · ներկայացնել լեզվի թեստավորման հիմնական ռազմավարությունը և մարտավարությունը: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1.ցուցաբերել օտար լեզվի իմացություն միջազգային չափորոշիչներին համապատասխան (B2-C1), 2. նկարագրել միջազգային թեստավորման և գնահատման սկզբունքները և պահանջները: բ. գործնական մասնագիտական կարողություններ 3. գործնականում կատարել թեստային աշխատանքներ` կազմված համաեվրոպական չափանիշների B2-C1 մակարակին համապատասխան, 4. արտահայտել մասնագիտական (ակադեմիական) գիտելիքները գրավոր և բանավոր խոսքով: գ. ընդհանրական/փոխանցելի կարողություններ 5. արդյունավետ կիրառել համակարգչային հմտությունները | Bibliography: Debora Philips “ Longman Preparation Course for the TOEFL IBT” Longman 2007 Bruce Rogers “ The Complete Guide for TOEFL IBT Test Preparation”, Thomson 2007 Boston Educational Services “Official ITEP Preparation Guide”, Create Space Independent Publishing Platform 2014 ETS “The Official Guide to the TOEFL Testing”, McGraw-Hill Education 2012 Pauline Cullen “The Official Cambridge Guide to IELTS”, Cambridge English 2014, Kaplan “IELTS Premier”, Kaplan Publishing 2016 | Main sections: 1. օտար լեզվի իմացության միջազգային թեստավորման յուրահատկությունները, 2. լեզվի իմացության համաեվրոպական չափանիշները (CEFR) և թեստավորման հիմանական սկզբունքները, 3. լեզվի թեստավորման հիմնական ռազմավարությունը և մարտավարությունը, 4. միջազգային թեստերի (TOEFL, IELTS, ITEP) առանձնահատկությունները:",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
498,Yerevan State University,Information Systems Management,061104.04.7,Master,1604,German-2,Գերմաներեն-2,3.0,General,2.0,"· հարստացնել ուսանողների բառապաշարը, · խորացնել և հնարավորինս կատարելագործել լեզվական բոլոր հմտությունները (կարդալ-հասկանալ-վերարտադրել, լսել-հասկանալ-վերարտադրել, խոսել, գրել), · ձևավորել գերմաներենով հաղորդակցվելու կարողություններն և ունակությունները: · խորացնել մասնագիտական լեզվի բառապաշարի, քերականական և ոճաբանական յուրահատկությունների վերաբերյալ գիտելիքները, · զարգացնել մասնագիտական հարցերի շուրջ քննարկելու և բանավիճելու կարողությունը: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. կազմել մենախոսական և երկխոսական մասնագիտական և ընդհանուր հաղորդակցական տեքստեր ճիշտ հնչերանգով, 2. տարբերել մայրենի և ուսումնասիրվող օտար լեզվի անհամապատասխանությունները, հասկանալ երկու լեզուներում դրանց փոխադրման միջոցները, 3. ճիշտ օգտագործել ուսումնասիրվող լեզվի ժողովրդի մշակույթին բնորոշ հաղորդակցման, բարեկիրթ խոսքի կաղապարներն ու վարքի նորմերը, 4. ճիշտ օգտագործել ուսումնասիրվող լեզվի բառակազմական հիմնական կաղապարների ու միջոցների գործածման ձևերը, 5. տարորոշել մասնագիտական բառապաշարի բոլոր շերտերը՝ դրանց ճշգրիտ գործածության նպատակդրմամբ, 6. ներկայացնել և մեկնաբանել մասնագիտական տեսակետներ ու փաստարկներ, ձևակերպել, շարադրել, հիմնավորել անձնական կարծիքը, քննարկել, բանավիճել մասնագիտական հարցերի արդի հիմնախնդիրների շուրջ: բ. գործնական մասնագիտական կարողություններ 7. իրականացնել մասնագիտական տեքստերի իմաստային, կառուցվածքային և ոճական վերլուծություն և թարգմանություն, 8. տեքստի ունկնդրման կամ ընթերցման ընթացքում գրառումներ կատարել հետագայում գրավոր խոսքում օգտագործելու նպատակով՝ տրամաբանորեն և հստակ կառուցելով շարադրանքը, 9. բանավոր կապակցված խոսք կառուցել նկարագրելով երևույթներ, իրադարձություններ, հիմնավորելով իր տեսակետը, 10. վերլուծել մասնագիտությանն առնչվող թեմաներ: գ. ընդհանրական/փոխանցելի կարողություններ 11. արդյունավետ օգտվել տեղեկատվական տարբեր աղբյուրներից (ներառյալ ինտերնետային) տեղեկատվություն քաղելու, քննադատաբար վերլուծելու և ներկայացնելու նպատակով: 12. գիտակցել օտար լեզվի իմացության կարևորությունը ուսման, ինքնակրթության ու ինքնակատարելագործման մեջ, կիրառության արդյունավետությունը առօրյա կյանքում և միջանձնային ու միջմշակութային հաղորդակցման մեջ և ձգտի հարստացնել իր իմացությունը: Դասընթացի հաջող ավարտին ուսանողի գիտելիքները և կարողությունները պետք է համապատասխանեն Լեզուների իմացության/ իրազեկության համաեվրոպական համակարգի (CEFR-ի) Ա2 -Բ1 մակարդակին: | Bibliography: DaF kompakt neu A1 - B1. Klett Verlag Stuttgart, 2016. Gabrieljan J. u. a., Praktische deutsche Grammatik, Jerewan, 2017. | Main sections: 1. Քերականություն. հիմնական ձևաբանական և շարահյուսական կառույցներն ու տիպերը, նրանց առանձնահատկությունները խոսքում և մասնագիտական ոլորտում: 2. Տվյալ ոլորտի մասնագիտական լեզվի բառապաշարային, քերականական և ոճաբանական յուրահատկությունները: 3. Մասնագիտական տեքստերի վերլուծությունը և դրանց իրացումը գերմաներենով /գրավոր ու բանավոր/:",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
499,Yerevan State University,Information Systems Management,061104.04.7,Master,1705,Russian-2,Ռուսերեն-2,3.0,General,2.0,"· զարգացնել մասնագիտական ոլորտին առնչվող թեմաների շուրջ բանավոր և գրավոր հաղորդակցման հմտությունները, մասնավորապես, քննարկելու և բանավիճելու կարողությունը · ներկայացնել լեզվի իմացության միջազգային համակարգի B2 մակարդակի չափանիշները ներկայացնել լեզվի իմացության ստուգման և գնահատման պահանջները | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. ցուցաբերել սուբյեկտիվ գնահատման արտահայտման միջոցների իմացությունը 2. ցուցաբերել ռուսաց լեզվի իմացություն միջազգային չափորոշիչներին համապատասխան (B2 մակարդակ) բ. գործնական մասնագիտական կարողություններ 3 մասնակցել մասնագիտական թեմաներով բանավեճերի, ձևակերպել և հիմնավորել սեփական տեսակետերը, հերքել զրուցակցի տեսակետը 4· կատարել թեստային աշխատանք՝ կազմված միջազգային չափանիշների B2 մակարդակին համապատասխան գ. ընդհանրական/փոխանցելի կարողություններ 5. օգտագործել ռուսաց լեզվի իմացությունը մասնագիտական գործունեության ոլորտում | Bibliography: Андрюшина Н.П., Жорова А.П., Макова М.Н. Тренировочные тесты по русскому языку как иностранному, 2008-2010 Ильина С.А., Коломейцева Е.М, Попова Т.В. Синтаксис письменной книжной речи, Москва, Русский язык, 2002 Кирейцева А.Н., Селиверстова Е.И., Химик В.В. Сборник тестовых заданий по русскому языку для иностранцев: Грамматика. Лексика. СПБ, 1998 Типовой тест по русскому языку как иностранному. II сертификационный уровень общего владения русским языком /под ред. Поповой Т.А., Роговой К.Л./, СПБ, 1998 Химик В.В., Шкурина Н.В. 10 уроков по языку специальности. Учебные задания. Л., 1991 | Main sections: · Սուբյեկտիվ եղանակավորության արտահայտման միջոցները, միջանկյալ բառեր, բառակապակցություններ, նախադասություններ · Իմաստային կապերը և նրանց արտահայտման միջոցները պարզ և բարդ նախադասության մեջ. կապ, կապական բառեր · Պարզ նախադասությունները բարդ նախադասությունների փոխակերպելու կանոնները . Լեզվի իմացության В2 մակարդակի միջազգային չափորոշիչներ",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
500,Yerevan State University,Information Systems Management,061104.04.7,Master,1608,French-2,Ֆրանսերեն-2,3.0,General,2.0,"· ամբողջացնել նախորդ մոդուլի օգնությամբ ձեռքբերած գիտելիքները, · ծանոթացնել օտար լեզվի իմացության ստուգման և գնահատման պահանջներին, ներկայացնել լեզվի իմացության համաեվրոպական չափանիշները և · ծանոթացնել թեստավորման հիմանական սկզբունքներին, . ներկայացնել լեզվի թեստավորման հիմնական ռազմավարությունը և մարտավարությունը: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. ցուցաբերել օտար լեզվի իմացություն միջազգային չափորոշիչներին համապատասխան, 2. նկարագրել միջազգային թեստավորման և գնահատման սկզբունքները և պահանջները: բ. գործնական մասնագիտական կարողություններ 3 կատարել թեստային աշխատանքներ` կազմված համաեվրոպական չափանիշների մակարդակին համապատասխան, 4. արտահայտել մասնագիտական (ակադեմիական) գիտելիքները գրավոր և բանավոր խոսքով: գ. ընդհանրական/փոխանցելի կարողություններ 5. արդյունավետ կիրառել համակարգչային հմտությունները: | Bibliography: Parizet, M.L., E. Grandef, M. Corsain Collection activités pour le cadre commun. Activités pour le cadre européen commun de référence. B. 2. ClE International, 2006. Boulares, M., J.L. Frerot Grammaire progressive du francais Niveau avancé. ClE International, 2004. | Main sections: 1. Ֆրանսերենի իմացության միջազգային թեստավորման յուրահատկությունները: 2. Ֆրանսերենի իմացության համաեվրոպական չափանիշները և թեստավորման հիմանական սկզբունքները: 3. Ֆրանսերենի թեստավորման հիմնական ռազմավարությունը և մարտավարությունը: 4. Միջազգային թեստերի առանձնահատկությունները:",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
501,Yerevan State University,Information Systems Management,061104.04.7,Master,2301,Information Technologies in Professional Research (Development of Modern Mobile Applications),Տեղեկատվական տեխնոլոգիաները մասնագիտական հետազոտություններում (Ժամանակակից բջջային հավելվածների մշակում),3.0,General,1.0,"Դասընթացի նպատակն է ուսուցանել՝ · Kotlin լեզվով ծրագրավորման հիմունքները, · Բջջային հավելվածների մշակման առանձնահատկությունները, · Արհեստական բանականությամբ լուծումների ինտեգրում | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. Մշակել հավելվածներ Kotlin լեզվով 2. տիրապետել բջջային հավելվածների կառուցման միջոցների, բ. գործնական մասնագիտական կարողություններ 3. օգտագործել ձեռք բերած գիտելիքները հուսալի և բազմակի օգտագործման ծրագրեր կառուցելու համար: | Bibliography: Bruce Eckel and Svetlana Isakova “Atomic Kotlin” 2021/11/22 https://www.coursera.org/learn/kotlin-for-java-developers Դասախոսությունների նյութեր էլեկտրոնային տեսքով: | Main sections: 1. Բջջային (mobile) հավելվածների մշակման ներածություն 2. Օբյեկտային կողմնորոշված ծրագրավորման գիտելիքի ամփոփում 3. Java ծրագրավորման լեզվի իմացության ամփոփում 4. Kotlin ծրագրավորման լեզու 5. Kotlin-ի և Java-ի տարբերություններն ու նմանությունները 6. Nullability և ընդլայնումներ (extensions) 7. Ֆունկցիոնալ ծրագրավորում Kotlin-ում և լամբդաներ 8. Օբյեկտային կողմնորոշված ծրագրավորումը Kotlin-ում 9. Հատկություններ (properties) և համաձայնություններ (contracts) 10. Kotlin և Android 11. Kotlin Multiplatform Mobile-ի ակնարկ 12. Մեքենայական ուսուցման և computer vision ընդհանուր ակնարկ 13. Mediapipe ML լուծումներ և ինտեգրում բջջային հավելվածներին 14. Ներածություն OpenAI API-ին և ChatGPT API-ին 15. OpenAI և ChatGPT API-ների հետ փոխգործակցության առանձնահատկություններ 16. OpenAI և ChatGPT API-ների կանչերի ինտեգրում բջջային հավելվածում",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
502,Yerevan State University,Information Systems Management,061104.04.7,Master,2301,Research Planning and Methods,Հետազոտության պլանավորում և մեթոդներ,3.0,General,1.0,"Դասընթացի նպատակն է ուսումնասիրել հետազոտության մեթոդները՝ հիմք ընդունելով կատարվող հետազոտության հիմնահարցերը, կառավարման և պլանավորման հմտությունների կիրառմամբ ձևավորել վերլուծական մտածելակերպ: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. վերլուծել գոյություն ունեցող մոտեցումները հետազոտությունը կատարելու համար և մատնանշել դրանց թույլ կամ թերի կողմերը 2. ձևակերպել հետազոտության ուղղությունը 3. պլանավորել հետազոտությունը 4. առանձնացնել մեթոդները, որոնք հնարավոր կլինի օգտագործել հետազոտության համար 5. ուրվագծել տիրութը, որի համար պետք է հետազոտության նոր մեթոդ կամ մեթոդներ մշակվեն բ. գործնական մասնագիտական կարողություններ 6. իրականացնել հետազոտություններ մագիստրոսական թեզում 7. հիմնավորել կատարված աշխատանքը գ. ընդհանրական/փոխանցելի կարողություններ 8. վերլուծել նոր առկա խնդիրները և առաջարկել դրանց հետազոտման եղանակներ | Bibliography: Kumar, R. (2014). Research Methodology: a step-by-step guide for beginners. (4th edition). Thousand Oaks, CA. Sage Publications. Leedy, Paul D. and Ormrod, Jeanne E.(2006). Practical Research Planning and Design, 8th Edition. New Jersey: Merrill Prentice Hall. | Main sections: · Ինչ է հետազոտությունը և ինչն է հետազոտության թեման դարձնում լավը: · Ինչ է գրականության դիտարկումը և ինչու է դա անհրաժեշտ: · Ինչու են պլանավորման ու կառավարման հմտությունները կարևոր հետազոտության համար: · Ինչպես համոզվել, որ հետազոտությունը կատարվել է պատշաճ մակարդակով:",,Exam,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
503,Yerevan State University,Information Systems Management,061104.04.7,Master,2301,Current Issues in the Specialization (Database Paradigms),Մասնագիտության արդի հիմնախնդիրները (Տվյալների բազաների պարադիգմներ),3.0,Professional,1.0,"· սեմանտիկական տվյալների մոդելների ուսումնասիրությունը, · կիսակառուցվածքային տվյալների մոդելների ուսումնասիրությունը, . օբյեկտային և օբյեկտա-ռելացիոն տվյալների մոդելների ուսումնասիրությունը: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. գնահատել տվյալների կոնցեպտուալ մոդելներ, 2. ընտրել կոնցեպտուալ մոդելին ադեկվատ տվյալների մոդել, 3. դիտարկել տվյալների կոնցեպտուալ մոդելից դեպի ֆիզիկական մոդել արտապատկերման կառուցման հարցեր: բ. գործնական մասնագիտական կարողություններ 4. կառուցել առարկայական տիրույթի կոնցեպտուալ մոդելը, 5. իրականացնել արտապատկերում կոնցեպտուալ մոդելից դեպի ֆիզիկական մոդել, 6. ստեղծել օբյեկտային, օբյեկտա-ռելացիոն և XML տվյալների բազաներ: գ. ընդհանրական/փոխանցելի կարողություններ 7. կատարել հետազոտական աշխատանք կոնցեպտուալ տվյալների բազաների բնագավառում 8. մասնակցել կիսակառուցվածքային և օբյեկտներին կողմնորոշված տվյալների բազաների կիրառությունների մշակման աշխատանքներին: | Bibliography: H. Garcia-Molina, J. Ullman, J. Widom, Database Systems: The Complete Book, Prentice Hall, USA, 2009. Դասախոսությունների նյութերը էլեկտրոնային տեսքով: | Main sections: Էություն - կապ մոդել (ER). բաղադրիչները, նախագծման սկզբունքները, սահմանափակումների մոդելավորումը, էությունների թույլ բազմություններ: UML - ը որպես օբյեկտային տվյալների բազաների մոդելավորման լեզու: Օբյեկտների սահմանման լեզու (ODL). ODMG - ի ստանդարտը: Օբյեկտա- ռելյացիոն տվյալների մոդել: Անցում ER - գծապատկերներից և օբյեկտային սխեմաներից ռելացիոն սխեմաների:Կիսակառուցվածքային տվյալների ներկայացումը: XML տվյալների մոդել: Անցում ռելյացիոն սխեմաներից XML - սխեմաների:",,Attestation,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
504,Yerevan State University,Information Systems Management,061104.04.7,Master,2301,Introduction to Natural Language Processing,Բնական լեզվի մշակման ներածություն,3.0,Professional,1.0,"Ուսումնասիրել բնական լեզուների մշակման հիմքում ընկած մի շարք կարևոր հասկացություններ՝ տեքստի նորմալիզացում, խմբագրման հեռավորություն, լոգիստիկ ռեգրեսիա, նեյրոնային ցանցեր և նեյրոնային ցանցերի մոդելներ և այլն։ | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. Տեղեկացված լինել բնական լեզուների մշակման ընթացքում օգտագործվող հիմնական մոտեցումներից և դրանցում օգտագործվող մաթեմատիկական մոդելներից։ բ. գործնական մասնագիտական կարողություններ 2 Նախագծել առկա խնդիրների լուծմանը կողմնորոշված գործիքակազմ, 3. Օգտագործել տարատեսակ ծրագրային գործիքներ բնական լեզուների մշակման տիրույթին առնչվող հետազոտություններ կատարելու համար։ գ. ընդհանրական/փոխանցելի կարողություններ 4. Վերլուծել առկա խնդիրները և առաջարկել դրանց լուծման եղանակներ: | Bibliography: Daniel Jurafsky, James H. Martin. Speech and Language Processing: An Introduction to Natural Language Processing, Computational Linguistics, and Speech Recognition, Third edition, 2023: Դասախոսությունների նյութեր էլեկտրոնային տեսքով: | Main sections: · Կանոնավոր արտահայտություններ, տեքստի նորմալիզացում, խմբագրման հեռավոևություն · N-gram լեզվի մոդելներ, · Լոգիստիկ ռեգրեսիա · Վեկտորային իմաստաբանություն · Նեյրոնային ցանցեր և նեյրոնային ցանցերի մոդելներ . Անդրադարձ նեյրոնային ցանցեր",,Exam,2025/2026,https://ysu.am/en/faculty/520/educational-program-500/edu-plan,Armenian,
