course_id,university,program_name,program_code,degree_level,course_code,course_name,course_name_original,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,source_language,notes
19,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Big Data Technologies,Մեծ տվյալների տեխնոլոգիաներ,3.0,Professional,2.0,"·ուսանողներին ծանոթացնել մեծ տվյալների վերլուծության համար կիրառվող գործիքներին և տեխնոլոգիաներին։ ·սովորեցնել կիրառել այդ տեխնոլոգիաները պրակտիկ խնդիրների լուծման մեջ։ | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1.Նկարագրել մեծ տվյալների վերլուծության համար կիրառվող տեխնոլոգիան ու գործիքները։ 2.Բացատրել, թե մեծ տվյալների խնդիրները երբ տվյալների ինտեգրացման կարիք ունեն։ բ. գործնական մասնագիտական կարողություններ 3.Մեծ տվյալների խնդիրները ներկայացնել և լուծել տվյալագիտության մեթոդներով։ 4.Իրականացնել մեծ տվյալների ինտեգրացում ու մշակում Hadoop-ի միջոցով։ գ. ընդհանրական/փոխանցելի կարողություններ 5.Օգտագործել գիտական տարբեր աղբյուրներից (ինտերնետային ռեսուրսներ, էլեկտրոնային գրադարաններ, գիտական հոդվածներ և այլն) ստացված տեղեկատվություն։ 6.Կատարել գիտական հետազոտություններ՝ օգտագործելով մեծ տվյալների տեխնոլոգիաները։ | Bibliography: Kafka: The Definitive Guide by Neha Narkhede, Gwen Shapira, and Todd Palino, 2017, USA Data lgorithms by Mahmoud Parsian, 2017 USA HBase: The Definitive Guide by Lars George, 2011, USA Programming Hive by Edward Capriolo, Dean Wampler, and Jason Rutherglen, 2023, USA ZooKeeper by Flavio Junqueira and Benjamin Reed, 2013, USA Kafka: The Definitive Guide by Neha Narkhede, 2017, USA Hadoop: The Definitive Guide, Third Edition by Tom White Gwen Shapira, and Todd Palino, 2017, USA | Main sections: 1.Մեծ տվյալների, ամպային հաշվարկի եւ տվյալների պահպանման ներածություն։ 2.Linux Shell-ի և հրամանների ներածություն։ 3.Hadoop-ի էկոհամակարգի ներածություն։ 4.Հաշվարկներ MapReduce-ի միջոցով։ 5.Hadoop Distributed File System (HDFS)։ 6.Hadoop I/O։ 7.MapReduce ծրագրերի ստեղծում և գործարկում։ 8.Մեծ տվյալների մշակումը Pig-ի միջոցով։ 9.Տվյալների վերլուծություն Hive-ի միջոցով։ 10.HBase-ը որպես ոչ ռելացիոն տվյալների բազայի համակարգ։ 11.Ընդհանուր բաշխված ծրագրերի ստեղծում Zookeeper-ի միջոցով։ 12.Ոչ ռելացիոն տվյալների բազաների ներածություն։",,Exam,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
20,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Technological Entrepreneurship,Տեխնոլոգիական ձեռներեցություն,3.0,Professional,2.0,"·Տեխնոլոգիական ձեռներեցության, նորարության և կառավարման սկզբունքների վերաբերյալ խորացված ուսուցման միջոցով զարգացնել ուսանողների մասնագիտական կարողությունները։ ·Ներկայացնել տեխնոլոգիական ոլորտում նորարարական գործընթացների ներդրման վերաբերյալ աշխարհում կիրառվող ժամանակակից մեխանիզմները և մոդելները։ | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1.Ներկայացնել նորաստեղծ տեխնոլոգիական ձեռնարկության Business Canvas մեթոդով բիզնես նախագծի կազմման գործընթացը։ 2.Բացատրել ոլորտի և շուկայի գնահատման համար SWOT վերլուծության և Պորտերի 5 ուժերի մեթոդի կիրառման հնարավորությունները։ բ. գործնական մասնագիտական կարողություններ 3.Կազմել նորաստեղծ կամ գործող տեխնոլոգիական կազմակերպության բիզնես նախագիծ։ 4.Իրականացնել ձեռնարկությունների ֆինանսական գործունեության կանխատեսումներ։ գ. ընդհանրական/փոխանցելի կարողություններ 5.Վերլուծել առկա խնդիրները և գնահատել դրանց լուծման համար անհրաժեշտ ռեսուրսները։ 6.Օգտվել տեղեկատվության տարատեսակ աղբյուրներից։ | Bibliography: Ries E., The Lean Startup, 2011, USA Blank S., Fours Steps to Epiphany, 2006, USA Osterwalder A., Pigneur Y., Business Model Generation, 2009, USA | Main sections: 1. Ձեռներեցության պատմություն և մեթոդներ: 2.Գաղափարի ձևավորում և զարգացում: 3.Շուկայի ուսումնասիրություն: 4.Բիզնես մոդելի մշակում: 5.Մարքեթինգային պլանի մշակում։ 6.Ձեռնարկության զարգացման ռազմավարություն: 7.Ֆինանսական գործիքներ, ներդրումներ: 8.Ձեռնարկության ներքին կառուցվածք: 9.Նախագծի ներկայացման հիմունքներ։ 10.Մտավոր սեփականություն:",,Exam,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
21,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Economics for Data Scientists,Տնտեսագիտություն տվյալագետների համար,3.0,Professional,2.0,"·առավել ամբողջականացնել և խորացնել ուսանողների գիտելիքները միկրո և մակրոտնտեսագիտության ասպարեզում, ·զարգացնել տնտեսագիտական հետազոտություններում տնտեսագիտա մաթեմատիկական մեթոդների և մոդելների կիրառման հմտություններ: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1.Ներկայացնել և հիմնավորել շուկայական տնտեսության տնտեսական հիմնահարցերի ուսումնասիրման համար անհրաժեշտ գիտելիքները։ 2.Բացատրել ռեսուրսների օպտիմալ բաշխման գործընթացները և ինչ դեր ունեն դրանցում շուկաները։ 3.Ներկայացնել տնտեսական աճի հիմնական գործոնները և մոդելները և բացատրել, թե ինչպես է ձևավորվում գործազրկությունը և պետության դերը այն նվազեցնելու հարցում։ բ. գործնական մասնագիտական կարողություններ 4.Կատարել տնտեսագիտական վերլուծություններ ու կանխատեսումներ, օգտագործել դրանց արդյունքները և տնտեսագիտա-մաթեմատիկական մեթոդները կիրառել տնտեսագիտական վերլուծություններում։ գ. ընդհանրական/փոխանցելի կարողություններ 5.Օգտվել գիտական տարբեր աղբյուրներից (ինտերնետային ռեսուրսներ, էլեկտրոնային գրադարաններ, գիտական հոդվածներ և հաշվետվություններ)։. | Bibliography: N. Gregory Mankiw. Principles of Economics, 8th Edition, Cengage learning, 2018, USA Campbell R. McConnell; Stanley L. Brue; Sean M. Flynn. Microeconomics: Principles, Problems, & Policies, USA McGraw-Hill Series in Economics, 20th Edition, 2014, USA Robert S. Pindyck; Daniel L. Rubinfeld. Microeconomics, 8th edition. The Pearson Series in Economics, 2012, USA Hal R. Varian. Intermediate Microeconomics: A Modern Approach. 9th edition, W. W. Norton & Company, 2014, USA Stephen D. Williamson. Macroeconomics, 6th Edition. The Pearson Series in Economics, 2017.USA | Main sections: 1.Շուկա: Պահանջարկ և առաջարկ: Առաձգականություն։ 2.Հանրային հատված: Հանրային բարիքներ, արտաքին էֆեկտներ։ 3.Ձեռնարկության տնտեսագիտություն: Արտադրության ծախսեր և եկամուտներ։ 4.Մոնոպոլիաներ և օլիգոպոլիաներ։ 5.Որոշումների կայացումը ոչ լիակատար տեղեկատվության պարագայում: Ռիսկ։ 6.Խաղերի տեսությունը տնտեսագիտությունում։ 7.Մակրոնտնտեսագիտություն, ազգային եկամուտ։ 8.Գործազրկություն, տնտեսական ցիկլեր։ 9.Փող, բանկային համակարգ և ինֆլյացիա։ 10.Միջազգային տնտեսագիտություն: Փակ և բաց տնտեսություններ։ 11.Տնտեսական աճի հիմնական մոդելները։",,Exam,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
22,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Professional Practice,Մասնագիտական պրակտիկա,3.0,Other,3.0,"Մասնագիտական պրակտիկայի նպատակն է՝ ·գործնական աշխատանքների միջոցով զարգացնել մասնագիտական հմտությունները և փորձառությունը, մասնագիտական ոլորտում ինքնուրույն աշխատելու կարողությունները ·ստացած տեսական գիտելիքները կիրառել գործնականում, ինչպես նաև ձեռք բերել մասնագիտական հմտություններ, կարողություններ և փորձառություն: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1.Ծրագրում ստացած գիտելիքները կիրառել իրական հետազոտություններում։ 2.Տարբեր մասնագիտական խնդիրների լուծման համար գործնականում կիրառել ուսումնառության ընթացքում ստացած գիտելիքները։ բ. գործնական մասնագիտական կարողություններ 3.Իրական խնդիրներ լուծելիս ճիշտ կազմակերպել հետազոտական աշխատանքի և ժամանակի բաշխումը։ գ. ընդհանրական/փոխանցելի կարողություններ 4.Բիզնես միջավայրում աշխատելու փորձառություն։ 5.Ինքնուրույն աշխատել աշխատավայրում։ 6.Կատարել վերադասի կողմից հանձնարարված առաջադրանքները՝ անմիջականորեն հաշվետու լինելով նրան և իր պրակտիկայի ղեկավարին: | Bibliography: Կազմակերպությունների ցանկ. ՀՀ կառավարություն, ՀՀ նախարարություններ և պետական այլ գերատեսչություններ, ՀՀ Կենտրոնական բանկ, ՀՀ բանկեր, ՀՀ ապահովագրական ընկերություններ, ՀՀ վարկային կազմակերպություններ, ՀՀ ներդրումային կազմակերպություններ և կենսաթոշակային հիմնադրամներ, Միջազգային կոորպորացիաների ՀՀ ներկայացուցչություններ, Միջազգային այլ կառույցներ, Picsart, SmartClickAI, WorldQuant, Krisp, Plat.ai, Service Titan, WebbFontaine, PMI Science, Cognaize, Synopsys Armenia, NVIDIA, DataMotus, Sololearn, DataArt, Արտադրական ոլորտի կազմակերպություններ, VivaCell-MTS, «Արմենիա Տելեֆոն Կոմպանի» ՓԲԸ («ԱրմենՏել»), «Յուքոմ» ՍՊԸ (Ucom), «ՋԻԷՆՍԻ-ԱԼՖԱ» ՓԲԸ (Rostelecom)։ | Main sections: Պրակտիկան իրականացվում է հետևյալ սկզբունքներով. Պրակտիկան սկսելու առաջին օրվանից հիմնարկության կողմից նշանակված ղեկավարը պրակտիկանտի հետ միասին կազմում է աշխատանքային օրացուցային պլան և, ելնելով նպատակահարմարությունից, որոշում, թե հիմնարկության որ ստորաբաժանումներում պետք է կազմակերպվի պրակտիկան: Պրակտիկայի ընթացքում պրակտիկանտը յուրաքանչյուր աշխատանքային շաբաթվա վերջում ԵՊՀ e-learning համակարգի համապատասխան էջում վերբեռնում է տվյա շաբաթվա ընթացքում կատարված աշխատանքների վերաբերյալ գրավոր հաշվետվություն, որը ԵՊՀ համապատասխան ամբիոնից նշանակված ղեկավարը ստուգում, գնահատում («բավարար» կամ՝ «անբավարար») և հաստատում է իր ստորագրությամբ և անհրաժեշտության դեպքում գրավոր նշումներ (դիտողություններ և առաջարկություններ) է կատարում օրագրում: Մասնագիտական պրակտիկան չանցած ուսանողը հեռացվում է ԵՊՀ-ից: Կազմակերպությունների ցանկ. ՀՀ կառավարություն, ՀՀ նախարարություններ և պետական այլ գերատեսչություններ, ՀՀ Կենտրոնական բանկ, ՀՀ բանկեր, ՀՀ ապահովագրական ընկերություններ, ՀՀ վարկային կազմակերպություններ, ՀՀ ներդրումային կազմակերպություններ և կենսաթոշակային հիմնադրամներ, Միջազգային կոորպորացիաների ՀՀ ներկայացուցչություններ, Միջազգային այլ կառույցներ, Picsart, SmartClickAI, WorldQuant, Krisp, Plat.ai, Service Titan, WebbFontaine, PMI Science, Cognaize, Synopsys Armenia, NVIDIA, DataMotus, Sololearn, DataArt, Արտադրական ոլորտի կազմակերպություններ, VivaCell-MTS, «Արմենիա Տելեֆոն Կոմպանի» ՓԲԸ («ԱրմենՏել»), «Յուքոմ» ՍՊԸ (Ucom), «ՋԻԷՆՍԻ-ԱԼՖԱ» ՓԲԸ (Rostelecom)։",,Attestation,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
23,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Master's Thesis,Մագիստրոսական թեզ,18.0,Other,3.0,"Մագիստրոսական թեզն ինքնուրույն հետազոտական, վերլուծական և/կամ կիրառական նշանակության աշխատանք է, որը նպաստում է Որակավորումների ազգային շրջանակի համապատասխան մակարդակի, ինչպես նաև կրթական տվյալ ծրագրով նախատեսված կրթական վերջնարդյունքների ձեռքբերմանը։ Այն արտացոլում է տվյալ մասնագիտական ոլորտում ուսանողի ձեռք բերած գիտելիքները կիրառելու և ինքնուրույն ուսումնասիրություն կատարելու կարողությունները, ինչպես նաև գիտական խնդիրներ բարձրացնելու, նոր լուծումներ առաջադրելու հմտությունները։ Պաշտպանության ընթացքում ուսանողները պետք է ունակ լինեն ներկայացնելու մագիստրոսական թեմայի գիտագործնական առումները: Մագիստրոսական թեզի հրապարակային պաշտպանությունը մագիստրոսի կրթական ծրագրի ավարտական պահանջներից է։ | Outcomes: բ. գործնական մասնագիտական կարողություններ 1.Սովորել իրականացնել հետազոտություն։ 2.Ձևակերպել կիրառական խնդիրներ և հավաքագրել իրական տվյալներ։ 3.Կատարել վերլուծություններ և կիրառել տարատեսակ մեթոդներ տվյալների վերլուծության համար։ 4.Ներկայացնել հետազոտությունների արդյունքներ։ գ. ընդհանրական/փոխանցելի կարողություններ 5.Ցուցաբերել, մասնագիտական հանրության հետ բանավոր և գրավոր հաղորդակցվելու կարողություն։ 6.Պատրաստել պրեզենտացիա, զեկուցումներ, ներկայացնել հետազոտությունների արդյունքները և ունակ լինել պաշտպանել իր կողմից ստացված գիտական արդյունքները։ | Main sections: 1.Տիտղոսաթերթ 2.Ստորագրությունների էջ 3.Համառոտագիր 4.Բովանդակություն 5.Ներածություն 6.Հիմնական մաս 7.Եզրակացություններ (և առաջարկություններ) 8.Օգտագործված գրականության ցանկ 9.Հավելվածներ",,Defense,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
24,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Scientific Seminar,Գիտական սեմինար,2.0,Other,1.0,"·Քննարկել արհեստական բանականության և տվյալների գիտության ոլորտի նորարարությունները, դրանց հիմքում ընկած մոդելները, կիրառվող ալգորիթմները և ծրագրային լուծումները։ ·Արհեստական բանականության և տվյալների գիտության ոլորտում տեղի ունեցող զարգացումների մասնագիտական քննարկում. Սեմինարը նպատակ ունի ապահովել հարթակ, որտեղ ուսանողները կարող են ծանոթանալ իրենց մասնագիտական ոլորտում տեղի ունեցող վերջին զարգացումներին, նորարարություններին և հետազոտությունների արդյունքներին: Այն հնարավորություն է տալիս ուսանողներին վերլուծել և քննարկել գիտական հոդվածներ, զեկույցներ և այլ ակտուալ նյութեր։ ·Սեմինարը նախատեսված է նաև մագիստրոսական թեզերի պատրաստման ընթացքի հետ կապված հարցերի քննարկման համար, որի ժամանակ ուսանողները հնարավորություն կունենան ներկայացնելու իրենց հետազոտական թեմաները, քննարկելու հետազոտական մեթոդաբանությունները, ստանալ խորհուրդատվություն ինչպես դասախոսներից, այնպես էլ ոլորտի հրավիրյալ առաջատար մասնագետներից։ | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1.Բացահայտել և ձևակերպել խնդիրները տվյալների գիտության տեսանկյունից: 2.Ուսումնասիրել և քննադատաբար գնահատել առկա գրականությունը, որը համապատասխանում է ընտրված խնդրին: 3.Ներկայացնել իրենց ոլորտի հիմնական տերմինների, տեսությունների և մեթոդների իմացություն, ինչը կօգնի նրանց հասկանալ և կիրառել գիտական նյութերի արդյունքները։ բ. գործնական մասնագիտական կարողություններ 4.Թվարկել արհեստական բանականության և տվյալագիտության նորարարությունները։ 5.Տվյալների հավաքագրման և վերլուծելու ունակություն՝ կիրառելով համապատասխան գործիքներ և մեթոդներ: 6.Գիտական հոդվածների և զեկույցների պատրաստման կարողություն, որոնք համապատասխան են միջազգային ստանդարտներին և պրոֆեսիոնալ մակարդակին: գ. ընդհանրական/փոխանցելի կարողություններ 7.Հաղորդակցվել ոլորտի առաջատար մասնագետների հետ, իրականացնել հետազոտություններ գիտական և բիզնես հանրության համար։ | Main sections: Տիտղոսաթերթ Ստորագրությունների էջ Համառոտագիր Բովանդակություն Ներածություն Հիմնական մաս Եզրակացություններ (և առաջարկություններ) Օգտագործված գրականության ցանկ Հավելվածներ",,Attestation,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
25,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1803,Turkish-2,Թուրքերեն-2,2.0,General,2.0,"· սովորեցնել ժամանակակից գրական թուրքերեն, · ձևավորել թուրքերեն տեքստեր վերարատադրելու ունակություններ, · զարգացնել հայերենից թուրքերեն և թուրքերենից հայերեն տեքստեր թարգմանելու հմտությունները: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. ներկայացնելու թուրքերենի տիպաբանական առանձնահատկությունները 2. սահմանելու թուրքերենի եղանակներն ու ժամանակաձևերը: բ. գործնական մասնագիտական կարողություններ 3. վերարտադրելու թուրքերեն երկխոսություններ և պարզ տեքստեր, 4. թարգմանելու թուրքերենից հայերեն և հայերենից թուրքերեն միջին բարդության տեքստեր: գ. ընդհանրական/փոխանցելի կարողություններ | Bibliography: Սաֆարյան Ա., Սողոմոնյան Ա., Լոքմագյոզյան Տ., Թուրքերենի դասագիրք, Գիրք Ա, Վեցերորդ լրամշակված հրատարակություն (երաշխավորվել է ՀՀ ԿԳՆ կողմից որպես դասագիրք բուհերի ուսանողների համար), Երևան, «Տիգրան Մեծ» հրատ., 2015: Ergin M., Türk Dil Bilgisi, İstanbul, 1980. Hengirmen M., Türkçe öğreniyoruz, c. 1-3, Ankara 1999. Щека Ю. В., Интенсивный курс турецкого языка: Учебник, М., 1996. | Main sections: Թեմա 1՝ Ժամանակակից թուրքերենի հնչյունական համակարգը: Թեմա 2՝ Գոյականի թիվը, հոլովը, պատկանելիության ածանցները թուրքերենում: Թեմա 3՝ Հրամայական եղանակ, բայի անորոշ ձևը: Թեմա 4՝ Անվանական ստորոգյալի կազմությունը թուրքերենում: Թեմա 5՝ Ներկա-շարունակական ժամանակաձևը ժամանակակից թուրքերենում: Թեմա 6՝ Գոյականների կապակցության առաջին ձևը: Թեմա 7՝ Ներգոյական հոլովով դրված անվանական ստորոգյալն անցյալ ժամանակում; Թեմա 8՝ Անցյալ կատարյալ ժամանակաձևը:",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
26,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1311,Philosophy,Փիլիսոփայություն,3.0,General,5.0,"· տալ ելակետային գիտելիքներ մարդ-աշխարհ փոխհարաբերությունների փիլիսոփայական ըմբռնման և փիլիսոփայական մտածողության առանձնահատկությունների մասին, · ծանոթացնել փիլիսոփայական հիմնական հայեցակարգերի գիտական ու աշխարհայացքային հիմնախնդիրներին, · սովորեցնել գրագետ ձևակերպել և ներկայացնել սեփական աշխարհայացքի սկզբունքները և արժեքային կողմնորոշիչները։ | Outcomes: ա. մասնագիտական գիտելիք և իմացություն · դասակարգել փիլիսոփայության գիտական - մեթոդաբանական, աշխարհայացքային և արժեքաբանական գործառույթները, · բացատրել ճշմարտության և մոլորության, գիտելիքի և հավատի, ռացիոնալի և իռացիոնալի սահմանազատման սկզբունքները, · մեկնաբանել քաղաքակրթական զարգացումների օրինաչափություններն ու արդի միտումները: բ. գործնական մասնագիտական կարողություններ · հարցադրումներ կատարել էութենականի մասին, էականը տարանջատել երևութականից, առաջնայինը՝ երկրորդայինից, · համադրել երևույթների իմացաբանական և արժեքաբանական մոտեցումները, · վերլուծել հասարակության բնութենական և սոցիոմշակութային հիմունքները։ գ. ընդհանրական/փոխանցելի կարողություններ · կատարել ընդհանրացումներ՝ կիրառելով մտածողության համապատասխան մեթոդները, · իմաստավորել աշխարհի ամբողջական պատկերը և այս համատեքստում մարդու կոչումն ու կյանքի իմաստը, · ակտիվացնել քննադատական մտածողությունը, դրսևորել ինքնավերլուծության հմտություններ։ | Bibliography: Բալայան Ա., Փիլիսոփայություն. դասախոսությունների համառոտագրեր, Եր. 2016։ Введение в философию, под ред. Фролов И.Т., М. 2012: Канке В. А., Основы философии, М., 2014: Губин В. Д. Философия, М., 2013: Бучило Н. Ф., Философия, М., 2013: | Main sections: 1. Փիլիսոփայությունը որպես մարդու և աշխարհի միջև մշակութային միջնորդ: 2. Փիլիսոփայական մշակույթի առանձնահատկությունները: 3. Պատմափիլիսոփայական ակնարկ: 4. Կեցության փիլիսոփայական ըմբռնումը: 5. Մարդկային կեցության առանձնահատկությունները: 6. Հոգեկանի ծագման վարկածները: 7. Իմացության էությունը և կառուցվածքը: 8. Ճշմարտություն, մոլորություն, հավատ: 9. Գիտական ճանաչողության մեթոդները: 10. Գիտություն և բարոյականություն: 11. Մարդու և հասարակության ծագման վարկածները: 12. Հասարակությունը որպես ինքնապարտադրող համակարգ: 13. Պատմության փիլիսոփայական ըմբռնումը : 14. Մշակույթ և քաղաքակրթություն: 15. Հասարակական կյանքի ոլորտները: 16. Սոցիալական առաջադիմությունը և մարդկության ապագան:",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
27,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,708,Fundamentals of Ecology and Environmental Protection,Էկոլոգիայի և բնապահպանության հիմունքներ,2.0,General,4.0,"· ուսանողների մոտ ձևավորել աշխարհայացք և գիտելիք էկոլոգիայի` որպես գիտության, բնապահպանության, բնական համակարգերի գործունեության հիմունքների, համաշխարհային և Հայաստանի բնապահպանական խնդիրների մասին, · ձևավորել հիմնարար գիտելիքներ բնություն-հասարակություն համակարգում էկոլոգիայի հիմնախնդիրների, բնության հետ հասարակության համահունչ զարգացման մասին: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. նկարագրել էկոլոգիայի` որպես գիտության ձևավորման պատմությունը, բացատրել սոցիալական էկոլոգիայի հիմունքները և առանձնահատկությունները, 2. ձևակերպել էկոհամակարգի, կենսացենոզի և նոոսֆերայի ուսմունքները, 3. նկարագրել մարդկության կայուն զարգացման սկզբունքները, 4. լուսաբանել աշխարհում և Հայաստանում օդային, հողային և ջրային ռեսուրսների հիմնական էկոլոգիական խնդիրները, 5. բացատրել բնական և անթրոպոգեն էկոհամակարգերի զարգացման ընդհանուր սկզբունքները և օրինաչափությունները: բ. գործնական մասնագիտական կարողություններ 1. կիրառել և գործնականում իրականացնել ՀՀ կլիմայի փոփոխության, կենսաբազմազանության և անապատացման դեմ պայքարի մասին ազգային զեկույցները, 2. մասնագիտական առանձնահատկություններից ելնելով՝ կիրառել բնապահպանական և էկոլոգիական գիտելիքները հասարակության կայուն զարգացման տարբեր ծրագրերում, 3. վերլուծել էկոլոգիական վիճակը և անել համապատասխան եզրակացություններ: գ. ընդհանրական/փոխանցելի կարողություններ 1. վերլուծել փաստերը և կատարել հետևություններ, 2. կազմակերպել տրամաբանական և վերլուծական աշխատանքներ: | Bibliography: Գրիգորյան Կ.Վ., Եսայան Ա.Հ., Ժամհարյան Հ.Գ., Խոյեցյան Ա.Վ., Մովսեսյան Հ.Ս., Փիրումյան Գ.Պ. «Էկոլոգիայի և բնության պահպանության հիմունքներ»: Ուսումնական ձեռնարկ, Զանգակ-97, Երևան, 2010, 224 Էջ: Հովհաննիսյան Ն., Մելիքյան Ա., Դանիելյան Ա. «Ագրոկենսաբազմազանություն», Երևան: «ԹԱՍԿ» ՍՊԸ, 2014, 136 էջ. Եդոյան Ռ.Հ., Հովակիմյան Ժ.Հ. «Բնապահպանության դասավանդման մեթոդիկայի և լաբորատոր-գործնական պարապմունքների ձեռնարկ», Երևան, Իրավունք, 2010թ., 222 էջ: Մելքումյան Լ.Ս., Գալստյան Մ.Հ. «Բնապահպանության հիմունքներ», Երևան, 2010թ., 311 էջ: Գրիգորյան Կ.Վ., Եսայան Ա.Հ. Տեր Մինաս քահանա Մարտիրոսյան «Բնապահպանություն և Աստվածաբանություն», Վաղարշապատ, 2007, 215 էջ: Հայրապետյան Է.Մ. և ուրիշներ «Շրջակա միջավայրի պահպանություն», Երևան, 2005թ: | Main sections: Ներածություն: Էկոլոգիայի համառոտ պատմություն, կառուցվածքը, առարկան և օբյեկտը: Օրգանիզմների գոյության միջավայրը և պայմաններին հարմարվելը: Կյանքի գոյատեվման հիմնական միջավայրերը: Պոպուլյացիաների էկոլոգիա: Կենսացենոզներ: Էկոհամակարգեր: Նյութերի շրջանառությունը էկոհամակարգերում: էկոհամակարգերի ինքնազարգացում: Կենսոլորտ: Մարդու փոխազդեցությունը բնության հետ: Մթնոլորտի պահպանությունը: Երկրի կլիմայի փոփոխության և անապատացման հիմնախնդիրները: Ջրային պաշարների պահպանությունը: Հողային պաշարների պահպանությունը: Երկրի կենսաբանական բազմազանությունը: Կենսաբազմազանության պահպանությունը: Շրջակա միջավայրը և մարդու առողջությունը:",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
28,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1705,Russian Language-2,Ռուսաց լեզու-2,2.0,General,3.0,"· լեզվական և խոսքային կոմպետենցիաների մակարդակի բարձրացում՝ արդյունավետ հաղորդակցման համար, · ուսանողների մոտ լեզվական փաստերը գնահատելու, վերլուծելու և լեզվական միջոցները ընտրելու կարողության ձևավորում՝ ըստ հաղորդակցման բովանդակության, ոլորտի և պայմանների, · տարբեր խոսքային իրավիճակներում լեզվի միջոցները օպտիմալ օգտագործելու կարողության ձևավորում, · խոսքի ընդհանուր մշակույթի զարգացում: | Outcomes: ա. մասնագիտական գիտելիք և իմացություն 1. նկարագրել գրավոր և բանավոր խոսքը՝ հիմնական նորմատիվ, հաղորդակցական, էթիկական տեսանկյուններից, 2. ձևակերպել ռուս գրական լեզվի հիմնական նորմերը, 3. բացատրել պարբերանշված լեզվական միջոցների կիրառումը տարբեր հաղորդակցական իրավիճակներում: բ. գործնական մասնագիտական կարողություններ 1. կիրառել գրական լեզվի ժամանակակից նորմերը, 2. կառուցել խոսքը լեզվական, հաղորդակցական և էթիկական նորմերին համապատասխան, 3. վերհանել և վերացնել սխալները և վրիպումները լեզվի տարբեր մակարդակներում գ. ընդհանրական/փոխանցելի կարողություններ 1. ստեղծագործաբար կիրառել ունեցած գիտելիքները: | Bibliography: Введенская Л.А. Русский язык и культура речи. Москва, 2002: Воронцова Т.А. Культура речи. Ижевск, 2011: Голуб И.Б. Риторика: учитесь говорить правильно и красиво. Москва, 2013: Розенталь, Д.Э. Большой справочник по русскому языку. Москва, 2017: Розенталь, Д.Э. Словарь трудностей русского языка. 20000 слов: 20 000 слов. Москва, 2012: Розенталь Д.Э. Справочник по правописанию и литературной правке. Москва, 2003: Розенталь, Д.Э. Справочник по русскому языку. Практическая стилистика. Москва, 2011: Розенталь, Д.Э. Русский язык. Орфография. Пунктуация. Орфографический словарь. (Классический справочник). Москва, 2011: Русский язык и культура речи. По ред. Максимова В.И., Голубевой А.В. Санкт-Петербург, 2010: 0. www.cultrechi.narod.ru - «Грамотная речь, или Учимся говорить по-русски». Словари. www.gramota.ru - Справочно-информационный Интернет-портал «Русский язык». www.slovari.ru - Электронная библиотека словарей русского языка. | Main sections: 1. Ձևաբանական նորմեր: 2. Շարահյուսական նորմեր: 3. Խոսքային գործունեության տեսակները: 4. Հաղորդակցական նորմեր: 5. Խոսքային էթիկետ (խոսքի մշակույթի էթիկական նորմերը):",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
