university,program_name,program_code,degree_level,course_name,course_name_original,course_code,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,language
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Դիսկրետ մաթեմատիկա - 1,,0307,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,GUI ծրագրավորում,,0309,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Թարգմանության տեսություն,,0309,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Թվային անալիզ,,0308,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Մաթեմատիկական մեթոդներ բնագիտության մեջ,,0308,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Տվյալների հենքեր,,0309,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,ԷՀՄ ճարտարապետություն և ասեմբլեր լեզու,,0309,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Ֆունկցիոնալ անալիզ,,0308,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Դիֆերենցիալ հավասարումների որակական տեսություն,,0308,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Կոմբինատոր ալգորիթմներ,,0307,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Գրաֆային ալգորիթմներ,,0307,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Մասնագիտական պրակտիկա,,0000,3.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Մաթեմատիկական կիբեռնետիկայի տարրեր,,0307,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Informatics and Applied Mathematics (Part time),061101.02.6,Bachelor,Գործողությունների հետազոտման լրացուցիչ գլուխներ,,0307,6.0,Professional,,,,,2024/2025,https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հայոց լեզու և խոսքի մշակույթ-1,,1401,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Փիլիսոփայություն,,1311,3.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Էկոլոգիայի և բնապահպանության հիմունքներ,,0708,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ռուսաց լեզու-2,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հայոց պատմություն 2,,1106,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հայոց պատմություն 1,,1106,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,,0002,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,,0002,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ռուսաց լեզու-1,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հայոց լեզու և խոսքի մշակույթ-2,,1401,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Անգլերեն-1,,1602,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ֆրանսերեն-2,,1608,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Չինարեն-2,,1205,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Թուրքերեն-2,,1803,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գերմաներեն-2,,1604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Անգլերեն-2,,1602,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ֆրանսերեն-1,,1608,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Չինարեն-1,,1205,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Թուրքերեն-1,,1803,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գերմաներեն-1,,1604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Բարոյագիտության հիմունքներ,,1302,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Բնագիտության ժամանակակից հայեցակարգեր,,0604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գործարարության հիմունքներ,,1005,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Իրավունքի հիմունքներ,,1901,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կիրառական վիճակագրություն,,0105,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կրոնագիտության հիմունքներ,,2101,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հաղորդակցման հմտություններ,,1306,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հոգեբանության հիմունքներ,,1308,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Անգլերեն-3,,1602,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մշակութաբանության հիմունքներ,,1107,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ռուսաց լեզու-3,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Սոցիոլոգիայի հիմունքներ,,2203,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տնտեսագիտության հիմունքներ,,1007,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տրամաբանության հիմունքներ,,1311,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Քաղաքագիտության հիմունքներ,,1207,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Բարոյագիտության հիմունքներ,,1302,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Բնագիտության ժամանակակից հայեցակարգեր,,0604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գործարարության հիմունքներ,,1005,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Իրավունքի հիմունքներ,,1901,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կիրառական վիճակագրություն,,0105,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կրոնագիտության հիմունքներ,,2101,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հաղորդակցման հմտություններ,,1306,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հոգեբանության հիմունքներ,,1308,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Անգլերեն-3,,1602,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մշակութաբանության հիմունքներ,,1107,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ռուսաց լեզու-3,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Սոցիոլոգիայի հիմունքներ,,2203,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տնտեսագիտության հիմունքներ,,1007,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տրամաբանության հիմունքներ,,1311,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Քաղաքագիտության հիմունքներ,,1207,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տեղեկատվական անվտանգության հիմունքներ,,0309,3.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կրիպտոգրաֆիայի մաթեմատիկական մեթոդներ - 1,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գործողությունների հետազոտման մաթեմատիկական մեթոդներ,,0307,5.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կոմպյուտերային ցանցեր,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գծային հանրահաշվի թվային մեթոդներ,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ֆորմալ համակարգեր և մոդելներ,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տվյալագիտություն,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Դիֆերենցիալ հավասարումներ,,0308,9.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Web ծրագրավորում,,0309,3.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կոմպլեքս անալիզ,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կոմբինատոր ալգորիթմներ և վերլուծություն,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հանրահաշիվ - 2,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ալգորիթմների տեսություն,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Դիսկրետ մաթեմատիկա - 1,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տվյալների կառուցվածքներ,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մեքենայական ուսուցում,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մաթեմատիկական անալիզ-3,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հանրահաշիվ - 1,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կոմպյուտերային ցանցերի անվտանգություն,,0309,3.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մաթեմատիկական անալիզ-2,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ծրագրավորում - 2,,0309,9.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Դիսկրետ մաթեմատիկա - 2,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Հանրահաշիվ և վերլուծական երկրաչափություն,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մաթեմատիկական անալիզ-1,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ծրագրավորում-1,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Տվյալների հենքեր,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,ԷՀՄ ճարտարապետություն և ասեմբլեր լեզու,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Օպտիմիզացիայի մեթոդներ,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ֆունկցիոնալ անալիզ,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կոդավորման տեսություն,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Ինֆորմացիայի տեսություն,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Գրաֆային ալգորիթմներ,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Կրիպտոգրաֆիայի մաթեմատիկական մեթոդներ - 2,,0307,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մասնագիտական պրակտիկա,,0000,3.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Զուգահեռ ծրագրավորում,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Թարգմանության տեսություն,,0309,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Թվային անալիզ,,0308,6.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Information Security,061901.01.6,Bachelor,Մաթեմատիկական մոդելավորում,,0308,4.0,Professional,,,,,2025/2026,https://ysu.am/en/faculty/85/educational-program-304/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Թուրքերեն-2,,1803,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Փիլիսոփայություն,,1302,3.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Էկոլոգիայի և բնապահպանության հիմունքներ,,0708,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Հայոց պատմություն 2,,1106,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Հայոց պատմություն 1,,1106,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Ռուսաց լեզու-2,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,,0002,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,,0002,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Ֆրանսերեն-2,,1608,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Չինարեն-2,,1205,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Հայոց լեզու և խոսքի մշակույթ-1,,1401,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Գերմաներեն-2,,1604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Անգլերեն-2,,1603,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Հայոց լեզու և խոսքի մշակույթ-2,,1401,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Ֆրանսերեն-1,,1608,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Չինարեն-1,,1205,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Թուրքերեն-1,,1803,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Գերմաներեն-1,,1604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Անգլերեն-1,,1603,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Ռուսաց լեզու-1,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Մշակութաբանության հիմունքներ,,1107,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Բարոյագիտության հիմունքներ,,1302,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Բնագիտության ժամանակակից հայեցակարգեր,,0604,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Գործարարության հիմունքներ,,1005,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Իրավունքի հիմունքներ,,1901,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Կրոնագիտության հիմունքներ,,2101,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Հաղորդակցման հմտություններ,,1306,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Հոգեբանության հիմունքներ,,1308,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Անգլերեն-3,,1603,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Ռուսաց լեզու-3,,1705,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Սոցիոլոգիայի հիմունքներ,,2203,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Տեղեկատվական տեխնոլոգիաների կիրառման հիմունքներ,,2301,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Տնտեսագիտության հիմունքներ,,1007,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
Yerevan State University,Applied Statistics and Data Science,056201.02.6,Bachelor,Տրամաբանության հիմունքներ,,1311,2.0,General,,,,,2025/2026,https://ysu.am/en/faculty/516/educational-program-299/edu-plan,Armenian
