method,university,program_name,degree_level,role_groups,gap_concept
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/719d8699-a221-4b5a-8fc3-68a8645cbe03
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/11c56452-fcec-4b00-9695-cca4728e5048
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/4b2db903-cd8e-48ce-97fb-a92db4def54e
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/055192dc-f16c-4855-835d-19cac6ff20aa
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/2d823e3d-7b19-46d9-88a8-31bacac76a5d
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/cccf238f-0e7f-41d9-9389-96e793714cd4
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/294cf13e-4fdf-4cb8-bb6b-31b9da7f4819
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/16f61a5b-23ba-4268-8517-82c77c4041a1
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/cc9b4fbb-65f1-4c92-9229-1392d03b6e20
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/4fbe31ec-9027-4576-a9d9-b89fa40a46b6
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/be727774-46d7-43d7-aee9-1a51b5cd8c71
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/e6ee5bb8-12b9-4e60-8baf-102d0c4f1da5
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/74aa45cf-175f-47ef-9978-d9de437d92ba
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/c1e40767-d00a-4f2f-a04f-c784605dc859
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/11e2378a-ccc0-45a5-993c-23eb65f9e1ce
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/4ce09e3d-ca6b-424a-a328-7f551db75e59
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/7e5786f8-1174-4f75-97e3-cfecfd95d797
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/d5111703-c344-484d-bef1-9565a278166a
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/da1398ac-6955-4cf3-9225-67f16e41dbdc
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1
tfidf,National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,Data / ML / AI + IT Support / Admin / ERP,http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bf4d884f-c848-402a-b130-69c266b04164
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/8b94aa1e-89c9-459d-b3b4-1dfab8dec2df
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/1b2ec9bb-ba7c-4f93-87ac-ec712c9b68c3
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/123cf7c5-6a3b-419d-be4f-49a6cc020f9f
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/73b4cc3b-3827-4c54-ac54-d912e5cdae21
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/af7ae54f-4649-4c16-87c7-59ba41d4d57f
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ab6265f2-a9bf-49e8-a9a5-67cbab4de38b
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6f6163dc-a801-416c-86e9-ce857d71c24d
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/0af93aed-bb3e-4ce7-ad77-a41139c7e7c5
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/616cd160-2f18-47f4-a814-a93179ce0c84
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ce2dbe33-9e13-47bb-91bf-00cf799ac34c
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/79c48123-b0d4-4d01-b511-0ce999f3161c
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/44985078-6f4c-42b2-bceb-a37ea224b21d
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/87543f4e-9f38-4cf3-bcbf-066f3b76423e
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ec410a76-f890-4012-8863-b82f2c75527c
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3c209873-c757-47bb-91b5-9b6dc05df116
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/c69587b4-05d3-45bb-b79b-9b85e6603fc2
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/78c4dcf0-f69c-4f1d-b61c-4c271bd8c632
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d329b1ed-6e7a-400e-bca2-7c1936fbfbcb
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/51317990-9672-4635-bd76-7882718af136
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/66d47084-9437-48b2-819b-c4c8214ed650
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/946c1229-1171-40d4-82cc-fe3f483ca100
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e0ab7e9a-4f38-4077-bf5f-a65ec483d5ce
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/b895bd42-0009-4815-a150-eb9eb5caec21
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ad05c2bf-3905-4e4c-bd56-6fcfdebc994c
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ff1932ed-7889-45ae-8a6d-1734e8e3117f
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d97c894e-d330-4bd3-b8ba-138fc11855ee
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7b1ab171-caed-4561-89e4-b214396b1ae8
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a1816dfd-dbdc-4499-bef3-ff81dd895b33
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/63f224ea-d889-42ea-b3ef-730ef78c7176
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/626326d5-1cee-4729-9381-3debc87ddac4
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6a609f8f-1451-4102-ad2d-62c5270e1237
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bb5d9cf2-a5d7-481b-9fd6-d56fa3a47ae0
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a3e7ebba-5183-4df8-9203-35b9b9b8f4fa
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/cb871f4d-d878-43f6-97a2-b334824146fd
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4a112f96-72c1-47f3-aa61-4b34ea415701
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/99095ca0-1218-462d-9e95-79e334ba8b63
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/eee58e6d-4587-42f0-b9a0-fe055cfe2044
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2cc75284-f385-42d6-9b70-8262bc6c603a
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fd4386c5-96f0-4c6e-970c-c08729ae0cc6
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/abbf6f61-04eb-4e1a-9694-05ba28ac38bf
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bee296bc-48f7-4df6-bd2c-8616c8a6c8de
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b
tfidf,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6055a4be-3f41-47e3-acd1-0535fa17e04c
