method,university,program_name,degree_level,role_groups,gap_concept
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/73b4cc3b-3827-4c54-ac54-d912e5cdae21
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/af7ae54f-4649-4c16-87c7-59ba41d4d57f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ab6265f2-a9bf-49e8-a9a5-67cbab4de38b
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6f6163dc-a801-416c-86e9-ce857d71c24d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/0af93aed-bb3e-4ce7-ad77-a41139c7e7c5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/616cd160-2f18-47f4-a814-a93179ce0c84
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ce2dbe33-9e13-47bb-91bf-00cf799ac34c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/79c48123-b0d4-4d01-b511-0ce999f3161c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/44985078-6f4c-42b2-bceb-a37ea224b21d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/87543f4e-9f38-4cf3-bcbf-066f3b76423e
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ec410a76-f890-4012-8863-b82f2c75527c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3c209873-c757-47bb-91b5-9b6dc05df116
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/c69587b4-05d3-45bb-b79b-9b85e6603fc2
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/78c4dcf0-f69c-4f1d-b61c-4c271bd8c632
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d329b1ed-6e7a-400e-bca2-7c1936fbfbcb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/51317990-9672-4635-bd76-7882718af136
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/66d47084-9437-48b2-819b-c4c8214ed650
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/946c1229-1171-40d4-82cc-fe3f483ca100
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e0ab7e9a-4f38-4077-bf5f-a65ec483d5ce
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/b895bd42-0009-4815-a150-eb9eb5caec21
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ad05c2bf-3905-4e4c-bd56-6fcfdebc994c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ff1932ed-7889-45ae-8a6d-1734e8e3117f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d97c894e-d330-4bd3-b8ba-138fc11855ee
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7b1ab171-caed-4561-89e4-b214396b1ae8
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a1816dfd-dbdc-4499-bef3-ff81dd895b33
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/63f224ea-d889-42ea-b3ef-730ef78c7176
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/626326d5-1cee-4729-9381-3debc87ddac4
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6a609f8f-1451-4102-ad2d-62c5270e1237
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bb5d9cf2-a5d7-481b-9fd6-d56fa3a47ae0
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a3e7ebba-5183-4df8-9203-35b9b9b8f4fa
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/cb871f4d-d878-43f6-97a2-b334824146fd
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4a112f96-72c1-47f3-aa61-4b34ea415701
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/99095ca0-1218-462d-9e95-79e334ba8b63
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/eee58e6d-4587-42f0-b9a0-fe055cfe2044
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2cc75284-f385-42d6-9b70-8262bc6c603a
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fd4386c5-96f0-4c6e-970c-c08729ae0cc6
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/abbf6f61-04eb-4e1a-9694-05ba28ac38bf
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bee296bc-48f7-4df6-bd2c-8616c8a6c8de
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6055a4be-3f41-47e3-acd1-0535fa17e04c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/b483124c-180c-4d3a-8b7c-72e4e7a5b49b
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fd33c66c-70c4-40e6-b87c-5495bd3bf26e
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/517f678e-001b-4985-acb4-9edc3500d74c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2618f336-8e71-4666-83b5-f368edb0906d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/b02b38c4-d46d-44da-9479-1310060bd74d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e8488824-3865-4d2a-97e9-fe4647d6add3
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ae699de1-0746-4fe2-86f0-17770db7790d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/656ae836-2075-459f-8967-03706d4ac2bb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a727b46f-880a-4acb-9138-b7531b9d4121
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d857c918-6907-4047-bbde-9a217b4474a3
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/65715f7a-c791-416b-b88a-2933a1c81647
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/301bcf97-4444-461d-82a5-78f3830f9185
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/dda26251-7331-41fd-871f-1106ca468189
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/af59d780-71ca-4f3b-b343-3dacd17546b8
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/fd6d2981-3d4a-4ce2-9741-cfc98c5b74bd
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e87ec79a-c9ff-46f5-84fa-7a0f394cdf40
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/36dc2bd2-3d9a-4a84-ad70-918a539c4311
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/e8ef317f-c880-4c7a-929f-e08053f976bb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d86595cb-0c68-4d98-aea8-32269da7eef5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/aba1f05b-f312-47d8-be71-7c574134de8f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4fb7c7aa-9f19-4cc3-9e19-64ce564f22f5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4bf59dde-8a03-483f-976a-45764f1e6d6f
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/3fc4af68-4d22-4be0-82d7-fa7267577612
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/367165b1-fb00-4e55-a8ba-99b2510718b6
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4b2db903-cd8e-48ce-97fb-a92db4def54e
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/97b890ff-acd7-46ad-8d3a-4186f4d42bbf
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2d823e3d-7b19-46d9-88a8-31bacac76a5d
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/7bf0c60a-9303-414b-a43c-21c28a98d4ff
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/294cf13e-4fdf-4cb8-bb6b-31b9da7f4819
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/905b6acd-377b-46b9-9d80-e47e9ca789ca
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/afa14e38-5973-4cce-a077-f796c1ced2cc
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/1fce1197-3a5b-45b7-8797-575cd3b57a01
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/4fbe31ec-9027-4576-a9d9-b89fa40a46b6
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/17ef492d-0667-4741-99db-bcb1b17159aa
tfidf,Yerevan State University,Information Systems Development,Master,IT Support / Admin / ERP + Software Engineering,http://data.europa.eu/esco/skill/ef761689-876b-47fa-b83c-aa1e7b092fe1
