experiment,method,input_type,matching,experiment_label,university,program,degree,relevant_roles,n_program_skills,n_job_skills,n_overlap,full_coverage_pct,n_gap,n_surplus,role_coverage_pct,role_n_overlap,role_n_job_skills,role_n_gap,role_n_surplus,core_role_coverage_pct,core_n_job_skills,core_n_overlap,core_n_gap,n_foundational,n_surplus_clean,weighted_core_coverage_pct
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,97,1492,6,0.4,1486,91,,,,,,,,,,0,,
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,General Education,General,unmapped,83,1492,14,0.94,1478,69,,,,,,,,,,0,,
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",167,1492,19,1.27,1473,148,1.86,8.0,430.0,422.0,159.0,2.94,68.0,2.0,66.0,13,152.0,2.65
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Armenian State Pedagogical University,Informatics,Bachelor,"Software Engineering, IT Support / Admin / ERP",74,1492,33,2.21,1459,41,3.24,26.0,803.0,777.0,48.0,10.94,64.0,7.0,57.0,15,52.0,28.9
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Armenian State Pedagogical University,Informatics,Master,"IT Support / Admin / ERP, Software Engineering",25,1492,14,0.94,1478,11,1.62,13.0,803.0,790.0,12.0,4.69,64.0,3.0,61.0,2,20.0,7.9
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Armenian State University of Economics,Applied Statistics and Data Science,Master,Data / ML / AI,29,1492,13,0.87,1479,16,3.82,13.0,340.0,327.0,16.0,21.88,32.0,7.0,25.0,2,20.0,35.32
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Armenian State University of Economics,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",90,1492,74,4.96,1418,16,6.72,54.0,803.0,749.0,36.0,17.19,64.0,11.0,53.0,3,76.0,37.07
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Armenian State University of Economics,Information Technology in Business,Master,"IT Support / Admin / ERP, Technical Management, Software Engineering",39,1492,31,2.08,1461,8,2.59,23.0,889.0,866.0,16.0,11.9,84.0,10.0,74.0,2,27.0,26.32
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",173,1492,33,2.21,1459,140,2.92,21.0,720.0,699.0,152.0,3.53,85.0,3.0,82.0,11,159.0,2.47
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",166,1492,51,3.42,1441,115,4.17,30.0,720.0,690.0,136.0,5.88,85.0,5.0,80.0,5,156.0,10.58
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",250,1492,38,2.55,1454,212,2.55,38.0,1492.0,1454.0,212.0,4.18,335.0,14.0,321.0,55,181.0,22.85
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",121,1492,11,0.74,1481,110,0.74,11.0,1492.0,1481.0,110.0,0.6,335.0,2.0,333.0,26,93.0,6.07
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Information Security,Bachelor,Security,146,1492,45,3.02,1447,101,14.29,14.0,98.0,84.0,132.0,14.29,98.0,14.0,84.0,20,112.0,20.14
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",206,1492,67,4.49,1425,139,4.61,37.0,803.0,766.0,169.0,9.38,64.0,6.0,58.0,10,190.0,17.86
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",136,1492,39,2.61,1453,97,3.61,29.0,803.0,774.0,107.0,6.25,64.0,4.0,60.0,15,117.0,9.43
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",189,1492,69,4.62,1423,120,4.62,69.0,1492.0,1423.0,120.0,10.75,335.0,36.0,299.0,17,136.0,22.31
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",274,1492,85,5.7,1407,189,10.47,72.0,688.0,616.0,202.0,35.59,59.0,21.0,38.0,40,213.0,49.4
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",286,1492,91,6.1,1401,195,9.74,67.0,688.0,621.0,219.0,40.68,59.0,24.0,35.0,27,235.0,51.57
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",127,1492,14,0.94,1478,113,1.61,9.0,560.0,551.0,118.0,4.62,65.0,3.0,62.0,3,121.0,18.04
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",335,1492,85,5.7,1407,250,5.7,85.0,1492.0,1407.0,250.0,9.55,335.0,32.0,303.0,45,258.0,24.15
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",181,1492,64,4.29,1428,117,4.29,64.0,1492.0,1428.0,117.0,8.96,335.0,30.0,305.0,20,131.0,16.08
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",281,1492,66,4.42,1426,215,5.11,41.0,803.0,762.0,240.0,9.38,64.0,6.0,58.0,38,237.0,8.71
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",163,1492,57,3.82,1435,106,5.58,24.0,430.0,406.0,139.0,13.24,68.0,9.0,59.0,2,152.0,15.89
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",291,1492,43,2.88,1449,248,2.88,43.0,1492.0,1449.0,248.0,4.18,335.0,14.0,321.0,81,196.0,16.87
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",430,1492,100,6.7,1392,330,6.7,100.0,1492.0,1392.0,330.0,12.84,335.0,43.0,292.0,69,318.0,27.55
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",183,1492,40,2.68,1452,143,4.45,37.0,831.0,794.0,146.0,19.3,57.0,11.0,46.0,19,153.0,21.14
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,340,1492,31,2.08,1461,309,7.06,24.0,340.0,316.0,316.0,28.12,32.0,9.0,23.0,54,277.0,52.52
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,238,1492,37,2.48,1455,201,8.24,28.0,340.0,312.0,210.0,21.88,32.0,7.0,25.0,33,198.0,45.41
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Blockchain and Digital Currencies,Master,unmapped,51,1492,17,1.14,1475,34,,,,,,,,,,0,,
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,360,1492,20,1.34,1472,340,3.24,11.0,340.0,329.0,349.0,18.75,32.0,6.0,26.0,46,308.0,33.03
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Data Science in Business,Master,Data / ML / AI,193,1492,55,3.69,1437,138,12.35,42.0,340.0,298.0,151.0,37.5,32.0,12.0,20.0,18,163.0,56.88
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",176,1492,20,1.34,1472,156,1.81,15.0,831.0,816.0,161.0,5.26,57.0,3.0,54.0,52,121.0,5.75
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",336,1492,25,1.68,1467,311,1.68,25.0,1492.0,1467.0,311.0,4.18,335.0,14.0,321.0,91,231.0,14.46
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",347,1492,26,1.74,1466,321,1.74,26.0,1492.0,1466.0,321.0,4.18,335.0,14.0,321.0,92,241.0,15.19
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Information Security,Bachelor,Security,340,1492,32,2.14,1460,308,9.18,9.0,98.0,89.0,331.0,9.18,98.0,9.0,89.0,81,250.0,14.58
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",196,1492,60,4.02,1432,136,5.35,43.0,803.0,760.0,153.0,12.5,64.0,8.0,56.0,18,170.0,26.39
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",216,1492,55,3.69,1437,161,5.12,22.0,430.0,408.0,194.0,8.82,68.0,6.0,62.0,18,192.0,12.25
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",197,1492,51,3.42,1441,146,3.46,26.0,751.0,725.0,171.0,9.52,63.0,6.0,57.0,21,170.0,13.06
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",191,1492,18,1.21,1474,173,1.68,14.0,831.0,817.0,177.0,5.26,57.0,3.0,54.0,36,152.0,5.75
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,489,1492,27,1.81,1465,462,3.52,5.0,142.0,137.0,484.0,5.45,55.0,3.0,52.0,34,452.0,7.56
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",48,1492,106,7.1,1386,18,7.1,106.0,1492.0,1386.0,18.0,10.15,335.0,34.0,301.0,9,25.0,13.28
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",56,1492,102,6.84,1390,14,6.84,102.0,1492.0,1390.0,14.0,8.96,335.0,30.0,305.0,5,30.0,9.79
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,Data Science,Bachelor,Data / ML / AI,34,1492,60,4.02,1432,10,11.47,39.0,340.0,301.0,13.0,28.12,32.0,9.0,23.0,4,21.0,25.0
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,Engineering Sciences,Bachelor,unmapped,29,1492,35,2.35,1457,17,,,,,,,,,,0,,
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,16,1492,9,0.6,1483,12,,,,,,,,,,0,,
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,General Education,General,unmapped,19,1492,47,3.15,1445,7,,,,,,,,,,0,,
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",36,1492,54,3.62,1438,16,4.42,19.0,430.0,411.0,19.0,4.41,68.0,3.0,65.0,0,33.0,3.97
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Armenian State Pedagogical University,Informatics,Bachelor,"Software Engineering, IT Support / Admin / ERP",72,1492,128,8.58,1364,24,10.46,84.0,803.0,719.0,28.0,21.88,64.0,14.0,50.0,15,46.0,34.74
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Armenian State Pedagogical University,Informatics,Master,"IT Support / Admin / ERP, Software Engineering",21,1492,59,3.95,1433,2,5.35,43.0,803.0,760.0,6.0,7.81,64.0,5.0,59.0,2,15.0,5.92
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Armenian State University of Economics,Applied Statistics and Data Science,Master,Data / ML / AI,29,1492,49,3.28,1443,7,12.35,42.0,340.0,298.0,9.0,31.25,32.0,10.0,22.0,1,17.0,40.6
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Armenian State University of Economics,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",83,1492,242,16.22,1250,3,17.19,138.0,803.0,665.0,11.0,21.88,64.0,14.0,50.0,3,67.0,39.41
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Armenian State University of Economics,Information Technology in Business,Master,"IT Support / Admin / ERP, Technical Management, Software Engineering",35,1492,91,6.1,1401,3,7.54,67.0,889.0,822.0,3.0,10.71,84.0,9.0,75.0,2,24.0,15.37
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",24,1492,63,4.22,1429,6,3.47,25.0,720.0,695.0,10.0,2.35,85.0,2.0,83.0,0,22.0,0.71
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",18,1492,66,4.42,1426,3,3.33,24.0,720.0,696.0,7.0,3.53,85.0,3.0,82.0,0,15.0,0.88
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",36,1492,58,3.89,1434,15,3.89,58.0,1492.0,1434.0,15.0,3.88,335.0,13.0,322.0,4,22.0,4.19
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",27,1492,24,1.61,1468,16,1.61,24.0,1492.0,1468.0,16.0,1.19,335.0,4.0,331.0,7,17.0,1.11
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Information Security,Bachelor,Security,27,1492,100,6.7,1392,4,10.2,10.0,98.0,88.0,21.0,10.2,98.0,10.0,88.0,2,19.0,11.11
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",26,1492,77,5.16,1415,6,4.86,39.0,803.0,764.0,10.0,3.12,64.0,2.0,62.0,0,24.0,2.42
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",25,1492,50,3.35,1442,8,2.24,18.0,803.0,785.0,14.0,0.0,64.0,0.0,64.0,3,22.0,0.0
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",22,1492,68,4.56,1424,4,4.56,68.0,1492.0,1424.0,4.0,5.67,335.0,19.0,316.0,3,10.0,6.42
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",44,1492,113,7.57,1379,10,9.3,64.0,688.0,624.0,16.0,18.64,59.0,11.0,48.0,4,34.0,11.84
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",51,1492,130,8.71,1362,11,8.87,61.0,688.0,627.0,19.0,18.64,59.0,11.0,48.0,3,42.0,12.52
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",21,1492,24,1.61,1468,14,2.32,13.0,560.0,547.0,16.0,3.08,65.0,2.0,63.0,0,19.0,4.3
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",58,1492,89,5.97,1403,23,5.97,89.0,1492.0,1403.0,23.0,8.66,335.0,29.0,306.0,3,37.0,14.08
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",35,1492,79,5.29,1413,12,5.29,79.0,1492.0,1413.0,12.0,8.66,335.0,29.0,306.0,2,20.0,6.74
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",45,1492,79,5.29,1413,19,5.48,44.0,803.0,759.0,26.0,4.69,64.0,3.0,61.0,2,40.0,1.35
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",30,1492,69,4.62,1423,12,5.81,25.0,430.0,405.0,15.0,5.88,68.0,4.0,64.0,0,25.0,4.97
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",44,1492,62,4.16,1430,23,4.16,62.0,1492.0,1430.0,23.0,2.99,335.0,10.0,325.0,11,25.0,8.58
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",54,1492,91,6.1,1401,18,6.1,91.0,1492.0,1401.0,18.0,6.57,335.0,22.0,313.0,9,27.0,10.1
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",29,1492,58,3.89,1434,3,5.05,42.0,831.0,789.0,4.0,10.53,57.0,6.0,51.0,3,19.0,6.1
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,69,1492,53,3.55,1439,44,9.41,32.0,340.0,308.0,51.0,21.88,32.0,7.0,25.0,7,54.0,33.94
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,41,1492,50,3.35,1442,19,9.12,31.0,340.0,309.0,22.0,25.0,32.0,8.0,24.0,4,28.0,36.24
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Blockchain and Digital Currencies,Master,unmapped,19,1492,20,1.34,1472,9,,,,,,,,,,0,,
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,98,1492,90,6.03,1402,61,8.82,30.0,340.0,310.0,77.0,18.75,32.0,6.0,26.0,6,84.0,16.51
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Data Science in Business,Master,Data / ML / AI,33,1492,73,4.89,1419,9,11.76,40.0,340.0,300.0,12.0,28.12,32.0,9.0,23.0,1,20.0,41.06
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",40,1492,66,4.42,1426,16,4.93,41.0,831.0,790.0,19.0,8.77,57.0,5.0,52.0,6,30.0,5.34
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",88,1492,65,4.36,1427,61,4.36,65.0,1492.0,1427.0,61.0,4.78,335.0,16.0,319.0,15,60.0,4.99
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",90,1492,65,4.36,1427,63,4.36,65.0,1492.0,1427.0,63.0,4.78,335.0,16.0,319.0,15,62.0,4.99
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Information Security,Bachelor,Security,77,1492,81,5.43,1411,47,11.22,11.0,98.0,87.0,71.0,11.22,98.0,11.0,87.0,14,57.0,11.81
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",46,1492,119,7.98,1373,11,7.97,64.0,803.0,739.0,14.0,10.94,64.0,7.0,57.0,3,37.0,9.16
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",39,1492,94,6.3,1398,9,9.07,39.0,430.0,391.0,14.0,11.76,68.0,8.0,60.0,3,30.0,12.91
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",41,1492,87,5.83,1405,13,4.66,35.0,751.0,716.0,20.0,3.17,63.0,2.0,61.0,5,34.0,2.42
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",38,1492,42,2.82,1450,16,3.73,31.0,831.0,800.0,19.0,8.77,57.0,5.0,52.0,6,28.0,5.34
TFIDF_names_semantic,TFIDF,names,semantic,TF-IDF on names (semantic),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,98,1492,92,6.17,1400,61,8.45,12.0,142.0,130.0,85.0,5.45,55.0,3.0,52.0,2,90.0,4.07
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",38,1492,68,4.56,1424,14,4.56,68.0,1492.0,1424.0,14.0,5.67,335.0,19.0,316.0,6,22.0,7.02
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",58,1492,74,4.96,1418,14,4.96,74.0,1492.0,1418.0,14.0,5.67,335.0,19.0,316.0,7,36.0,5.4
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,Data Science,Bachelor,Data / ML / AI,55,1492,49,3.28,1443,22,9.71,33.0,340.0,307.0,26.0,28.12,32.0,9.0,23.0,4,38.0,22.71
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,Engineering Sciences,Bachelor,unmapped,36,1492,35,2.35,1457,22,,,,,,,,,,0,,
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,54,1492,16,1.07,1476,43,,,,,,,,,,0,,
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,General Education,General,unmapped,36,1492,31,2.08,1461,22,,,,,,,,,,0,,
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",64,1492,73,4.89,1419,26,6.98,30.0,430.0,400.0,35.0,7.35,68.0,5.0,63.0,0,58.0,6.62
KeyBERT_names_semantic,KeyBERT,names,semantic,KeyBERT on names (semantic),Armenian State Pedagogical University,Informatics,Bachelor,"Software Engineering, IT Support / Admin / ERP",71,1492,122,8.18,1370,24,10.34,83.0,803.0,720.0,27.0,23.44,64.0,15.0,49.0,15,45.0,38.06
