experiment,method,input_type,matching,experiment_label,university,program,degree,relevant_roles,n_program_skills,n_job_skills,n_overlap,full_coverage_pct,n_gap,n_surplus,role_coverage_pct,role_n_overlap,role_n_job_skills,role_n_gap,role_n_surplus,core_role_coverage_pct,core_n_job_skills,core_n_overlap,core_n_gap,n_foundational,n_surplus_clean,weighted_core_coverage_pct
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",356,3641,42,1.15,3599,314,1.15,42.0,3641.0,3599.0,314.0,3.17,410.0,13.0,397.0,31,312.0,10.6
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",484,3641,52,1.43,3589,432,1.43,52.0,3641.0,3589.0,432.0,2.68,410.0,11.0,399.0,33,440.0,8.99
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,Data Science,Bachelor,Data / ML / AI,278,3641,30,0.82,3611,248,2.23,17.0,764.0,747.0,261.0,41.67,12.0,5.0,7.0,11,262.0,53.4
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,Engineering Sciences,Bachelor,unmapped,276,3641,15,0.41,3626,261,,,,,,,,,,0,,
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,204,3641,14,0.38,3627,190,,,,,,,,,,0,,
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,General Education,General,unmapped,242,3641,22,0.6,3619,220,,,,,,,,,,0,,
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",272,3641,32,0.88,3609,240,0.73,5.0,684.0,679.0,267.0,0.0,25.0,0.0,25.0,7,265.0,0.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Armenian State Pedagogical University,Informatics,Bachelor,"Software Engineering, IT Support / Admin / ERP",129,3641,23,0.63,3618,106,0.97,18.0,1853.0,1835.0,111.0,8.33,24.0,2.0,22.0,22,105.0,14.22
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Armenian State Pedagogical University,Informatics,Master,"IT Support / Admin / ERP, Software Engineering",45,3641,11,0.3,3630,34,0.54,10.0,1853.0,1843.0,35.0,0.0,24.0,0.0,24.0,2,43.0,0.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Armenian State University of Economics,Applied Statistics and Data Science,Master,Data / ML / AI,68,3641,10,0.27,3631,58,1.18,9.0,764.0,755.0,59.0,41.67,12.0,5.0,7.0,1,62.0,50.49
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Armenian State University of Economics,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",129,3641,56,1.54,3585,73,2.27,42.0,1853.0,1811.0,87.0,12.5,24.0,3.0,21.0,4,122.0,16.81
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Armenian State University of Economics,Information Technology in Business,Master,"IT Support / Admin / ERP, Technical Management, Software Engineering",61,3641,21,0.58,3620,40,0.86,18.0,2087.0,2069.0,43.0,9.68,31.0,3.0,28.0,2,56.0,12.12
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",183,3641,28,0.77,3613,155,1.26,22.0,1742.0,1720.0,161.0,4.17,48.0,2.0,46.0,8,173.0,7.67
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",143,3641,30,0.82,3611,113,1.09,19.0,1742.0,1723.0,124.0,0.0,48.0,0.0,48.0,2,141.0,0.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",236,3641,29,0.8,3612,207,0.8,29.0,3641.0,3612.0,207.0,1.46,410.0,6.0,404.0,29,201.0,7.52
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",125,3641,8,0.22,3633,117,0.22,8.0,3641.0,3633.0,117.0,0.0,410.0,0.0,410.0,13,112.0,0.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Information Security,Bachelor,Security,140,3641,28,0.77,3613,112,3.92,6.0,153.0,147.0,134.0,3.92,153.0,6.0,147.0,11,123.0,5.36
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",246,3641,48,1.32,3593,198,1.83,34.0,1853.0,1819.0,212.0,8.33,24.0,2.0,22.0,2,242.0,4.74
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",151,3641,28,0.77,3613,123,1.03,19.0,1853.0,1834.0,132.0,8.33,24.0,2.0,22.0,6,143.0,8.62
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",187,3641,43,1.18,3598,144,1.18,43.0,3641.0,3598.0,144.0,3.41,410.0,14.0,396.0,7,166.0,12.55
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",298,3641,62,1.7,3579,236,2.85,51.0,1788.0,1737.0,247.0,20.0,40.0,8.0,32.0,21,269.0,29.81
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",272,3641,58,1.59,3583,214,2.29,41.0,1788.0,1747.0,231.0,10.0,40.0,4.0,36.0,13,255.0,18.7
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",140,3641,9,0.25,3632,131,0.36,4.0,1105.0,1101.0,136.0,0.0,28.0,0.0,28.0,1,139.0,0.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",439,3641,55,1.51,3586,384,1.51,55.0,3641.0,3586.0,384.0,2.68,410.0,11.0,399.0,28,400.0,11.68
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",171,3641,28,0.77,3613,143,0.77,28.0,3641.0,3613.0,143.0,1.95,410.0,8.0,402.0,10,153.0,6.44
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",448,3641,64,1.76,3577,384,2.37,44.0,1853.0,1809.0,404.0,8.33,24.0,2.0,22.0,26,420.0,11.21
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",180,3641,44,1.21,3597,136,1.75,12.0,684.0,672.0,168.0,16.0,25.0,4.0,21.0,1,175.0,19.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",390,3641,39,1.07,3602,351,1.07,39.0,3641.0,3602.0,351.0,1.46,410.0,6.0,404.0,62,322.0,6.51
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",471,3641,63,1.73,3578,408,1.73,63.0,3641.0,3578.0,408.0,3.66,410.0,15.0,395.0,53,403.0,11.88
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",195,3641,32,0.88,3609,163,1.24,27.0,2177.0,2150.0,168.0,10.53,19.0,2.0,17.0,13,180.0,12.88
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,578,3641,44,1.21,3597,534,3.4,26.0,764.0,738.0,552.0,33.33,12.0,4.0,8.0,25,549.0,43.69
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,284,3641,26,0.71,3615,258,2.09,16.0,764.0,748.0,268.0,41.67,12.0,5.0,7.0,15,264.0,49.51
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Blockchain and Digital Currencies,Master,unmapped,135,3641,18,0.49,3623,117,,,,,,,,,,0,,
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,613,3641,31,0.85,3610,582,2.62,20.0,764.0,744.0,593.0,25.0,12.0,3.0,9.0,25,585.0,28.16
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Data Science in Business,Master,Data / ML / AI,208,3641,42,1.15,3599,166,3.4,26.0,764.0,738.0,182.0,50.0,12.0,6.0,6.0,5,197.0,52.43
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",283,3641,17,0.47,3624,266,0.73,16.0,2177.0,2161.0,267.0,10.53,19.0,2.0,17.0,28,253.0,11.86
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",612,3641,36,0.99,3605,576,0.99,36.0,3641.0,3605.0,576.0,2.68,410.0,11.0,399.0,56,545.0,13.62
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",624,3641,33,0.91,3608,591,0.91,33.0,3641.0,3608.0,591.0,2.44,410.0,10.0,400.0,45,569.0,10.07
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Information Security,Bachelor,Security,567,3641,43,1.18,3598,524,8.5,13.0,153.0,140.0,554.0,8.5,153.0,13.0,140.0,40,514.0,9.52
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",286,3641,49,1.35,3592,237,1.83,34.0,1853.0,1819.0,252.0,16.67,24.0,4.0,20.0,5,277.0,39.22
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",289,3641,35,0.96,3606,254,2.19,15.0,684.0,669.0,274.0,8.0,25.0,2.0,23.0,6,281.0,8.0
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",286,3641,36,0.99,3605,250,1.17,22.0,1874.0,1852.0,264.0,9.68,31.0,3.0,28.0,16,267.0,16.88
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",273,3641,15,0.41,3626,258,0.51,11.0,2177.0,2166.0,262.0,5.26,19.0,1.0,18.0,24,248.0,7.8
KeyBERT_desc_exact,KeyBERT,desc,exact,KeyBERT on descriptions (exact),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,732,3641,29,0.8,3612,703,4.38,11.0,251.0,240.0,721.0,4.88,41.0,2.0,39.0,19,711.0,5.21
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",268,1492,64,4.29,1428,204,4.29,64.0,1492.0,1428.0,204.0,9.25,335.0,31.0,304.0,55,182.0,25.14
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",290,1492,80,5.36,1412,210,5.36,80.0,1492.0,1412.0,210.0,8.96,335.0,30.0,305.0,45,215.0,24.98
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,Data Science,Bachelor,Data / ML / AI,169,1492,52,3.49,1440,117,12.35,42.0,340.0,298.0,127.0,43.75,32.0,14.0,18.0,16,139.0,64.45
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,Engineering Sciences,Bachelor,unmapped,183,1492,17,1.14,1475,166,,,,,,,,,,0,,
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,73,1492,6,0.4,1486,67,,,,,,,,,,0,,
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,General Education,General,unmapped,97,1492,20,1.34,1472,77,,,,,,,,,,0,,
LLM_names_exact,LLM,names,exact,LLM on names (exact),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",155,1492,44,2.95,1448,111,5.81,25.0,430.0,405.0,130.0,5.88,68.0,4.0,64.0,12,139.0,8.61
LLM_names_exact,LLM,names,exact,LLM on names (exact),Armenian State Pedagogical University,Informatics,Bachelor,"Software Engineering, IT Support / Admin / ERP",72,1492,32,2.14,1460,40,3.11,25.0,803.0,778.0,47.0,9.38,64.0,6.0,58.0,15,51.0,25.58
LLM_names_exact,LLM,names,exact,LLM on names (exact),Armenian State Pedagogical University,Informatics,Master,"IT Support / Admin / ERP, Software Engineering",21,1492,12,0.8,1480,9,1.37,11.0,803.0,792.0,10.0,3.12,64.0,2.0,62.0,2,17.0,4.58
LLM_names_exact,LLM,names,exact,LLM on names (exact),Armenian State University of Economics,Applied Statistics and Data Science,Master,Data / ML / AI,29,1492,13,0.87,1479,16,3.82,13.0,340.0,327.0,16.0,21.88,32.0,7.0,25.0,2,20.0,35.32
LLM_names_exact,LLM,names,exact,LLM on names (exact),Armenian State University of Economics,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",88,1492,72,4.83,1420,16,6.48,52.0,803.0,751.0,36.0,15.62,64.0,10.0,54.0,3,75.0,33.75
LLM_names_exact,LLM,names,exact,LLM on names (exact),Armenian State University of Economics,Information Technology in Business,Master,"IT Support / Admin / ERP, Technical Management, Software Engineering",37,1492,29,1.94,1463,8,2.36,21.0,889.0,868.0,16.0,9.52,84.0,8.0,76.0,2,27.0,22.28
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",113,1492,24,1.61,1468,89,2.5,18.0,720.0,702.0,95.0,3.53,85.0,3.0,82.0,9,101.0,0.79
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",103,1492,28,1.88,1464,75,2.36,17.0,720.0,703.0,86.0,2.35,85.0,2.0,83.0,7,94.0,6.61
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",163,1492,29,1.94,1463,134,1.94,29.0,1492.0,1463.0,134.0,2.39,335.0,8.0,327.0,34,121.0,17.16
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",78,1492,7,0.47,1485,71,0.47,7.0,1492.0,1485.0,71.0,0.3,335.0,1.0,334.0,18,59.0,0.57
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Information Security,Bachelor,Security,102,1492,41,2.75,1451,61,12.24,12.0,98.0,86.0,90.0,12.24,98.0,12.0,86.0,16,74.0,21.53
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",150,1492,40,2.68,1452,110,3.24,26.0,803.0,777.0,124.0,6.25,64.0,4.0,60.0,12,134.0,11.4
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",91,1492,28,1.88,1464,63,2.37,19.0,803.0,784.0,72.0,3.12,64.0,2.0,62.0,12,77.0,7.72
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",127,1492,52,3.49,1440,75,3.49,52.0,1492.0,1440.0,75.0,5.07,335.0,17.0,318.0,17,93.0,16.87
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",178,1492,55,3.69,1437,123,6.98,48.0,688.0,640.0,130.0,22.03,59.0,13.0,46.0,41,124.0,35.01
LLM_names_exact,LLM,names,exact,LLM on names (exact),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",180,1492,68,4.56,1424,112,6.69,46.0,688.0,642.0,134.0,25.42,59.0,15.0,44.0,27,138.0,41.45
LLM_names_exact,LLM,names,exact,LLM on names (exact),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",69,1492,7,0.47,1485,62,0.89,5.0,560.0,555.0,64.0,3.08,65.0,2.0,63.0,2,65.0,15.12
LLM_names_exact,LLM,names,exact,LLM on names (exact),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",187,1492,39,2.61,1453,148,2.61,39.0,1492.0,1453.0,148.0,4.48,335.0,15.0,320.0,34,138.0,13.66
LLM_names_exact,LLM,names,exact,LLM on names (exact),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",102,1492,31,2.08,1461,71,2.08,31.0,1492.0,1461.0,71.0,3.88,335.0,13.0,322.0,13,76.0,9.12
LLM_names_exact,LLM,names,exact,LLM on names (exact),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",153,1492,37,2.48,1455,116,3.24,26.0,803.0,777.0,127.0,4.69,64.0,3.0,61.0,27,123.0,6.01
LLM_names_exact,LLM,names,exact,LLM on names (exact),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",102,1492,46,3.08,1446,56,4.88,21.0,430.0,409.0,81.0,10.29,68.0,7.0,61.0,5,90.0,15.56
LLM_names_exact,LLM,names,exact,LLM on names (exact),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",180,1492,24,1.61,1468,156,1.61,24.0,1492.0,1468.0,156.0,2.39,335.0,8.0,327.0,58,114.0,12.71
LLM_names_exact,LLM,names,exact,LLM on names (exact),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",281,1492,60,4.02,1432,221,4.02,60.0,1492.0,1432.0,221.0,7.46,335.0,25.0,310.0,59,197.0,19.57
LLM_names_exact,LLM,names,exact,LLM on names (exact),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",106,1492,27,1.81,1465,79,3.01,25.0,831.0,806.0,81.0,12.28,57.0,7.0,50.0,20,79.0,15.45
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,215,1492,25,1.68,1467,190,5.88,20.0,340.0,320.0,195.0,21.88,32.0,7.0,25.0,39,169.0,44.04
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,147,1492,34,2.28,1458,113,8.53,29.0,340.0,311.0,118.0,40.62,32.0,13.0,19.0,17,117.0,60.32
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Blockchain and Digital Currencies,Master,unmapped,69,1492,13,0.87,1479,56,,,,,,,,,,0,,
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,237,1492,25,1.68,1467,212,4.12,14.0,340.0,326.0,223.0,15.62,32.0,5.0,27.0,36,196.0,29.13
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Data Science in Business,Master,Data / ML / AI,102,1492,49,3.28,1443,53,10.59,36.0,340.0,304.0,66.0,50.0,32.0,16.0,16.0,14,72.0,61.7
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",133,1492,20,1.34,1472,113,1.68,14.0,831.0,817.0,119.0,5.26,57.0,3.0,54.0,30,100.0,11.37
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",195,1492,31,2.08,1461,164,2.08,31.0,1492.0,1461.0,164.0,3.28,335.0,11.0,324.0,56,128.0,16.08
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",200,1492,26,1.74,1466,174,1.74,26.0,1492.0,1466.0,174.0,2.69,335.0,9.0,326.0,59,132.0,18.49
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Information Security,Bachelor,Security,221,1492,40,2.68,1452,181,11.22,11.0,98.0,87.0,210.0,11.22,98.0,11.0,87.0,55,155.0,16.67
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",135,1492,61,4.09,1431,74,5.35,43.0,803.0,760.0,92.0,15.62,64.0,10.0,54.0,10,115.0,38.96
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",139,1492,58,3.89,1434,81,5.35,23.0,430.0,407.0,116.0,11.76,68.0,8.0,60.0,10,121.0,15.56
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",141,1492,42,2.82,1450,99,2.66,20.0,751.0,731.0,121.0,7.94,63.0,5.0,58.0,27,109.0,11.96
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",114,1492,14,0.94,1478,100,1.44,12.0,831.0,819.0,102.0,5.26,57.0,3.0,54.0,32,79.0,11.37
LLM_names_exact,LLM,names,exact,LLM on names (exact),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,301,1492,30,2.01,1462,271,3.52,5.0,142.0,137.0,296.0,5.45,55.0,3.0,52.0,24,274.0,7.56
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",347,1492,44,2.95,1448,303,2.95,44.0,1492.0,1448.0,303.0,6.87,335.0,23.0,312.0,74,250.0,10.77
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",363,1492,62,4.16,1430,301,4.16,62.0,1492.0,1430.0,301.0,7.46,335.0,25.0,310.0,50,288.0,12.87
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,Data Science,Bachelor,Data / ML / AI,218,1492,41,2.75,1451,177,10.0,34.0,340.0,306.0,184.0,46.88,32.0,15.0,17.0,18,185.0,56.42
LLM_desc_exact,LLM,desc,exact,LLM on descriptions (exact),American University of Armenia,Engineering Sciences,Bachelor,unmapped,206,1492,8,0.54,1484,198,,,,,,,,,,0,,
