university,program,degree,gap_skill,job_frequency,relevant_roles
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Adobe Photoshop,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Calibre DRC,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Grafana,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Identity and Access Management,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,ISO 27001,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,TCP/IP,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Splunk,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Mobile-First Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Adobe Illustrator,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Penetration Testing,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Power Performance Area (PPA) Optimization,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Burp Suite,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Equipment Installation,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,LDAP,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,HDMI,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Threat Intelligence,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Application Security,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Floorplanning,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Network Security,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Datadog,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Cisco,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Account Management,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Master Data Management,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Angular,20,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,ABAP Core Data Services,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Test Planning,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Cybersecurity,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Web Application Testing,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Bug Bounty Programs,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Compliance,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,IT Governance,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Broadcast Equipment,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Hardware Troubleshooting,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Artificial Intelligence,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Quantitative Research Methods,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Low-Latency Systems,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"GRC (Governance, Risk & Compliance)",1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,AWS,73,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Verilog,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Retrieval-Augmented Generation,12,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,SAP Configuration,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,RTL Design,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Ansible,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Backend Development,25,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Tcl,15,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Mobile Application Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Selenium,11,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,E-Commerce,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,ASIC Design,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,NGFW Firewalls,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Microsoft System Center Configuration Manager,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Privilege Escalation,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,User Research,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Usability Testing,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Competitor Analysis,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,DevOps,16,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Web and Mobile Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Jira,19,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,System Design,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Print Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,TypeScript,78,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,VLSI,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,SoC Design,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Functional Testing,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,ETL,16,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,SAP Sales and Distribution,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Perl,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,macOS,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Conversion Rate Optimization,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Quality Assurance,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Data Center Infrastructure Management (DCIM),5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,UX Motion Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Digital Forensics,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,C#,38,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,VLANs,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Business Intelligence,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Prototyping,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Apache Airflow,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Computer Networking,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Compliance Frameworks,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Telecommunications,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Vulnerability Assessment,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,EM/IR Analysis,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Mobile Security,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Cadence Virtuoso,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Signal Integrity,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Natural Language Processing,11,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,UI Testing,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Access Control,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Cypress,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,MLOps,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Okta API Access Management,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Go,27,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Secure Architecture Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Social Media Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Observability,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Azure Virtual Desktop,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Redis,19,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,PrimeTime,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Software Testing,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Video Camera Operation,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,FastAPI,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Zabbix,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Postman,14,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Audio-Visual (AV) Infrastructure,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,UI Design,12,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Static Application Security Testing,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Test Pattern Generation,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Product Analytics,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Cable Installation,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Place and Route,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,System Testing,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,CI/CD Pipelines,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,React,60,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,SAP HANA,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Product Discovery,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,TensorFlow,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Kotlin,14,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Data Engineering,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,Landing Page Development,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
