university,program,degree,gap_skill,job_frequency,relevant_roles
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Adobe Photoshop,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Calibre DRC,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Grafana,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Identity and Access Management,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,ISO 27001,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Python,173,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,TCP/IP,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Splunk,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Mobile-First Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Adobe Illustrator,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Power Performance Area (PPA) Optimization,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Burp Suite,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Equipment Installation,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,LDAP,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,HDMI,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Application Security,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Floorplanning,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Datadog,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Cisco,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Account Management,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Angular,20,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,ABAP Core Data Services,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,CSS,23,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Cybersecurity,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Bug Bounty Programs,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Compliance,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,IT Governance,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Broadcast Equipment,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Hardware Troubleshooting,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Low-Latency Systems,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"GRC (Governance, Risk & Compliance)",1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Formal Verification,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Verilog,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Retrieval-Augmented Generation,12,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,SAP Configuration,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,RTL Design,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Ansible,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Backend Development,25,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Tcl,15,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Mobile Application Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Selenium,11,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,E-Commerce,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,ASIC Design,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,NGFW Firewalls,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Microsoft System Center Configuration Manager,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Privilege Escalation,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Usability Testing,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Competitor Analysis,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,DevOps,16,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Web and Mobile Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Jira,19,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Print Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,TypeScript,78,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,VLSI,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,SoC Design,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Functional Testing,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,HTML5,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,ETL,16,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,SAP Sales and Distribution,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Perl,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,macOS,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Conversion Rate Optimization,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Data Center Infrastructure Management (DCIM),5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,UX Motion Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Digital Forensics,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,C#,38,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,HTML,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,VLANs,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Business Intelligence,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,PHP,24,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Prototyping,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Apache Airflow,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Compliance Frameworks,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Telecommunications,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,EM/IR Analysis,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Mobile Security,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Cadence Virtuoso,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Signal Integrity,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,JavaScript,79,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Cypress,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Graphic Design,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,MLOps,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Okta API Access Management,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Go,27,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Secure Architecture Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Social Media Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Observability,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Azure Virtual Desktop,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Redis,19,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,PrimeTime,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Video Camera Operation,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,FastAPI,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Zabbix,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Postman,14,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Audio-Visual (AV) Infrastructure,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,UI Design,12,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Static Application Security Testing,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Test Pattern Generation,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Cable Installation,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Place and Route,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,React,60,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,SAP HANA,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Product Discovery,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Kotlin,14,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Landing Page Development,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Digital Design,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Windows OS,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Gate-Level Netlist Synthesis,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Confluence,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Midjourney,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Software Bill of Materials,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Infrastructure as Code,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,SAP Controlling,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,GitHub Actions,11,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Kali Linux,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,Static Timing Analysis,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,Microservices,36,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,CSS,21,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,Kubernetes,16,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,SAP Sales and Distribution,3,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,Apache Kafka,17,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,macOS,4,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,Hardware Troubleshooting,5,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,C#,33,"IT Support / Admin / ERP, Software Engineering"
National University of Architecture and Construction of Armenia,Information Systems,Bachelor,HTML,13,"IT Support / Admin / ERP, Software Engineering"
