course_id,university,program_name,program_name_en,program_code,degree_level,course_code,course_name_original,course_name_en,credits,component,semester,description,description_en,prerequisites,assessment,academic_year,source_url,source_language,notes
NPUA-0170,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Web – տեխնոլոգիաներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0171,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Արհեստական բանականության ծրագրա-գործիքային միջոցներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0172,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Ձեռնարկատիրությունը ծրագրային ճարտարագիտության ոլորտում,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0173,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Ձեռնարկատիրությունը տեղեկատվական տեխնոլոգիաների բնագավառում,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0174,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Գործողությունների հետազոտում,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0175,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Գերմեծ ինտեգրալ սխեմաների միջմիացումների մոդելավորում և օպտիմալացում,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0176,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Տեղեկատվության պաշտպանություն և անվտանգություն,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0177,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Մասնագիտացված հաշվողական միջոցներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0178,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Հաշվողական համակարգերի և ցանցերի ապարատածրագրային միջոցներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0179,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Տեղեկատվության մշակման և հաղորդման օպտոէլեկտրոնային տարրեր,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0180,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Ավտոմատացված նախագծման մաթեմատիկական մեթոդներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0181,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Էլեկտրոնային ավտոմատացված նախագծման ծրագրային գործիքային միջոցներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0182,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Ազդանշանների թվային մշակում,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0183,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Զուգահեռ ընթացակարգերի ծրագրավորում,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0184,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Ամպային հաշվարկներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0185,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Համակարգային վերլուծություն և գործընթացների մաթեմատիկական մոդելներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0186,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Հաշվողական միջոցների ժամանակակից էլեմենտային բազա,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0187,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Ավտոմատացված նախագծման համակարգեր,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0188,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Գերմեծ ինտեգրալ սխեմաների ֆիզիկական նախագծման ալգորիթմներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0189,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Master,,Գերմեծ ինտեգրալ սխեմաների ստուգման ալգորիթմներ,,,,,,,,,2025/2026,https://polytech.am/edu/master_software_engineering-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes; missing_credits: credit value absent on source page"
NPUA-0190,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ինֆորմատիկայի մաթեմատիկական Հիմունքներ,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0191,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրային ճարտարապետության մաթեմատիկական հիմունքներ,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0192,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ավտոմատների կիրառական տեսություն,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0193,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ճարտարագիտական մոդելավորում,,3,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0194,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Հաշվողական համակարգերի ծրագրային ապահովում և ճարտարապետություն,,7,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0195,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Համակարգային ծրագրավորում,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0196,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Օպերացիոն համակարգեր,,8,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0197,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրային համակարգերի պաշտպանություն,,6,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0198,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Տվյալների բազաների նախագծման Տեխնոլագիաներ,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0199,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Քոմփյութերային ցանցերի ծրագրավորում,,8,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0200,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրային ապահովման նախագծում,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0201,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,WEB-ծրագրավորում,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0202,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրավորման տեխնոլոգիա,,13,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0203,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Օբյեկտ-կողմնորոշված ծրագրավորում,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0204,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրավորում NET միջավայրում,,6,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0205,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրերի թեստավորում,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0206,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Մոբայլ կիրառությունների նախագծում,,6,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0207,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ցանցերի կազմակերպում,,2,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0208,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Էլեկտրոնային նախագծման ավտոմատացման Ներածություն,,2,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0209,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Տեխնիկական գրագրություն,,3,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0210,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Քոմփյութերների ճարտարապետություն և օպերացիոն համակարգեր,,2,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0211,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Թվային ինտեգրալ սխեմաներ,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0212,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Անալոգային ինտեգրալ սխեմաներ,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0213,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ալգորիթմների տեսություն,,9,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0214,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ավտոմատացված նախագծման մաթեմատիկական մեթոդներ,,7,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0215,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Դիսկրետ մաթեմատիկա,,8,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0216,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ինտեգրալ սխեմաների նախագծման Ալգորիթմներ,,3,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0217,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ինտեգրալ սխեմաների մոդելավորման Տեսություն,,3,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0218,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրավորման լեզուներ,,7,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0219,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Օբեկտային-կողմնորոշված ծրագրավորում,,9,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0220,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Սկրիպտավորման լեզուներ,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0221,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրավորման տեխնոլոգիաներ,,6,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0222,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Սարքավորումների նկարագրման լեզուներ,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0223,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Օգտագործողի գրաֆիկական ինտերֆեյսի ծրագրավորում,,4,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0224,National Polytechnic University of Armenia,Software Engineering,Software Engineering,,Bachelor,,Ծրագրավորում Linux օպերացիոն համակարգի միջավայրում,,5,,,,,,,2025/2026,https://polytech.am/edu/software_engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
