source_url,degree_type,speciality,program_name,academic_year,component,chair_code,course_name_original,credits
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,General educational component,1602,Անգլերեն -2,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,General educational component,1604,Գերմաներեն -2,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,General educational component,1702,Ռուսերեն-2,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,General educational component,1608,Ֆրանսերեն -2,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,General educational component,0309,Տեղեկատվական տեխնոլոգիաները մասնագիտական ոլորտում-1,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,General educational component,0307,Հետազոտության պլանավորում և մեթոդներ,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0307,Մասնագիտության արդի հիմնախնդիրները,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0307,Կոմբինատոր օպտիմիզացիա,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Ծրագրավորման լեզուների սեմատիկա,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,JAVA տեխնոլոգիաներ,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Տիպերը և իմաստաբանական վերլուծությունը ծրագրավորման լեզուներում,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Արհեստական բանականության համակարգեր,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Տրամաբանական ծրագրավորման հիմունքներ,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Տվյալների հենքերի կառավարում,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0308,Մատրիցային անալիզ,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,"Կոմպյուտերային ցանցերի կազմակերպում, արձանագրություններ",3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Ծրագրային համակարգերի տեստավորում և որակի ապահովում,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Տեղեկատվության պահպանում և կառավարում,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Տվյալների ինտելեկտուալ վերլուծության մեթոդներ,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Զուգահեռ և բաշխված ծրագրավորում,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Գիտելիքների բազաների օպտիմիզացում և իրականացում,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Կոմպիլյատորների կառուցման հիմունքներ,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Կանխատեսման մոդելների կիրառումը գործարարության մեջ,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Կիբեռանվտանգությունը տեղեկատվական տեխնոլոգիաների ոլորտում,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Մեծ տվյալների արդյունավետ օգտագործում և վերլուծություն,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Professional educational component,0309,Պատկերների մշակման մաթեմատիկական մոդելներ,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Other educational modules,0309,Գիտական սեմինար,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Other educational modules,0309,Գիտական սեմինար,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Other educational modules,0309,Գիտական սեմինար,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Other educational modules,0309,Գիտական սեմինար,3
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Other educational modules,0309,Մասնագիտական պրակտիկա,6
https://www.ysu.am/en/faculty/85/educational-program-308/edu-plan,Master,061105.02.7 - Տեղեկատվական տեխնոլոգիաներ,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",2025/2026,Other educational modules,0309,Մագիստրոսական թեզ,24
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1602,Անգլերեն-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1311,Փիլիսոփայություն,3
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0708,Էկոլոգիայի և բնապահպանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1705,Ռուսաց լեզու-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1106,Հայոց պատմություն 2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1106,Հայոց պատմություն 1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1608,Ֆրանսերեն-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1205,Չինարեն-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1803,Թուրքերեն-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1604,Գերմաներեն-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1401,Հայոց լեզու և խոսքի մշակույթ-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0002,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0002,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1608,Ֆրանսերեն-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1205,Չինարեն-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1803,Թուրքերեն-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1604,Գերմաներեն-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1602,Անգլերեն-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1705,Ռուսաց լեզու-1,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1401,Հայոց լեզու և խոսքի մշակույթ-2,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1306,Հաղորդակցման հմտություններ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1207,Քաղաքագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,2101,Կրոնագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1107,Մշակութաբանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1308,Հոգեբանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1311,Տրամաբանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1302,Բարոյագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,2203,Սոցիոլոգիայի հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0604,Բնագիտության ժամանակակից հայեցակարգեր,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0105,Կիրառական վիճակագրություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1901,Իրավունքի հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1306,Քննական և ստեղծագործական մտածողություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1705,Ռուսաց լեզու-3,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1602,Անգլերեն-3,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1302,Քննական և ստեղծագործական մտածողություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1606,Քննական և ստեղծագործական մտածողություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1302,Քննական և ստեղծագործական մտածողություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1606,Քննական և ստեղծագործական մտածողություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0604,Բնագիտության ժամանակակից հայեցակարգեր,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1005,Գործարարության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1901,Իրավունքի հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1207,Քաղաքագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,2101,Կրոնագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1107,Մշակութաբանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1308,Հոգեբանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1311,Տրամաբանության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1302,Բարոյագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,2203,Սոցիոլոգիայի հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1007,Տնտեսագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,0105,Կիրառական վիճակագրություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1306,Հաղորդակցման հմտություններ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1306,Քննական և ստեղծագործական մտածողություն,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1705,Ռուսաց լեզու-3,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1602,Անգլերեն-3,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1007,Տնտեսագիտության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,General educational component,1005,Գործարարության հիմունքներ,2
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Հանրահաշիվ - 2,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Օպտիմիզացիայի մեթոդներ,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Կոմբինատոր ալգորիթմների վերլուծություն,3
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0309,Տվյալագիտություն,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Ալգորիթմների տեսություն,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Մաթեմատիկական ֆիզիկայի հավասարումներ,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Սովորական դիֆերենցիալ հավասարումներ,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Գործողությունների հետազոտում,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Գծային հանրահաշվի թվային մեթոդներ,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Կոմպլեքս անալիզ,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0309,Տվյալների կառուցվածքներ,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0309,Մեքենայական ուսուցում,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Մաթեմատիկական տրամաբանություն,3
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Մաթեմատիկական անալիզ-1,9
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Մաթեմատիկական անալիզ - 4,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Գրաֆների տեսություն,3
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0309,Կոմպյուտերային ցանցերի ներածություն,3
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Հանրահաշիվ - 1,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Մաթեմատիկական անալիզ - 3,9
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0307,Դիսկրետ մաթեմատիկա - 2,6
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0309,Ծրագրավորում - 2,9
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0309,Web ծրագրավորում,3
https://www.ysu.am/en/faculty/85/educational-program-309/edu-plan,Bachelor,061101.02.6 - Ինֆորմատիկա (Համակարգչային գիտություն),Informatics and Applied Mathematics (Part time),2024/2025,Professional educational component,0308,Մաթեմատիկական անալիզ - 2,9
